Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Autauga,Alabama,7,0,0,0,0,0,7,0,2020-04-10 00:00:00,01001,0,0,7,0
Baldwin,Alabama,19,1,1,0,0,0,18,1,2020-04-10 00:00:00,01003,0,0,18,1
Bibb,Alabama,3,1,0,0,0,0,3,1,2020-04-10 00:00:00,01007,0,0,3,1
Blount,Alabama,5,0,0,0,0,0,5,0,2020-04-10 00:00:00,01009,0,0,5,0
Bullock,Alabama,2,0,0,0,0,0,2,0,2020-04-10 00:00:00,01011,0,0,2,0
Butler,Alabama,1,0,0,0,0,0,1,0,2020-04-10 00:00:00,01013,0,0,1,0
Calhoun,Alabama,9,0,0,0,0,0,9,0,2020-04-10 00:00:00,01015,0,0,9,0
Chambers,Alabama,36,0,4,0,0,0,32,0,2020-04-10 00:00:00,01017,0,0,32,0
Cherokee,Alabama,2,0,0,0,0,0,2,0,2020-04-10 00:00:00,01019,0,0,2,0
Chilton,Alabama,11,1,0,0,0,0,11,1,2020-04-10 00:00:00,01021,0,0,11,1
Choctaw,Alabama,3,1,0,0,0,0,3,1,2020-04-10 00:00:00,01023,0,0,3,1
Clay,Alabama,2,0,0,0,0,0,2,0,2020-04-10 00:00:00,01027,0,0,2,0
Cleburne,Alabama,5,0,0,0,0,0,5,0,2020-04-10 00:00:00,01029,0,0,5,0
Colbert,Alabama,4,0,0,0,0,0,4,0,2020-04-10 00:00:00,01033,0,0,4,0
Coosa,Alabama,4,0,0,0,0,0,4,0,2020-04-10 00:00:00,01037,0,0,4,0
Covington,Alabama,2,0,0,0,0,0,2,0,2020-04-10 00:00:00,01039,0,0,2,0
Crenshaw,Alabama,1,0,0,0,0,0,1,0,2020-04-10 00:00:00,01041,0,0,1,0
Cullman,Alabama,8,0,0,0,0,0,8,0,2020-04-10 00:00:00,01043,0,0,8,0
