region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.46,84,75,101,80.13,80.98,84 [75 - 101],80.46% [80.13% - 80.98%],39,11,83,02-16-2021
2,AL- DOTHAN,80.23,7,6,8,80.0,80.45,7 [6 - 8],80.23% [80.0% - 80.45%],3,0,6,02-16-2021
5,AL- HUNTSVILLE,80.48,21,20,24,80.32,81.01,21 [20 - 24],80.48% [80.32% - 81.01%],9,6,19,02-16-2021
6,AL- MOBILE,80.46,28,25,34,80.21,81.05,28 [25 - 34],80.46% [80.21% - 81.05%],13,6,30,02-16-2021
7,AL- MONTGOMERY,80.32,14,12,19,80.26,81.23,14 [12 - 19],80.32% [80.26% - 81.23%],5,4,19,02-16-2021
9,AL- TUSCALOOSA,80.6,14,13,17,80.3,81.6,14 [13 - 17],80.6% [80.3% - 81.6%],6,3,16,02-16-2021
11,AZ- MESA,80.56,20,18,23,80.2,80.91,20 [18 - 23],80.56% [80.2% - 80.91%],11,4,18,02-16-2021
12,AZ- PHOENIX,80.3,45,40,51,80.12,80.53,45 [40 - 51],80.3% [80.12% - 80.53%],23,9,40,02-16-2021
14,AZ- SUN CITY,80.25,5,4,6,80.12,80.37,5 [4 - 6],80.25% [80.12% - 80.37%],2,1,3,02-16-2021
15,AZ- TUCSON,80.16,7,6,9,80.08,80.36,7 [6 - 9],80.16% [80.08% - 80.36%],4,2,9,02-16-2021
16,AR- FORT SMITH,80.47,12,10,15,80.0,80.86,12 [10 - 15],80.47% [80.0% - 80.86%],6,0,11,02-16-2021
18,AR- JONESBORO,80.0,0,0,1,80.0,80.22,0 [0 - 1],80.0% [80.0% - 80.22%],0,0,2,02-16-2021
19,AR- LITTLE ROCK,80.31,34,30,43,80.1,80.71,34 [30 - 43],80.31% [80.1% - 80.71%],18,6,41,02-16-2021
21,AR- SPRINGDALE,80.38,7,7,9,80.19,80.95,7 [7 - 9],80.38% [80.19% - 80.95%],4,2,10,02-16-2021
22,AR- TEXARKANA,81.33,28,25,34,80.61,83.06,28 [25 - 34],81.33% [80.61% - 83.06%],13,6,30,02-16-2021
23,CA- ORANGE CO.,80.26,39,36,44,80.14,80.46,39 [36 - 44],80.26% [80.14% - 80.46%],20,11,35,02-16-2021
25,CA- BAKERSFIELD,80.55,42,38,47,80.28,80.91,42 [38 - 47],80.55% [80.28% - 80.91%],20,10,33,02-16-2021
