region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.11,70,64,86,80.46,82.78,70 [64 - 86],81.11% [80.46% - 82.78%],94,39,235,02-16-2021
2,AL- DOTHAN,80.68,7,6,9,80.0,81.51,7 [6 - 9],80.68% [80.0% - 81.51%],9,0,20,02-16-2021
5,AL- HUNTSVILLE,82.39,35,32,40,80.96,84.57,35 [32 - 40],82.39% [80.96% - 84.57%],45,18,86,02-16-2021
6,AL- MOBILE,81.75,37,33,43,80.63,83.57,37 [33 - 43],81.75% [80.63% - 83.57%],50,18,102,02-16-2021
7,AL- MONTGOMERY,82.52,18,15,23,80.71,83.95,18 [15 - 23],82.52% [80.71% - 83.95%],39,11,61,02-16-2021
9,AL- TUSCALOOSA,81.7,14,13,17,80.8,83.91,14 [13 - 17],81.7% [80.8% - 83.91%],17,8,39,02-16-2021
11,AZ- MESA,82.27,31,28,37,80.91,84.6,31 [28 - 37],82.27% [80.91% - 84.6%],45,18,91,02-16-2021
12,AZ- PHOENIX,81.36,66,59,79,80.46,82.69,66 [59 - 79],81.36% [80.46% - 82.69%],103,35,204,02-16-2021
14,AZ- SUN CITY,80.99,7,6,8,80.37,81.98,7 [6 - 8],80.99% [80.37% - 81.98%],8,3,16,02-16-2021
15,AZ- TUCSON,80.75,14,13,17,80.24,81.86,14 [13 - 17],80.75% [80.24% - 81.86%],19,6,47,02-16-2021
16,AR- FORT SMITH,82.42,21,18,23,80.0,83.28,21 [18 - 23],82.42% [80.0% - 83.28%],31,0,42,02-16-2021
18,AR- JONESBORO,80.0,0,0,1,80.0,80.77,0 [0 - 1],80.0% [80.0% - 80.77%],0,0,7,02-16-2021
19,AR- LITTLE ROCK,81.25,49,44,58,80.35,82.29,49 [44 - 58],81.25% [80.35% - 82.29%],72,20,132,02-16-2021
21,AR- SPRINGDALE,81.99,14,13,17,81.14,83.88,14 [13 - 17],81.99% [81.14% - 83.88%],21,12,41,02-16-2021
22,AR- TEXARKANA,84.59,36,32,43,81.94,89.39,36 [32 - 43],84.59% [81.94% - 89.39%],45,19,92,02-16-2021
23,CA- ORANGE CO.,81.07,56,51,62,80.5,81.66,56 [51 - 62],81.07% [80.5% - 81.66%],82,38,127,02-16-2021
25,CA- BAKERSFIELD,81.74,42,38,46,80.75,82.71,42 [38 - 46],81.74% [80.75% - 82.71%],63,27,98,02-16-2021
31,CA- CHICO,80.78,7,6,8,80.0,82.03,7 [6 - 8],80.78% [80.0% - 82.03%],5,0,13,02-16-2021
33,CA- CONTRA COSTA CO.,81.25,21,19,22,80.45,81.9,21 [19 - 22],81.25% [80.45% - 81.9%],25,9,38,02-16-2021
43,CA- FRESNO,80.7,7,6,9,80.18,81.31,7 [6 - 9],80.7% [80.18% - 81.31%],16,4,30,02-16-2021
56,CA- LOS ANGELES,80.4,57,51,67,80.13,80.75,57 [51 - 67],80.4% [80.13% - 80.75%],98,33,187,02-16-2021
58,CA- MODESTO,82.39,28,25,32,80.99,83.78,28 [25 - 32],82.39% [80.99% - 83.78%],41,17,65,02-16-2021
62,CA- NAPA,81.89,7,6,9,80.0,83.78,7 [6 - 9],81.89% [80.0% - 83.78%],11,0,22,02-16-2021
