region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.54,33,29,39,80.22,81.18,33 [29 - 39],80.54% [80.22% - 81.18%],46,19,100,02-16-2021
2,AL- DOTHAN,80.15,0,0,1,80.0,80.6,0 [0 - 1],80.15% [80.0% - 80.6%],2,0,8,02-16-2021
5,AL- HUNTSVILLE,81.06,14,12,15,80.43,81.54,14 [12 - 15],81.06% [80.43% - 81.54%],20,8,29,02-16-2021
6,AL- MOBILE,80.84,7,6,10,80.42,81.4,7 [6 - 10],80.84% [80.42% - 81.4%],24,12,40,02-16-2021
7,AL- MONTGOMERY,80.65,7,6,9,80.19,82.01,7 [6 - 9],80.65% [80.19% - 82.01%],10,3,31,02-16-2021
9,AL- TUSCALOOSA,80.7,7,6,8,80.6,81.6,7 [6 - 8],80.7% [80.6% - 81.6%],7,6,16,02-16-2021
11,AZ- MESA,81.06,11,10,13,80.4,81.72,11 [10 - 13],81.06% [80.4% - 81.72%],21,8,34,02-16-2021
12,AZ- PHOENIX,80.53,23,20,27,80.22,81.0,23 [20 - 27],80.53% [80.22% - 81.0%],40,17,76,02-16-2021
14,AZ- SUN CITY,80.49,0,0,1,80.25,80.74,0 [0 - 1],80.49% [80.25% - 80.74%],4,2,6,02-16-2021
15,AZ- TUCSON,80.28,7,6,7,80.12,80.55,7 [6 - 7],80.28% [80.12% - 80.55%],7,3,14,02-16-2021
16,AR- FORT SMITH,80.08,0,0,2,80.0,81.17,0 [0 - 2],80.08% [80.0% - 81.17%],1,0,15,02-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
19,AR- LITTLE ROCK,80.47,19,17,22,80.1,80.99,19 [17 - 22],80.47% [80.1% - 80.99%],27,6,57,02-16-2021
21,AR- SPRINGDALE,80.95,7,6,7,80.09,81.32,7 [6 - 7],80.95% [80.09% - 81.32%],10,1,14,02-16-2021
22,AR- TEXARKANA,81.73,9,8,12,80.61,83.06,9 [8 - 12],81.73% [80.61% - 83.06%],17,6,30,02-16-2021
23,CA- ORANGE CO.,80.48,22,20,24,80.25,80.75,22 [20 - 24],80.48% [80.25% - 80.75%],37,19,57,02-16-2021
25,CA- BAKERSFIELD,80.88,17,15,20,80.41,81.38,17 [15 - 20],80.88% [80.41% - 81.38%],32,15,50,02-16-2021
