Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,628642,21033,446881,2020-08-20 03:00:00,140004402
Tamil Nadu,India,355449,6123,296171,2020-08-20 03:00:00,140001938
Andhra Pradesh,India,316003,2906,226372,2020-08-20 03:00:00,140004401
Karnataka,India,249590,4327,164150,2020-08-20 03:00:00,140004403
Delhi,India,156139,4235,140767,2020-08-20 03:00:00,140001944
Uttar Pradesh,India,167510,2638,115227,2020-08-20 03:00:00,140001926
West Bengal,India,125922,2581,95663,2020-08-20 03:00:00,140001940
Bihar,India,112759,568,84578,2020-08-20 03:00:00,140001937
Telangana,India,95700,719,73991,2020-08-20 03:00:00,140004405
Gujarat,India,82087,2837,64930,2020-08-20 03:00:00,140001927
Assam,India,84318,213,60349,2020-08-20 03:00:00,140001939
Rajasthan,India,65289,910,49963,2020-08-20 03:00:00,140001929
Odisha,India,67122,425,46936,2020-08-20 03:00:00,140001936
Haryana,India,49930,567,42056,2020-08-20 03:00:00,140001933
Madhya Pradesh,India,48351,1159,36475,2020-08-20 03:00:00,140001931
Kerala,India,50231,183,32607,2020-08-20 03:00:00,140001930
Punjab,India,36083,920,22703,2020-08-20 03:00:00,140001934
Jharkhand,India,26300,278,16566,2020-08-20 03:00:00,140001943
Chhattisgarh,India,17585,164,11185,2020-08-20 03:00:00,140004404
Uttarakhand,India,13225,178,9132,2020-08-20 03:00:00,140001932
Goa,India,12675,124,8713,2020-08-20 03:00:00,140001956
Tripura,India,7660,65,5497,2020-08-20 03:00:00,140001949
Puducherry,India,8752,129,5312,2020-08-20 03:00:00,140001953
Manipur,India,4876,18,2885,2020-08-20 03:00:00,140001942
Himachal Pradesh,India,4411,20,2992,2020-08-20 03:00:00,140001941
Nagaland,India,3558,7,1706,2020-08-20 03:00:00,140001950
Arunachal Pradesh,India,2950,5,2022,2020-08-20 03:00:00,140002691
Andaman and Nicobar Islands,India,2604,30,1529,2020-08-20 03:00:00,140001955
Chandigarh,India,2396,31,1351,2020-08-20 03:00:00,140001945
Dadra and Nagar Haveli,India,1996,2,1567,2020-08-20 03:00:00,140001947
Meghalaya,India,1535,6,725,2020-08-20 03:00:00,140001952
Sikkim,India,1232,3,789,2020-08-20 03:00:00,140001951
Mizoram,India,860,0,384,2020-08-20 03:00:00,140001928
State Unassigned,India,0,0,0,2020-08-20 03:00:00,
Lakshadweep,India,0,0,0,2020-08-20 03:00:00,140001954
British Columbia,Canada,4745,198,3749,2020-08-20 03:00:00,140002874
Alberta,Canada,12501,227,11167,2020-08-20 03:00:00,140002879
Saskatchewan,Canada,1586,22,1410,2020-08-20 03:00:00,140002878
Manitoba,Canada,763,12,528,2020-08-20 03:00:00,140002877
Ontario,Canada,40972,2792,37215,2020-08-20 03:00:00,140002875
Quebec,Canada,61316,5729,54238,2020-08-20 03:00:00,140002869
Newfoundland,Canada,268,3,263,2020-08-20 03:00:00,140002930
New Brunswick,Canada,186,2,172,2020-08-20 03:00:00,140002928
Nova Scotia,Canada,1076,64,1007,2020-08-20 03:00:00,140002929
Prince Edward Island,Canada,44,0,40,2020-08-20 03:00:00,140002931
Yukon,Canada,15,0,15,2020-08-20 03:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-08-20 03:00:00,140002881
Nunavut,Canada,0,0,0,2020-08-20 03:00:00,140003914
Repatriated travellers,Canada,13,0,13,2020-08-20 03:00:00,
Macedonia East and Thrace,Greece,702,,,2020-08-20 03:00:00,140000003
Macedonia Central,Greece,1447,,,2020-08-20 03:00:00,140000005
Epirus,Greece,59,,,2020-08-20 03:00:00,140000010
Thessaly,Greece,397,,,2020-08-20 03:00:00,140000001
Ionian Islands,Greece,150,,,2020-08-20 03:00:00,140000008
Greece West,Greece,136,,,2020-08-20 03:00:00,140000013
Greece Central,Greece,153,,,2020-08-20 03:00:00,140000011
Attica,Greece,2860,,,2020-08-20 03:00:00,140000004
Peloponnese,Greece,270,,,2020-08-20 03:00:00,140000006
Aegean North,Greece,73,,,2020-08-20 03:00:00,140000002
Aegean South,Greece,192,,,2020-08-20 03:00:00,140000000
Crete,Greece,145,,,2020-08-20 03:00:00,140000012
Macedonia West,Greece,256,,,2020-08-20 03:00:00,140000009
Without permanent residency in Greece,Greece,626,,,2020-08-20 03:00:00,
Mount Athos,Greece,4,,,2020-08-20 03:00:00,140000007
Under Investigation,Greece,1,,,2020-08-20 03:00:00,
Bogota,Colombia,171312,4494,101852,2020-08-20 03:00:00,140004233
Antioquia,Colombia,64679,1226,39980,2020-08-20 03:00:00,140004230
Atlantico,Colombia,61571,2783,51656,2020-08-20 03:00:00,140004209
Valle del Cauca,Colombia,39020,1445,26686,2020-08-20 03:00:00,140004235
Bolivar,Colombia,22244,648,18442,2020-08-20 03:00:00,140004226
Cundinamarca,Colombia,16290,451,9595,2020-08-20 03:00:00,140004214
Cordoba,Colombia,15181,972,7504,2020-08-20 03:00:00,140004228
Narino,Colombia,11763,421,7894,2020-08-20 03:00:00,140004237
Santander,Colombia,10702,437,4487,2020-08-20 03:00:00,140004211
Magdalena,Colombia,10549,529,6698,2020-08-20 03:00:00,140004225
Sucre,Colombia,9015,424,6174,2020-08-20 03:00:00,140004227
