Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,431719,15316,266883,2020-08-02 03:00:00,140004402
Tamil Nadu,India,251738,4034,190966,2020-08-02 03:00:00,140001938
Delhi,India,136716,3989,122131,2020-08-02 03:00:00,140001944
Karnataka,India,129287,2412,53648,2020-08-02 03:00:00,140004403
Andhra Pradesh,India,150209,1407,76614,2020-08-02 03:00:00,140004401
Uttar Pradesh,India,89048,1677,51334,2020-08-02 03:00:00,140001926
Gujarat,India,62574,2460,45884,2020-08-02 03:00:00,140001927
West Bengal,India,72777,1629,50517,2020-08-02 03:00:00,140001940
Telangana,India,64786,530,46502,2020-08-02 03:00:00,140004405
Rajasthan,India,43243,694,30668,2020-08-02 03:00:00,140001929
Bihar,India,54508,312,35473,2020-08-02 03:00:00,140001937
Haryana,India,35758,428,29080,2020-08-02 03:00:00,140001933
Assam,India,41727,101,31443,2020-08-02 03:00:00,140001939
Madhya Pradesh,India,32614,876,22969,2020-08-02 03:00:00,140001931
Odisha,India,33479,225,21274,2020-08-02 03:00:00,140001936
Kerala,India,24743,82,13775,2020-08-02 03:00:00,140001930
Punjab,India,17063,405,11075,2020-08-02 03:00:00,140001934
Jharkhand,India,12104,114,4513,2020-08-02 03:00:00,140001943
Chhattisgarh,India,9427,55,6610,2020-08-02 03:00:00,140004404
Uttarakhand,India,7447,83,4330,2020-08-02 03:00:00,140001932
Goa,India,6193,48,4438,2020-08-02 03:00:00,140001956
Tripura,India,4996,21,3327,2020-08-02 03:00:00,140001949
Puducherry,India,3606,51,2198,2020-08-02 03:00:00,140001953
Manipur,India,2756,6,1699,2020-08-02 03:00:00,140001942
Himachal Pradesh,India,2634,13,1502,2020-08-02 03:00:00,140001941
Nagaland,India,1831,4,640,2020-08-02 03:00:00,140001950
Arunachal Pradesh,India,1674,3,969,2020-08-02 03:00:00,140002691
Chandigarh,India,1079,18,683,2020-08-02 03:00:00,140001945
Dadra and Nagar Haveli,India,1194,2,755,2020-08-02 03:00:00,140001947
Meghalaya,India,856,5,252,2020-08-02 03:00:00,140001952
Sikkim,India,650,1,269,2020-08-02 03:00:00,140001951
Mizoram,India,413,0,253,2020-08-02 03:00:00,140001928
Andaman and Nicobar Islands,India,636,7,226,2020-08-02 03:00:00,140001955
State Unassigned,India,0,0,0,2020-08-02 03:00:00,
Lakshadweep,India,0,0,0,2020-08-02 03:00:00,140001954
British Columbia,Canada,3641,195,3168,2020-08-02 03:00:00,140002874
Alberta,Canada,10843,196,9261,2020-08-02 03:00:00,140002879
Saskatchewan,Canada,1334,18,1054,2020-08-02 03:00:00,140002878
Manitoba,Canada,417,8,337,2020-08-02 03:00:00,140002877
Ontario,Canada,39333,2777,35237,2020-08-02 03:00:00,140002875
Quebec,Canada,59458,5678,50886,2020-08-02 03:00:00,140002869
Newfoundland,Canada,266,3,259,2020-08-02 03:00:00,140002930
New Brunswick,Canada,170,2,166,2020-08-02 03:00:00,140002928
Nova Scotia,Canada,1069,64,1003,2020-08-02 03:00:00,140002929
Prince Edward Island,Canada,36,0,36,2020-08-02 03:00:00,140002931
Yukon,Canada,14,0,11,2020-08-02 03:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-08-02 03:00:00,140002881
Nunavut,Canada,0,0,0,2020-08-02 03:00:00,140003914
Repatriated travellers,Canada,13,,13,2020-08-02 03:00:00,
Macedonia East and Thrace,Greece,525,,,2020-08-02 03:00:00,140000003
Macedonia Central,Greece,510,,,2020-08-02 03:00:00,140000005
Epirus,Greece,37,,,2020-08-02 03:00:00,140000010
Thessaly,Greece,223,,,2020-08-02 03:00:00,140000001
Ionian Islands,Greece,78,,,2020-08-02 03:00:00,140000008
Greece West,Greece,105,,,2020-08-02 03:00:00,140000013
Greece Central,Greece,110,,,2020-08-02 03:00:00,140000011
Attica,Greece,2010,,,2020-08-02 03:00:00,140000004
Peloponnese,Greece,210,,,2020-08-02 03:00:00,140000006
Aegean North,Greece,34,,,2020-08-02 03:00:00,140000002
Aegean South,Greece,62,,,2020-08-02 03:00:00,140000000
Crete,Greece,58,,,2020-08-02 03:00:00,140000012
Macedonia West,Greece,213,,,2020-08-02 03:00:00,140000009
Without permanent residency in Greece,Greece,406,,,2020-08-02 03:00:00,
Mount Athos,Greece,4,,,2020-08-02 03:00:00,140000007
Under Investigation,Greece,1,,,2020-08-02 03:00:00,
Bogota,Colombia,101955,2748,46107,2020-08-02 03:00:00,140004233
Atlantico,Colombia,52313,2526,37728,2020-08-02 03:00:00,140004209
Antioquia,Colombia,32759,521,10133,2020-08-02 03:00:00,140004230
Valle del Cauca,Colombia,24660,963,13970,2020-08-02 03:00:00,140004235
Bolivar,Colombia,18240,590,13343,2020-08-02 03:00:00,140004226
Cundinamarca,Colombia,8500,210,4423,2020-08-02 03:00:00,140004214
Narino,Colombia,7970,255,4498,2020-08-02 03:00:00,140004237
Magdalena,Colombia,6138,363,3364,2020-08-02 03:00:00,140004225
Sucre,Colombia,5928,371,3013,2020-08-02 03:00:00,140004227
Cordoba,Colombia,5538,660,1836,2020-08-02 03:00:00,140004228
Santander,Colombia,3749,88,1283,2020-08-02 03:00:00,140004211
Cesar,Colombia,3116,64,1565,2020-08-02 03:00:00,140004208
Choco,Colombia,3000,102,2146,2020-08-02 03:00:00,140004231
Meta,Colombia,2759,36,1763,2020-08-02 03:00:00,140004234
Tolima,Colombia,2574,53,1487,2020-08-02 03:00:00,140004215
Amazonas,Colombia,2510,102,2339,2020-08-02 03:00:00,140004218
Norde de Santander,Colombia,2342,104,590,2020-08-02 03:00:00,140004210
La Guajira,Colombia,2108,119,1108,2020-08-02 03:00:00,140004205
