Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,52667,,,2020-05-25 20:00:00,140004402
Tamil Nadu,India,17082,,,2020-05-25 20:00:00,140001938
Gujarat,India,14468,,,2020-05-25 20:00:00,140001927
Delhi,India,14053,,,2020-05-25 20:00:00,140001944
Rajasthan,India,7300,,,2020-05-25 20:00:00,140001929
Madhya Pradesh,India,6859,,,2020-05-25 20:00:00,140001931
Uttar Pradesh,India,6497,,,2020-05-25 20:00:00,140001926
West Bengal,India,3816,,,2020-05-25 20:00:00,140001940
Andhra Pradesh,India,2886,,,2020-05-25 20:00:00,140004401
Bihar,India,2737,,,2020-05-25 20:00:00,140001937
Unassigned,India,2642,,,2020-05-25 20:00:00,
Karnataka,India,2182,,,2020-05-25 20:00:00,140004403
Punjab,India,2081,,,2020-05-25 20:00:00,140001934
Telangana,India,1920,,,2020-05-25 20:00:00,140004405
Odisha,India,1438,,,2020-05-25 20:00:00,140001936
Haryana,India,1213,,,2020-05-25 20:00:00,140001933
Kerala,India,897,,,2020-05-25 20:00:00,140001930
Assam,India,540,,,2020-05-25 20:00:00,140001939
Jharkhand,India,405,,,2020-05-25 20:00:00,140001943
Uttarakhand,India,349,,,2020-05-25 20:00:00,140001932
Chhattisgarh,India,292,,,2020-05-25 20:00:00,140004404
Chandigarh,India,266,,,2020-05-25 20:00:00,140001945
Himachal Pradesh,India,223,,,2020-05-25 20:00:00,140001941
Tripura,India,198,,,2020-05-25 20:00:00,140001949
Goa,India,67,,,2020-05-25 20:00:00,140001956
Puducherry,India,49,,,2020-05-25 20:00:00,140001953
Manipur,India,36,,,2020-05-25 20:00:00,140001942
Andaman and Nicobar Islands,India,33,,,2020-05-25 20:00:00,140001955
Meghalaya,India,15,,,2020-05-25 20:00:00,140001952
Nagaland,India,3,,,2020-05-25 20:00:00,140001950
Dadra and Nagar Haveli,India,2,,,2020-05-25 20:00:00,140001947
Arunachal Pradesh,India,2,,,2020-05-25 20:00:00,140002691
Mizoram,India,1,,,2020-05-25 20:00:00,140001928
Sikkim,India,1,,,2020-05-25 20:00:00,140001951
Lakshadweep,India,0,,,2020-05-25 20:00:00,140001954
British Columbia,Canada,2530,,,2020-05-26 01:00:00,140002874
Alberta,Canada,6879,,,2020-05-26 01:00:00,140002879
Saskatchewan,Canada,634,,,2020-05-26 01:00:00,140002878
Manitoba,Canada,292,,,2020-05-26 01:00:00,140002877
Ontario,Canada,25904,,,2020-05-26 01:00:00,140002875
Quebec,Canada,47984,,,2020-05-26 01:00:00,140002869
Newfoundland,Canada,260,,,2020-05-26 01:00:00,140002930
New Brunswick,Canada,121,,,2020-05-26 01:00:00,140002928
Nova Scotia,Canada,1051,,,2020-05-26 01:00:00,140002929
Prince Edward Island,Canada,27,,,2020-05-26 01:00:00,140002931
Yukon,Canada,11,,,2020-05-26 01:00:00,140002880
Northwest Territories,Canada,5,,,2020-05-26 01:00:00,140002881
Nunavut,Canada,0,,,2020-05-26 01:00:00,140003914
Repatriated travellers,Canada,13,,,2020-05-26 01:00:00,
Daegu,South Korea,6874,,,2020-05-25 11:00:00,140004292
Gyeongsangbuk-do,South Korea,1377,,,2020-05-25 11:00:00,140004295
Seoul,South Korea,774,,,2020-05-25 11:00:00,140004303
Gyeonggi-do,South Korea,766,,,2020-05-25 11:00:00,140004304
Chungcheongnam-do,South Korea,145,,,2020-05-25 11:00:00,140004302
Incheon,South Korea,144,,,2020-05-25 11:00:00,140004305
Busan,South Korea,144,,,2020-05-25 11:00:00,140004297
Gyeongsangnam-do,South Korea,123,,,2020-05-25 11:00:00,140004298
Chungcheongbuk-do,South Korea,59,,,2020-05-25 11:00:00,140004291
Gangwon-do,South Korea,56,,,2020-05-25 11:00:00,140004294
Ulsan,South Korea,50,,,2020-05-25 11:00:00,140004296
Sejong,South Korea,47,,,2020-05-25 11:00:00,140004290
Daejeon,South Korea,45,,,2020-05-25 11:00:00,140004289
Gwangju,South Korea,30,,,2020-05-25 11:00:00,140004293
Jeollabuk-do,South Korea,21,,,2020-05-25 11:00:00,140004301
Jeollanam-do,South Korea,18,,,2020-05-25 11:00:00,140004300
Jeju-do,South Korea,14,,,2020-05-25 11:00:00,140004299
Flanders,Belgium,30178,,,2020-05-25 11:00:00,
Walloon Brabant,Belgium,17366,,,2020-05-25 11:00:00,140003274
Brussels,Belgium,5507,,,2020-05-25 11:00:00,140003275
Tyrol,Austria,3536,,,2020-05-25 11:00:00,140003806
Lower Austria,Austria,2830,,,2020-05-25 11:00:00,140003799
Upper Austria,Austria,2289,,,2020-05-25 11:00:00,140003801
Vienna,Austria,2204,,,2020-05-25 11:00:00,140003807
Styria,Austria,1833,,,2020-05-25 11:00:00,140003802
Salzburg,Austria,1220,,,2020-05-25 11:00:00,140003805
Vorarlberg,Austria,896,,,2020-05-25 11:00:00,140003800
Carinthia,Austria,411,,,2020-05-25 11:00:00,140003804
Burgenland,Austria,338,,,2020-05-25 11:00:00,140003803
Lombardy,Italy,86384,,,2020-05-25 20:00:00,140000679
Piedmont,Italy,30089,,,2020-05-25 20:00:00,140000673
Emilia-Romagna,Italy,27470,,,2020-05-25 20:00:00,140000680
Veneto,Italy,19059,,,2020-05-25 20:00:00,140000678
Tuscany,Italy,10035,,,2020-05-25 20:00:00,140000675
Liguria,Italy,9409,,,2020-05-25 20:00:00,140000687
Lazio,Italy,7589,,,2020-05-25 20:00:00,140000686
Marche,Italy,6700,,,2020-05-25 20:00:00,140000674
Campania,Italy,4733,,,2020-05-25 20:00:00,140000676
Apulia,Italy,4440,,,2020-05-25 20:00:00,140000677
Sicily,Italy,3423,,,2020-05-25 20:00:00,140000672
Friuli-Venezia Giulia,Italy,3227,,,2020-05-25 20:00:00,140000688
Abruzzo,Italy,3220,,,2020-05-25 20:00:00,140000685
Umbria,Italy,1429,,,2020-05-25 20:00:00,140000690
Sardinia,Italy,1358,,,2020-05-25 20:00:00,140000682
Valle d'aosta,Italy,1177,,,2020-05-25 20:00:00,140000691
Calabria,Italy,1175,,,2020-05-25 20:00:00,140000684
Molise,Italy,426,,,2020-05-25 20:00:00,140000683
Basilicata,Italy,411,,,2020-05-25 20:00:00,140000689
Lima Province,Peru,77486,,,2020-05-26 00:00:00,140003304
Callao,Peru,8726,,,2020-05-26 00:00:00,140003303
Lambayeque,Peru,6217,,,2020-05-26 00:00:00,140003322
Piura,Peru,5457,,,2020-05-26 00:00:00,140003323
Loreto,Peru,3524,,,2020-05-26 00:00:00,140003877
La Libertad,Peru,3178,,,2020-05-26 00:00:00,140003321
Ucayali,Peru,2959,,,2020-05-26 00:00:00,140003876
Ancash,Peru,2842,,,2020-05-26 00:00:00,140003320
Arequipa,Peru,2633,,,2020-05-26 00:00:00,140003316
Ica,Peru,2119,,,2020-05-26 00:00:00,140003319
Junin,Peru,1470,,,2020-05-26 00:00:00,140003311
Tumbes,Peru,1074,,,2020-05-26 00:00:00,140003324
San Martin,Peru,980,,,2020-05-26 00:00:00,140003307
Cusco,Peru,854,,,2020-05-26 00:00:00,140003315
Huanuco,Peru,692,,,2020-05-26 00:00:00,140003308
Cajamarca,Peru,591,,,2020-05-26 00:00:00,140003310
Ayacucho,Peru,571,,,2020-05-26 00:00:00,140003313
Amazonas,Peru,460,,,2020-05-26 00:00:00,140003495
Pasco,Peru,387,,,2020-05-26 00:00:00,140003309
Huancavelica,Peru,360,,,2020-05-26 00:00:00,140003312
Moquegua,Peru,357,,,2020-05-26 00:00:00,140003305
Tacna,Peru,325,,,2020-05-26 00:00:00,140003317
Madre de Dios,Peru,314,,,2020-05-26 00:00:00,140003875
Puno,Peru,263,,,2020-05-26 00:00:00,140003318
Apurimac,Peru,140,,,2020-05-26 00:00:00,140003314
Attica,Greece,1327,,,2020-05-25 19:00:00,140000004
Aegean Islands,Greece,9,,,2020-05-25 19:00:00,
Thrace,Greece,24,,,2020-05-25 19:00:00,
Macedonia,Greece,122,,,2020-05-25 19:00:00,
Epirus,Greece,7,,,2020-05-25 19:00:00,140000010
Thessaly,Greece,72,,,2020-05-25 19:00:00,140000001
Peloponnese,Greece,78,,,2020-05-25 19:00:00,140000006
Dodecanese,Greece,2,,,2020-05-25 19:00:00,
Greece Central,Greece,6,,,2020-05-25 19:00:00,140000011
Crete,Greece,12,,,2020-05-25 19:00:00,140000012
Ionian Islands,Greece,7,,,2020-05-25 19:00:00,140000008
Cyclades,Greece,1,,,2020-05-25 19:00:00,
Undefined Location,Greece,891,,,2020-05-25 19:00:00,
Cruize Ship,Greece,119,,,2020-05-25 19:00:00,
Arica y Parinacota,Chile,513,,,2020-05-25 20:00:00,140002799
Tarapaca,Chile,1630,,,2020-05-25 20:00:00,140002800
Antofagasta,Chile,2015,,,2020-05-25 20:00:00,140003347
Atacama,Chile,185,,,2020-05-25 20:00:00,140003339
Coquimbo,Chile,338,,,2020-05-25 20:00:00,140003341
Valparaiso,Chile,2305,,,2020-05-25 20:00:00,140003346
Region Metropolitana,Chile,58930,,,2020-05-25 20:00:00,140003345
Libertador General Bernardo O'Higgins,Chile,588,,,2020-05-25 20:00:00,140003348
Maule,Chile,953,,,2020-05-25 20:00:00,140003344
Ñuble,Chile,1139,,,2020-05-25 20:00:00,
Biobío,Chile,1458,,,2020-05-25 20:00:00,140003340
Araucania,Chile,1857,,,2020-05-25 20:00:00,140003338
Los Rios,Chile,297,,,2020-05-25 20:00:00,140003343
Los Lagos,Chile,763,,,2020-05-25 20:00:00,140003342
Aysén,Chile,10,,,2020-05-25 20:00:00,140003349
Magallanes y de la Antarctica,Chile,1016,,,2020-05-25 20:00:00,140003350
Buenos Aires - Capital Federal,Argentina,5875,,,2020-05-26 01:00:00,140003352
Buenos Aires,Argentina,4219,,,2020-05-26 01:00:00,140003351
Chaco,Argentina,757,,,2020-05-26 01:00:00,140003354
Cordoba,Argentina,459,,,2020-05-26 01:00:00,140003356
Rio Negro,Argentina,356,,,2020-05-26 01:00:00,140003366
Santa Fe,Argentina,259,,,2020-05-26 01:00:00,140003371
Tierra del Fuego,Argentina,148,,,2020-05-26 01:00:00,140003373
Neuquen,Argentina,116,,,2020-05-26 01:00:00,140003365
Mendoza,Argentina,90,,,2020-05-26 01:00:00,140003363
