Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,180298,8053,93154,2020-07-02 03:00:00,140004402
Tamil Nadu,India,94049,1264,52926,2020-07-02 03:00:00,140001938
Delhi,India,89802,2803,59992,2020-07-02 03:00:00,140001944
Gujarat,India,33318,1869,24038,2020-07-02 03:00:00,140001927
Uttar Pradesh,India,24056,718,16629,2020-07-02 03:00:00,140001926
Rajasthan,India,18312,421,14574,2020-07-02 03:00:00,140001929
West Bengal,India,19170,683,12528,2020-07-02 03:00:00,140001940
Madhya Pradesh,India,13861,581,10655,2020-07-02 03:00:00,140001931
Haryana,India,14941,240,10499,2020-07-02 03:00:00,140001933
State Unassigned,India,6915,0,0,2020-07-02 03:00:00,
Karnataka,India,16514,253,8065,2020-07-02 03:00:00,140004403
Andhra Pradesh,India,15252,193,6988,2020-07-02 03:00:00,140004401
Bihar,India,10204,73,7811,2020-07-02 03:00:00,140001937
Telangana,India,17357,267,8082,2020-07-02 03:00:00,140004405
Assam,India,8956,12,5832,2020-07-02 03:00:00,140001939
Odisha,India,7316,33,5353,2020-07-02 03:00:00,140001936
Punjab,India,5668,149,3989,2020-07-02 03:00:00,140001934
Kerala,India,4594,26,2436,2020-07-02 03:00:00,140001930
Uttarakhand,India,2947,41,2317,2020-07-02 03:00:00,140001932
Chhattisgarh,India,2940,14,2303,2020-07-02 03:00:00,140004404
Jharkhand,India,2525,15,1931,2020-07-02 03:00:00,140001943
Tripura,India,1401,1,1093,2020-07-02 03:00:00,140001949
Goa,India,1387,4,670,2020-07-02 03:00:00,140001956
Himachal Pradesh,India,979,9,617,2020-07-02 03:00:00,140001941
Manipur,India,1260,0,579,2020-07-02 03:00:00,140001942
Chandigarh,India,446,6,367,2020-07-02 03:00:00,140001945
Puducherry,India,739,12,301,2020-07-02 03:00:00,140001953
Nagaland,India,501,0,182,2020-07-02 03:00:00,140001950
Mizoram,India,160,0,123,2020-07-02 03:00:00,140001928
Arunachal Pradesh,India,195,1,66,2020-07-02 03:00:00,140002691
Sikkim,India,88,0,50,2020-07-02 03:00:00,140001951
Dadra and Nagar Haveli,India,229,0,109,2020-07-02 03:00:00,140001947
Andaman and Nicobar Islands,India,100,0,45,2020-07-02 03:00:00,140001955
Meghalaya,India,55,1,42,2020-07-02 03:00:00,140001952
Lakshadweep,India,0,0,0,2020-07-02 03:00:00,140001954
British Columbia,Canada,2916,174,2590,2020-07-02 03:00:00,140002874
Alberta,Canada,8108,154,7407,2020-07-02 03:00:00,140002879
Saskatchewan,Canada,785,13,684,2020-07-02 03:00:00,140002878
Manitoba,Canada,325,7,300,2020-07-02 03:00:00,140002877
Ontario,Canada,35068,2672,30344,2020-07-02 03:00:00,140002875
Quebec,Canada,55458,5503,24798,2020-07-02 03:00:00,140002869
Newfoundland,Canada,261,3,258,2020-07-02 03:00:00,140002930
New Brunswick,Canada,165,2,159,2020-07-02 03:00:00,140002928
Nova Scotia,Canada,1062,63,998,2020-07-02 03:00:00,140002929
Prince Edward Island,Canada,27,0,27,2020-07-02 03:00:00,140002931
Yukon,Canada,11,0,11,2020-07-02 03:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-07-02 03:00:00,140002881
Nunavut,Canada,0,0,0,2020-07-02 03:00:00,140003914
Repatriated travellers,Canada,13,,13,2020-07-02 03:00:00,
Macedonia East and Thrace,Greece,367,,,2020-07-02 03:00:00,140000003
Macedonia Central,Greece,214,,,2020-07-02 03:00:00,140000005
Epirus,Greece,31,,,2020-07-02 03:00:00,140000010
Thessaly,Greece,188,,,2020-07-02 03:00:00,140000001
Ionian Islands,Greece,15,,,2020-07-02 03:00:00,140000008
Greece West,Greece,88,,,2020-07-02 03:00:00,140000013
Greece Central,Greece,85,,,2020-07-02 03:00:00,140000011
Attica,Greece,1716,,,2020-07-02 03:00:00,140000004
Peloponnese,Greece,200,,,2020-07-02 03:00:00,140000006
Aegean North,Greece,19,,,2020-07-02 03:00:00,140000002
Aegean South,Greece,22,,,2020-07-02 03:00:00,140000000
Crete,Greece,22,,,2020-07-02 03:00:00,140000012
Macedonia West,Greece,182,,,2020-07-02 03:00:00,140000009
Without permanent residency in Greece,Greece,279,,,2020-07-02 03:00:00,
Mount Athos,Greece,4,,,2020-07-02 03:00:00,140000007
Under Investigation,Greece,8,,,2020-07-02 03:00:00,
Bogota,Colombia,30017,680,12756,2020-07-02 03:00:00,140004233
Atlantico,Colombia,23360,1151,7752,2020-07-02 03:00:00,140004209
Valle del Cauca,Colombia,9974,403,4665,2020-07-02 03:00:00,140004235
Bolivar,Colombia,9116,365,4530,2020-07-02 03:00:00,140004226
Antioquia,Colombia,4442,26,1749,2020-07-02 03:00:00,140004230
Narino,Colombia,3443,107,2061,2020-07-02 03:00:00,140004237
Cundinamarca,Colombia,2709,56,1408,2020-07-02 03:00:00,140004214
Amazonas,Colombia,2299,89,1946,2020-07-02 03:00:00,140004218
Magdalena,Colombia,1854,119,778,2020-07-02 03:00:00,140004225
Choco,Colombia,1544,46,547,2020-07-02 03:00:00,140004231
Sucre,Colombia,1255,65,123,2020-07-02 03:00:00,140004227
Meta,Colombia,1250,15,971,2020-07-02 03:00:00,140004234
Cesar,Colombia,1027,24,458,2020-07-02 03:00:00,140004208
Tolima,Colombia,943,19,327,2020-07-02 03:00:00,140004215
Cordoba,Colombia,786,49,229,2020-07-02 03:00:00,140004228
Santander,Colombia,713,13,199,2020-07-02 03:00:00,140004211
Risaralda,Colombia,511,13,282,2020-07-02 03:00:00,140004232
La Guajira,Colombia,440,19,83,2020-07-02 03:00:00,140004205
Cauca,Colombia,376,16,157,2020-07-02 03:00:00,140004236
Boyaca,Colombia,375,11,224,2020-07-02 03:00:00,140004216
Huila,Colombia,341,10,252,2020-07-02 03:00:00,140004217
Norde de Santander,Colombia,334,19,159,2020-07-02 03:00:00,140004210
Caldas,Colombia,260,7,180,2020-07-02 03:00:00,140004206
Quindio,Colombia,167,4,117,2020-07-02 03:00:00,140004207
Arauca,Colombia,76,0,4,2020-07-02 03:00:00,140004212
Casanare,Colombia,66,0,45,2020-07-02 03:00:00,140004213
Guaviare,Colombia,38,0,6,2020-07-02 03:00:00,140004222
Caqueta,Colombia,35,1,22,2020-07-02 03:00:00,140004220
Putumayo,Colombia,28,6,9,2020-07-02 03:00:00,140004224
Vaupes,Colombia,28,0,13,2020-07-02 03:00:00,140004219
San Andres y Providencia,Colombia,23,0,18,2020-07-02 03:00:00,140004229
Guainia,Colombia,15,1,2,2020-07-02 03:00:00,140004223
Vichada,Colombia,1,0,1,2020-07-02 03:00:00,140004221
Buenos Aires - Capital Federal,Argentina,29917,537,8922,2020-07-02 03:00:00,140003352
Buenos Aires,Argentina,31369,585,10829,2020-07-02 03:00:00,140003351
Chaco,Argentina,2031,99,1084,2020-07-02 03:00:00,140003354
Rio Negro,Argentina,879,41,630,2020-07-02 03:00:00,140003366
Cordoba,Argentina,662,38,400,2020-07-02 03:00:00,140003356
Neuquen,Argentina,505,14,163,2020-07-02 03:00:00,140003365
Santa Fe,Argentina,422,4,266,2020-07-02 03:00:00,140003371
Entre Rios,Argentina,293,0,56,2020-07-02 03:00:00,140003358
Mendoza,Argentina,170,10,96,2020-07-02 03:00:00,140003363
Chubut,Argentina,137,1,58,2020-07-02 03:00:00,140003355
Tierra del Fuego,Argentina,136,1,135,2020-07-02 03:00:00,140003373
Jujuy,Argentina,129,4,13,2020-07-02 03:00:00,140003360
Corrientes,Argentina,118,0,109,2020-07-02 03:00:00,140003357
La Rioja,Argentina,87,9,56,2020-07-02 03:00:00,140003362
Tucuman,Argentina,79,5,44,2020-07-02 03:00:00,140003374
Formosa,Argentina,77,0,19,2020-07-02 03:00:00,140003359
Santa Cruz,Argentina,51,0,51,2020-07-02 03:00:00,140003370
Misiones,Argentina,40,3,34,2020-07-02 03:00:00,140003364
Salta,Argentina,32,0,19,2020-07-02 03:00:00,140003367
Santiago del Estero,Argentina,25,0,22,2020-07-02 03:00:00,140003372
San Luis,Argentina,10,0,10,2020-07-02 03:00:00,140003369
San Juan,Argentina,8,0,5,2020-07-02 03:00:00,140003368
La Pampa,Argentina,7,0,6,2020-07-02 03:00:00,140003361
Catamarca,Argentina,0,0,0,2020-07-02 03:00:00,140003353
Vienna,Austria,3804,194,3350,2020-07-02 03:00:00,140003807
Tyrol,Austria,3559,108,3444,2020-07-02 03:00:00,140003806
Lower Austria,Austria,2973,102,2789,2020-07-02 03:00:00,140003799
Upper Austria,Austria,2374,61,2264,2020-07-02 03:00:00,140003801
Styria,Austria,1857,152,1676,2020-07-02 03:00:00,140003802
Salzburg,Austria,1263,38,1201,2020-07-02 03:00:00,140003805
Vorarlberg,Austria,913,19,890,2020-07-02 03:00:00,140003800
Carinthia,Austria,429,13,402,2020-07-02 03:00:00,140003804
Burgenland,Austria,350,11,332,2020-07-02 03:00:00,140003803
Flanders,Belgium,30178,,,2020-07-02 03:00:00,
Walloon Brabant,Belgium,17366,,,2020-07-02 03:00:00,140003274
Brussels,Belgium,5507,,,2020-07-02 03:00:00,140003275
São Paulo,Brazil,281380,14763,,2020-07-02 03:00:00,140002753
Rio de Janeiro,Brazil,112611,10080,,2020-07-02 03:00:00,140002762
Ceará,Brazil,108699,6146,,2020-07-02 03:00:00,140002745
Pará,Brazil,103206,4920,,2020-07-02 03:00:00,140002744
Maranhão,Brazil,80451,2048,,2020-07-02 03:00:00,140002749
Bahia,Brazil,73307,1853,,2020-07-02 03:00:00,140002746
Amazonas,Brazil,70823,2823,,2020-07-02 03:00:00,140003874
Pernambuco,Brazil,58858,4829,,2020-07-02 03:00:00,140002747
Distrito Federal,Brazil,49218,587,,2020-07-02 03:00:00,140002763
Paraíba,Brazil,46957,977,,2020-07-02 03:00:00,140002756
Espírito Santo,Brazil,46893,1648,,2020-07-02 03:00:00,140002754
Minas Gerais,Brazil,45001,965,,2020-07-02 03:00:00,140002743
Alagoas,Brazil,35962,1052,,2020-07-02 03:00:00,140002761
Rio Grande do Norte,Brazil,30287,1034,,2020-07-02 03:00:00,140002750
Amapá,Brazil,28492,417,,2020-07-02 03:00:00,140002759
Rio Grande do Sul,Brazil,26941,614,,2020-07-02 03:00:00,140003327
Santa Catarina,Brazil,26354,341,,2020-07-02 03:00:00,140003326
Sergipe,Brazil,25411,676,,2020-07-02 03:00:00,140002760
Goiás,Brazil,24381,474,,2020-07-02 03:00:00,140002742
Paraná,Brazil,22877,649,,2020-07-02 03:00:00,140003325
