Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,8590,,,2020-04-28 00:00:00,140004402
Gujarat,India,3548,,,2020-04-28 00:00:00,140001927
Delhi,India,3108,,,2020-04-28 00:00:00,140001944
Rajasthan,India,2262,,,2020-04-28 00:00:00,140001929
Madhya Pradesh,India,2165,,,2020-04-28 00:00:00,140001931
Tamil Nadu,India,1937,,,2020-04-28 00:00:00,140001938
Uttar Pradesh,India,1986,,,2020-04-28 00:00:00,140001926
Andhra Pradesh,India,1177,,,2020-04-28 00:00:00,140004401
Telangana,India,1003,,,2020-04-28 00:00:00,140004405
West Bengal,India,649,,,2020-04-28 00:00:00,140001940
Karnataka,India,512,,,2020-04-28 00:00:00,140004403
Kerala,India,482,,,2020-04-28 00:00:00,140001930
Punjab,India,330,,,2020-04-28 00:00:00,140001934
Haryana,India,301,,,2020-04-28 00:00:00,140001933
Bihar,India,346,,,2020-04-28 00:00:00,140001937
Odisha,India,111,,,2020-04-28 00:00:00,140001936
Jharkhand,India,103,,,2020-04-28 00:00:00,140001943
Uttarakhand,India,51,,,2020-04-28 00:00:00,140001932
Himachal Pradesh,India,40,,,2020-04-28 00:00:00,140001941
Chhattisgarh,India,37,,,2020-04-28 00:00:00,140004404
Assam,India,36,,,2020-04-28 00:00:00,140001939
Chandigarh,India,45,,,2020-04-28 00:00:00,140001945
Andaman and Nicobar Islands,India,33,,,2020-04-28 00:00:00,140001955
Meghalaya,India,12,,,2020-04-28 00:00:00,140001952
Puducherry,India,8,,,2020-04-28 00:00:00,140001953
Goa,India,7,,,2020-04-28 00:00:00,140001956
Manipur,India,2,,,2020-04-28 00:00:00,140001942
Tripura,India,2,,,2020-04-28 00:00:00,140001949
Mizoram,India,1,,,2020-04-28 00:00:00,140001928
Arunachal Pradesh,India,1,,,2020-04-28 00:00:00,140002691
Nagaland,India,0,,,2020-04-28 00:00:00,140001950
Dadra and Nagar Haveli,India,0,,,2020-04-28 00:00:00,140001947
Daman & Diu,India,0,,,2020-04-28 00:00:00,140001948
Lakshadweep,India,0,,,2020-04-28 00:00:00,140001954
Sikkim,India,0,,,2020-04-28 00:00:00,140001951
British Columbia,Canada,1998,,,2020-04-28 00:00:00,140002874
Alberta,Canada,4696,,,2020-04-28 00:00:00,140002879
Saskatchewan,Canada,365,,,2020-04-28 00:00:00,140002878
Manitoba,Canada,272,,,2020-04-28 00:00:00,140002877
Ontario,Canada,14856,,,2020-04-28 00:00:00,140002875
Quebec,Canada,24982,,,2020-04-28 00:00:00,140002869
Newfoundland,Canada,258,,,2020-04-28 00:00:00,140002930
New Brunswick,Canada,118,,,2020-04-28 00:00:00,140002928
Nova Scotia,Canada,900,,,2020-04-28 00:00:00,140002929
Prince Edward Island,Canada,26,,,2020-04-28 00:00:00,140002931
Yukon,Canada,11,,,2020-04-28 00:00:00,140002880
Northwest Territories,Canada,5,,,2020-04-28 00:00:00,140002881
Nunavut,Canada,0,,,2020-04-28 00:00:00,140003914
Repatriated travellers,Canada,13,,,2020-04-28 00:00:00,
Lombardy,Italy,71256,,,2020-04-27 17:00:00,140000679
Emilia-Romagna,Italy,23970,,,2020-04-27 17:00:00,140000680
Piedmont,Italy,23834,,,2020-04-27 17:00:00,140000673
Veneto,Italy,17229,,,2020-04-27 17:00:00,140000678
Tuscany,Italy,8877,,,2020-04-27 17:00:00,140000675
Liguria,Italy,7193,,,2020-04-27 17:00:00,140000687
Lazio,Italy,6132,,,2020-04-27 17:00:00,140000686
Marche,Italy,6028,,,2020-04-27 17:00:00,140000674
Campania,Italy,4282,,,2020-04-27 17:00:00,140000676
Daegu,South Korea,6857,,,2020-04-28 03:00:00,140004292
Gyeongsangbuk-do,South Korea,1364,,,2020-04-28 03:00:00,140004295
Gyeonggi-do,South Korea,660,,,2020-04-28 03:00:00,140004304
Seoul,South Korea,628,,,2020-04-28 03:00:00,140004303
Chungcheongnam-do,South Korea,141,,,2020-04-28 03:00:00,140004302
Busan,South Korea,136,,,2020-04-28 03:00:00,140004297
Gyeongsangnam-do,South Korea,117,,,2020-04-28 03:00:00,140004298
Incheon,South Korea,92,,,2020-04-28 03:00:00,140004305
Gangwon-do,South Korea,53,,,2020-04-28 03:00:00,140004294
Flanders,Belgium,20482,,,2020-04-27 11:00:00,
Walloon Brabant,Belgium,10304,,,2020-04-27 11:00:00,140003274
Brussels,Belgium,3457,,,2020-04-27 11:00:00,140003275
Attica,Greece,858,,,2020-04-27 21:00:00,140000004
Aegean Islands,Greece,9,,,2020-04-27 21:00:00,
Thrace,Greece,24,,,2020-04-27 21:00:00,
Macedonia,Greece,122,,,2020-04-27 21:00:00,
Epirus,Greece,7,,,2020-04-27 21:00:00,140000010
Thessaly,Greece,14,,,2020-04-27 21:00:00,140000001
Peloponnese,Greece,78,,,2020-04-27 21:00:00,140000006
Dodecanese,Greece,2,,,2020-04-27 21:00:00,
Greece Central,Greece,6,,,2020-04-27 21:00:00,140000011
Crete,Greece,12,,,2020-04-27 21:00:00,140000012
Ionian Islands,Greece,7,,,2020-04-27 21:00:00,140000008
Cyclades,Greece,1,,,2020-04-27 21:00:00,
Cruize Ship,Greece,119,,,2020-04-27 21:00:00,
Arica y Parinacota,Chile,265,,,2020-04-27 17:00:00,140002799
Tarapaca,Chile,164,,,2020-04-27 17:00:00,140002800
Antofagasta,Chile,457,,,2020-04-27 17:00:00,140003347
Atacama,Chile,35,,,2020-04-27 17:00:00,140003339
Coquimbo,Chile,74,,,2020-04-27 17:00:00,140003341
Valparaiso,Chile,485,,,2020-04-27 17:00:00,140003346
Region Metropolitana,Chile,7858,,,2020-04-27 17:00:00,140003345
Libertador General Bernardo O'Higgins,Chile,94,,,2020-04-27 17:00:00,140003348
Maule,Chile,363,,,2020-04-27 17:00:00,140003344
