Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,27524,,,2020-05-15 00:00:00,140004402
Tamil Nadu,India,9674,,,2020-05-15 00:00:00,140001938
Gujarat,India,9592,,,2020-05-15 00:00:00,140001927
Delhi,India,8470,,,2020-05-15 00:00:00,140001944
Madhya Pradesh,India,4426,,,2020-05-15 00:00:00,140001931
Rajasthan,India,4534,,,2020-05-15 00:00:00,140001929
Uttar Pradesh,India,3902,,,2020-05-15 00:00:00,140001926
West Bengal,India,2377,,,2020-05-15 00:00:00,140001940
Andhra Pradesh,India,2205,,,2020-05-15 00:00:00,140004401
Punjab,India,1935,,,2020-05-15 00:00:00,140001934
Telangana,India,1414,,,2020-05-15 00:00:00,140004405
Bihar,India,999,,,2020-05-15 00:00:00,140001937
Karnataka,India,987,,,2020-05-15 00:00:00,140004403
Haryana,India,818,,,2020-05-15 00:00:00,140001933
Odisha,India,624,,,2020-05-15 00:00:00,140001936
Kerala,India,561,,,2020-05-15 00:00:00,140001930
Chandigarh,India,191,,,2020-05-15 00:00:00,140001945
Jharkhand,India,203,,,2020-05-15 00:00:00,140001943
Tripura,India,156,,,2020-05-15 00:00:00,140001949
Assam,India,87,,,2020-05-15 00:00:00,140001939
Uttarakhand,India,78,,,2020-05-15 00:00:00,140001932
Himachal Pradesh,India,74,,,2020-05-15 00:00:00,140001941
Chhattisgarh,India,60,,,2020-05-15 00:00:00,140004404
Andaman and Nicobar Islands,India,33,,,2020-05-15 00:00:00,140001955
Goa,India,15,,,2020-05-15 00:00:00,140001956
Meghalaya,India,13,,,2020-05-15 00:00:00,140001952
Puducherry,India,13,,,2020-05-15 00:00:00,140001953
Manipur,India,3,,,2020-05-15 00:00:00,140001942
Mizoram,India,1,,,2020-05-15 00:00:00,140001928
Arunachal Pradesh,India,1,,,2020-05-15 00:00:00,140002691
Dadra and Nagar Haveli,India,1,,,2020-05-15 00:00:00,140001947
Nagaland,India,0,,,2020-05-15 00:00:00,140001950
Daman & Diu,India,0,,,2020-05-15 00:00:00,140001948
Lakshadweep,India,0,,,2020-05-15 00:00:00,140001954
Sikkim,India,0,,,2020-05-15 00:00:00,140001951
British Columbia,Canada,2392,,,2020-05-15 00:00:00,140002874
Alberta,Canada,6457,,,2020-05-15 00:00:00,140002879
Saskatchewan,Canada,582,,,2020-05-15 00:00:00,140002878
Manitoba,Canada,289,,,2020-05-15 00:00:00,140002877
Ontario,Canada,21494,,,2020-05-15 00:00:00,140002875
Quebec,Canada,40724,,,2020-05-15 00:00:00,140002869
Newfoundland,Canada,261,,,2020-05-15 00:00:00,140002930
New Brunswick,Canada,120,,,2020-05-15 00:00:00,140002928
Nova Scotia,Canada,1026,,,2020-05-15 00:00:00,140002929
Prince Edward Island,Canada,27,,,2020-05-15 00:00:00,140002931
Yukon,Canada,11,,,2020-05-15 00:00:00,140002880
Northwest Territories,Canada,5,,,2020-05-15 00:00:00,140002881
Nunavut,Canada,0,,,2020-05-15 00:00:00,140003914
Repatriated travellers,Canada,13,,,2020-05-15 00:00:00,
Tyrol,Austria,3427,,,2020-05-15 00:00:00,140003806
Lower Austria,Austria,2495,,,2020-05-15 00:00:00,140003799
Upper Austria,Austria,2205,,,2020-05-15 00:00:00,140003801
Vienna,Austria,2204,,,2020-05-15 00:00:00,140003807
Styria,Austria,1663,,,2020-05-15 00:00:00,140003802
Salzburg,Austria,1201,,,2020-05-15 00:00:00,140003805
Vorarlberg,Austria,859,,,2020-05-15 00:00:00,140003800
Carinthia,Austria,394,,,2020-05-15 00:00:00,140003804
Burgenland,Austria,307,,,2020-05-15 00:00:00,140003803
Flanders,Belgium,30178,,,2020-05-14 16:00:00,
Walloon Brabant,Belgium,17366,,,2020-05-14 16:00:00,140003274
Brussels,Belgium,5507,,,2020-05-14 16:00:00,140003275
Lombardy,Italy,83820,,,2020-05-14 20:00:00,140000679
Piedmont,Italy,29221,,,2020-05-14 20:00:00,140000673
Emilia-Romagna,Italy,27056,,,2020-05-14 20:00:00,140000680
Veneto,Italy,18845,,,2020-05-14 20:00:00,140000678
Tuscany,Italy,9859,,,2020-05-14 20:00:00,140000675
Liguria,Italy,9015,,,2020-05-14 20:00:00,140000687
Lazio,Italy,7291,,,2020-05-14 20:00:00,140000686
Marche,Italy,6603,,,2020-05-14 20:00:00,140000674
Campania,Italy,4639,,,2020-05-14 20:00:00,140000676
Apulia,Italy,4357,,,2020-05-14 20:00:00,140000677
Sicily,Italy,3368,,,2020-05-14 20:00:00,140000672
Friuli-Venezia Giulia,Italy,3161,,,2020-05-14 20:00:00,140000688
Abruzzo,Italy,3136,,,2020-05-14 20:00:00,140000685
Umbria,Italy,1420,,,2020-05-14 20:00:00,140000690
Sardinia,Italy,1347,,,2020-05-14 20:00:00,140000682
Valle d'aosta,Italy,1166,,,2020-05-14 20:00:00,140000691
Calabria,Italy,1161,,,2020-05-14 20:00:00,140000684
Basilicata,Italy,406,,,2020-05-14 20:00:00,140000689
Molise,Italy,403,,,2020-05-14 20:00:00,140000683
Daegu,South Korea,6865,,,2020-05-14 11:00:00,140004292
Gyeongsangbuk-do,South Korea,1368,,,2020-05-14 11:00:00,140004295
Gyeonggi-do,South Korea,714,,,2020-05-14 11:00:00,140004304
Seoul,South Korea,711,,,2020-05-14 11:00:00,140004303
Busan,South Korea,144,,,2020-05-14 11:00:00,140004297
Chungcheongnam-do,South Korea,143,,,2020-05-14 11:00:00,140004302
Incheon,South Korea,119,,,2020-05-14 11:00:00,140004305
Gyeongsangnam-do,South Korea,119,,,2020-05-14 11:00:00,140004298
Gangwon-do,South Korea,55,,,2020-05-14 11:00:00,140004294
Chungcheongbuk-do,South Korea,55,,,2020-05-14 11:00:00,140004291
Sejong,South Korea,47,,,2020-05-14 11:00:00,140004290
Ulsan,South Korea,45,,,2020-05-14 11:00:00,140004296
Daejeon,South Korea,43,,,2020-05-14 11:00:00,140004289
Gwangju,South Korea,30,,,2020-05-14 11:00:00,140004293
Jeollabuk-do,South Korea,20,,,2020-05-14 11:00:00,140004301
Jeollanam-do,South Korea,17,,,2020-05-14 11:00:00,140004300
Jeju-do,South Korea,14,,,2020-05-14 11:00:00,140004299
Attica,Greece,1073,,,2020-05-14 22:00:00,140000004
Aegean Islands,Greece,9,,,2020-05-14 22:00:00,
Thrace,Greece,24,,,2020-05-14 22:00:00,
Macedonia,Greece,122,,,2020-05-14 22:00:00,
Epirus,Greece,7,,,2020-05-14 22:00:00,140000010
Thessaly,Greece,14,,,2020-05-14 22:00:00,140000001
Peloponnese,Greece,78,,,2020-05-14 22:00:00,140000006
Dodecanese,Greece,2,,,2020-05-14 22:00:00,
Greece Central,Greece,6,,,2020-05-14 22:00:00,140000011
Crete,Greece,12,,,2020-05-14 22:00:00,140000012
Ionian Islands,Greece,7,,,2020-05-14 22:00:00,140000008
Cyclades,Greece,1,,,2020-05-14 22:00:00,
Undefined Location,Greece,191,,,2020-05-14 22:00:00,
Cruize Ship,Greece,119,,,2020-05-14 22:00:00,
Arica y Parinacota,Chile,363,,,2020-05-14 16:00:00,140002799
Tarapaca,Chile,682,,,2020-05-14 16:00:00,140002800
Antofagasta,Chile,1277,,,2020-05-14 16:00:00,140003347
Atacama,Chile,140,,,2020-05-14 16:00:00,140003339
Coquimbo,Chile,165,,,2020-05-14 16:00:00,140003341
Valparaiso,Chile,1213,,,2020-05-14 16:00:00,140003346
