Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Baden-Wurttemberg,Germany,587,,,2020-03-14 02:00:00,140003865
Bavaria,Germany,594,,,2020-03-14 02:00:00,140003864
Berlin,Germany,174,,,2020-03-14 02:00:00,140003662
Brandenburg,Germany,44,,,2020-03-14 02:00:00,140003858
Bremen,Germany,48,,,2020-03-14 02:00:00,140003869
Hamburg,Germany,123,,,2020-03-14 02:00:00,140003859
Hesse,Germany,148,,,2020-03-14 02:00:00,140003866
Mecklenburg-Western Pomerania,Germany,33,,,2020-03-14 02:00:00,140003872
Lower Saxony,Germany,230,,,2020-03-14 02:00:00,140003870
North Rhine-Westphalia,Germany,1550,,,2020-03-14 02:00:00,140003860
Rhineland-Palatinate,Germany,102,,,2020-03-14 02:00:00,140003868
Saarland,Germany,40,,,2020-03-14 02:00:00,140003861
Saxony,Germany,83,,,2020-03-14 02:00:00,140003863
Saxony-Anhalt,Germany,42,,,2020-03-14 02:00:00,140003862
Schleswig-Holstein,Germany,46,,,2020-03-14 02:00:00,140003871
Thuringia,Germany,30,,,2020-03-14 02:00:00,140003867
Ontario,Canada,81,,,2020-03-14 02:00:00,140002875
British Columbia,Canada,64,,,2020-03-14 02:00:00,140002874
Alberta,Canada,29,,,2020-03-14 02:00:00,140002879
Quebec,Canada,17,,,2020-03-14 02:00:00,140002869
Manitoba,Canada,4,,,2020-03-14 02:00:00,140002877
Grand pricess,Canada,2,,,2020-03-14 02:00:00,
Saskatchewan,Canada,2,,,2020-03-14 02:00:00,140002878
New Brunswick,Canada,1,,,2020-03-14 02:00:00,140002928
Region Metropolitana,Chile,29,,,2020-03-13 16:00:00,140003345
Maule,Chile,8,,,2020-03-13 16:00:00,140003344
Biobío,Chile,3,,,2020-03-13 16:00:00,140003340
Ñuble,Chile,2,,,2020-03-13 16:00:00,
Los Lagos,Chile,1,,,2020-03-13 16:00:00,140003342
