Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Buenos Aires - Capital Federal,Argentina,292,,,2020-03-31 01:00:00,140003352
Buenos Aires,Argentina,253,,,2020-03-31 01:00:00,140003351
Santa Fe,Argentina,111,,,2020-03-31 01:00:00,140003371
Chaco,Argentina,81,,,2020-03-31 01:00:00,140003354
Cordoba,Argentina,81,,,2020-03-31 01:00:00,140003356
Tierra del Fuego,Argentina,32,,,2020-03-31 01:00:00,140003373
Neuquen,Argentina,20,,,2020-03-31 01:00:00,140003365
Corrientes,Argentina,19,,,2020-03-31 01:00:00,140003357
Tucuman,Argentina,15,,,2020-03-31 01:00:00,140003374
Entre Rios,Argentina,13,,,2020-03-31 01:00:00,140003358
Mendoza,Argentina,13,,,2020-03-31 01:00:00,140003363
Santa Cruz,Argentina,9,,,2020-03-31 01:00:00,140003370
Rio Negro,Argentina,8,,,2020-03-31 01:00:00,140003366
San Luis,Argentina,6,,,2020-03-31 01:00:00,140003369
Jujuy,Argentina,3,,,2020-03-31 01:00:00,140003360
La Pampa,Argentina,3,,,2020-03-31 01:00:00,140003361
Misiones,Argentina,2,,,2020-03-31 01:00:00,140003364
Santiago del Estero,Argentina,2,,,2020-03-31 01:00:00,140003372
La Rioja,Argentina,1,,,2020-03-31 01:00:00,140003362
Salta,Argentina,1,,,2020-03-31 01:00:00,140003367
San Juan,Argentina,1,,,2020-03-31 01:00:00,140003368
Quebec,Canada,3430,,,2020-03-31 01:00:00,140002869
Ontario,Canada,1706,,,2020-03-31 01:00:00,140002875
British Columbia,Canada,970,,,2020-03-31 01:00:00,140002874
Alberta,Canada,690,,,2020-03-31 01:00:00,140002879
Newfoundland,Canada,148,,,2020-03-31 01:00:00,140002930
Saskatchewan,Canada,176,,,2020-03-31 01:00:00,140002878
Nova Scotia,Canada,127,,,2020-03-31 01:00:00,140002929
Manitoba,Canada,96,,,2020-03-31 01:00:00,140002877
New Brunswick,Canada,68,,,2020-03-31 01:00:00,140002928
Prince Edward Island,Canada,18,,,2020-03-31 01:00:00,140002931
Yukon,Canada,4,,,2020-03-31 01:00:00,140002880
Northwest Territories,Canada,1,,,2020-03-31 01:00:00,140002881
Repatriated CDN,Canada,13,,,2020-03-31 01:00:00,
Arica y Parinacota,Chile,6,,,2020-03-30 14:00:00,140002799
Tarapaca,Chile,8,,,2020-03-30 14:00:00,140002800
Antofagasta,Chile,35,,,2020-03-30 14:00:00,140003347
Atacama,Chile,2,,,2020-03-30 14:00:00,140003339
Coquimbo,Chile,27,,,2020-03-30 14:00:00,140003341
Valparaiso,Chile,108,,,2020-03-30 14:00:00,140003346
