Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,113445,5537,57851,2020-06-17 03:00:00,140004402
Tamil Nadu,India,48019,528,26782,2020-06-17 03:00:00,140001938
Delhi,India,44688,1837,16500,2020-06-17 03:00:00,140001944
Gujarat,India,24628,1534,17090,2020-06-17 03:00:00,140001927
Uttar Pradesh,India,14598,435,8904,2020-06-17 03:00:00,140001926
Rajasthan,India,13216,308,9962,2020-06-17 03:00:00,140001929
Madhya Pradesh,India,11083,476,8152,2020-06-17 03:00:00,140001931
West Bengal,India,11909,495,6028,2020-06-17 03:00:00,140001940
State Unassigned,India,7684,0,0,2020-06-17 03:00:00,
Karnataka,India,7530,95,4456,2020-06-17 03:00:00,140004403
Haryana,India,8272,118,3748,2020-06-17 03:00:00,140001933
Bihar,India,6810,39,4571,2020-06-17 03:00:00,140001937
Andhra Pradesh,India,6720,88,3513,2020-06-17 03:00:00,140004401
Telangana,India,5406,191,3027,2020-06-17 03:00:00,140004405
Odisha,India,4163,14,2974,2020-06-17 03:00:00,140001936
Assam,India,4511,8,2412,2020-06-17 03:00:00,140001939
Punjab,India,3371,72,2461,2020-06-17 03:00:00,140001934
Kerala,India,2623,21,1234,2020-06-17 03:00:00,140001930
Uttarakhand,India,1942,25,1216,2020-06-17 03:00:00,140001932
Jharkhand,India,1839,9,1121,2020-06-17 03:00:00,140001943
Chhattisgarh,India,1784,9,934,2020-06-17 03:00:00,140004404
Tripura,India,1090,1,556,2020-06-17 03:00:00,140001949
Himachal Pradesh,India,560,7,361,2020-06-17 03:00:00,140001941
Goa,India,629,0,85,2020-06-17 03:00:00,140001956
Manipur,India,500,0,159,2020-06-17 03:00:00,140001942
Chandigarh,India,365,6,301,2020-06-17 03:00:00,140001945
Puducherry,India,216,4,99,2020-06-17 03:00:00,140001953
Nagaland,India,179,0,103,2020-06-17 03:00:00,140001950
Mizoram,India,121,0,1,2020-06-17 03:00:00,140001928
Arunachal Pradesh,India,99,0,7,2020-06-17 03:00:00,140002691
Meghalaya,India,44,1,28,2020-06-17 03:00:00,140001952
Andaman and Nicobar Islands,India,44,0,33,2020-06-17 03:00:00,140001955
Dadra and Nagar Haveli,India,54,0,9,2020-06-17 03:00:00,140001947
Sikkim,India,72,0,8,2020-06-17 03:00:00,140001951
Lakshadweep,India,0,0,0,2020-06-17 03:00:00,140001954
British Columbia,Canada,2756,168,2416,2020-06-17 03:00:00,140002874
Alberta,Canada,7482,151,6882,2020-06-17 03:00:00,140002879
Saskatchewan,Canada,684,13,631,2020-06-17 03:00:00,140002878
Manitoba,Canada,304,7,292,2020-06-17 03:00:00,140002877
Ontario,Canada,32554,2538,27431,2020-06-17 03:00:00,140002875
Quebec,Canada,54146,5269,22350,2020-06-17 03:00:00,140002869
Newfoundland,Canada,261,3,257,2020-06-17 03:00:00,140002930
New Brunswick,Canada,163,2,131,2020-06-17 03:00:00,140002928
Nova Scotia,Canada,1061,62,997,2020-06-17 03:00:00,140002929
Prince Edward Island,Canada,27,0,27,2020-06-17 03:00:00,140002931
Yukon,Canada,11,0,11,2020-06-17 03:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-06-17 03:00:00,140002881
Nunavut,Canada,0,0,0,2020-06-17 03:00:00,140003914
Repatriated travellers,Canada,13,,13,2020-06-17 03:00:00,
Macedonia East and Thrace,Greece,211,,,2020-06-17 03:00:00,140000003
Macedonia Central,Greece,199,,,2020-06-17 03:00:00,140000005
Epirus,Greece,16,,,2020-06-17 03:00:00,140000010
Thessaly,Greece,186,,,2020-06-17 03:00:00,140000001
Ionian Islands,Greece,14,,,2020-06-17 03:00:00,140000008
Greece West,Greece,85,,,2020-06-17 03:00:00,140000013
Greece Central,Greece,85,,,2020-06-17 03:00:00,140000011
Attica,Greece,1679,,,2020-06-17 03:00:00,140000004
Peloponnese,Greece,199,,,2020-06-17 03:00:00,140000006
Aegean North,Greece,14,,,2020-06-17 03:00:00,140000002
Aegean South,Greece,11,,,2020-06-17 03:00:00,140000000
Crete,Greece,21,,,2020-06-17 03:00:00,140000012
Macedonia West,Greece,165,,,2020-06-17 03:00:00,140000009
Without permanent residency in Greece,Greece,237,,,2020-06-17 03:00:00,
Mount Athos,Greece,4,,,2020-06-17 03:00:00,140000007
Under Investigation,Greece,8,,,2020-06-17 03:00:00,
Bogota,Colombia,16404,393,6885,2020-06-17 03:00:00,140004233
Atlantico,Colombia,10882,419,2792,2020-06-17 03:00:00,140004209
Valle del Cauca,Colombia,6077,260,2110,2020-06-17 03:00:00,140004235
Bolivar,Colombia,5256,217,1685,2020-06-17 03:00:00,140004226
Narino,Colombia,2171,76,725,2020-06-17 03:00:00,140004237
Antioquia,Colombia,2147,9,782,2020-06-17 03:00:00,140004230
Amazonas,Colombia,2131,78,1309,2020-06-17 03:00:00,140004218
Cundinamarca,Colombia,1715,42,521,2020-06-17 03:00:00,140004214
Meta,Colombia,1025,11,940,2020-06-17 03:00:00,140004234
Magdalena,Colombia,973,64,445,2020-06-17 03:00:00,140004225
Choco,Colombia,715,20,139,2020-06-17 03:00:00,140004231
Cesar,Colombia,554,16,86,2020-06-17 03:00:00,140004208
Tolima,Colombia,394,13,208,2020-06-17 03:00:00,140004215
Risaralda,Colombia,323,11,235,2020-06-17 03:00:00,140004232
