Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,246600,10116,136985,2020-07-12 03:00:00,140004402
Tamil Nadu,India,134226,1898,85915,2020-07-12 03:00:00,140001938
Delhi,India,110921,3334,87692,2020-07-12 03:00:00,140001944
Gujarat,India,41027,2033,28685,2020-07-12 03:00:00,140001927
Uttar Pradesh,India,35092,913,22689,2020-07-12 03:00:00,140001926
Karnataka,India,36216,615,14718,2020-07-12 03:00:00,140004403
Telangana,India,33402,348,20919,2020-07-12 03:00:00,140004405
West Bengal,India,28453,906,17959,2020-07-12 03:00:00,140001940
Andhra Pradesh,India,27235,309,14393,2020-07-12 03:00:00,140004401
Rajasthan,India,23748,503,17869,2020-07-12 03:00:00,140001929
Haryana,India,20582,297,15394,2020-07-12 03:00:00,140001933
Madhya Pradesh,India,17201,644,12679,2020-07-12 03:00:00,140001931
Assam,India,16072,37,10427,2020-07-12 03:00:00,140001939
Bihar,India,15039,118,10991,2020-07-12 03:00:00,140001937
Odisha,India,12526,79,8360,2020-07-12 03:00:00,140001936
Punjab,India,7587,195,5040,2020-07-12 03:00:00,140001934
Kerala,India,7439,30,3963,2020-07-12 03:00:00,140001930
State Unassigned,India,3416,0,0,2020-07-12 03:00:00,
Chhattisgarh,India,3897,17,3070,2020-07-12 03:00:00,140004404
Uttarakhand,India,3417,46,2718,2020-07-12 03:00:00,140001932
Jharkhand,India,3663,24,2256,2020-07-12 03:00:00,140001943
Goa,India,2368,12,1428,2020-07-12 03:00:00,140001956
Tripura,India,1962,2,1375,2020-07-12 03:00:00,140001949
Manipur,India,1593,0,843,2020-07-12 03:00:00,140001942
Puducherry,India,1336,18,690,2020-07-12 03:00:00,140001953
Himachal Pradesh,India,1182,10,895,2020-07-12 03:00:00,140001941
Nagaland,India,748,0,313,2020-07-12 03:00:00,140001950
Chandigarh,India,549,8,413,2020-07-12 03:00:00,140001945
Dadra and Nagar Haveli,India,482,1,237,2020-07-12 03:00:00,140001947
Arunachal Pradesh,India,341,2,125,2020-07-12 03:00:00,140002691
Mizoram,India,227,0,150,2020-07-12 03:00:00,140001928
Andaman and Nicobar Islands,India,156,0,92,2020-07-12 03:00:00,140001955
Sikkim,India,160,0,80,2020-07-12 03:00:00,140001951
Meghalaya,India,262,2,45,2020-07-12 03:00:00,140001952
Lakshadweep,India,0,0,0,2020-07-12 03:00:00,140001954
British Columbia,Canada,3053,187,2679,2020-07-12 03:00:00,140002874
Alberta,Canada,8596,160,7844,2020-07-12 03:00:00,140002879
Saskatchewan,Canada,815,15,757,2020-07-12 03:00:00,140002878
Manitoba,Canada,325,7,314,2020-07-12 03:00:00,140002877
Ontario,Canada,36594,2716,32422,2020-07-12 03:00:00,140002875
Quebec,Canada,56407,5620,25773,2020-07-12 03:00:00,140002869
Newfoundland,Canada,262,3,258,2020-07-12 03:00:00,140002930
New Brunswick,Canada,166,2,163,2020-07-12 03:00:00,140002928
Nova Scotia,Canada,1066,63,1000,2020-07-12 03:00:00,140002929
Prince Edward Island,Canada,33,0,27,2020-07-12 03:00:00,140002931
Yukon,Canada,11,0,11,2020-07-12 03:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-07-12 03:00:00,140002881
Nunavut,Canada,1,0,0,2020-07-12 03:00:00,140003914
Repatriated travellers,Canada,13,,13,2020-07-12 03:00:00,
