Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,422118,14994,256158,2020-08-01 03:00:00,140004402
Tamil Nadu,India,245859,3935,183956,2020-08-01 03:00:00,140001938
Delhi,India,135598,3963,120930,2020-08-01 03:00:00,140001944
Karnataka,India,124115,2314,49788,2020-08-01 03:00:00,140004403
Andhra Pradesh,India,140933,1349,63864,2020-08-01 03:00:00,140004401
Uttar Pradesh,India,85461,1630,48863,2020-08-01 03:00:00,140001926
Gujarat,India,61438,2436,45009,2020-08-01 03:00:00,140001927
West Bengal,India,70188,1581,48374,2020-08-01 03:00:00,140001940
Telangana,India,62703,519,45388,2020-08-01 03:00:00,140004405
Rajasthan,India,42083,680,29845,2020-08-01 03:00:00,140001929
Bihar,India,50987,298,33650,2020-08-01 03:00:00,140001937
Haryana,India,34965,421,28227,2020-08-01 03:00:00,140001933
Assam,India,40270,98,30358,2020-08-01 03:00:00,140001939
Madhya Pradesh,India,31806,867,22271,2020-08-01 03:00:00,140001931
Odisha,India,31877,214,20518,2020-08-01 03:00:00,140001936
Kerala,India,23614,74,13023,2020-08-01 03:00:00,140001930
Punjab,India,16119,386,10734,2020-08-01 03:00:00,140001934
Jharkhand,India,11314,106,4343,2020-08-01 03:00:00,140001943
Chhattisgarh,India,9192,54,6230,2020-08-01 03:00:00,140004404
Uttarakhand,India,7183,80,4168,2020-08-01 03:00:00,140001932
Goa,India,5913,45,4211,2020-08-01 03:00:00,140001956
Tripura,India,4996,21,3327,2020-08-01 03:00:00,140001949
Puducherry,India,3472,49,2100,2020-08-01 03:00:00,140001953
Manipur,India,2621,5,1689,2020-08-01 03:00:00,140001942
Himachal Pradesh,India,2564,13,1459,2020-08-01 03:00:00,140001941
Nagaland,India,1693,4,635,2020-08-01 03:00:00,140001950
Arunachal Pradesh,India,1591,3,918,2020-08-01 03:00:00,140002691
Chandigarh,India,1051,15,667,2020-08-01 03:00:00,140001945
Dadra and Nagar Haveli,India,1149,2,725,2020-08-01 03:00:00,140001947
Meghalaya,India,823,5,215,2020-08-01 03:00:00,140001952
Sikkim,India,639,1,231,2020-08-01 03:00:00,140001951
Mizoram,India,413,0,247,2020-08-01 03:00:00,140001928
Andaman and Nicobar Islands,India,548,5,214,2020-08-01 03:00:00,140001955
State Unassigned,India,0,0,0,2020-08-01 03:00:00,
Lakshadweep,India,0,0,0,2020-08-01 03:00:00,140001954
British Columbia,Canada,3641,195,3168,2020-08-01 03:00:00,140002874
Alberta,Canada,10843,196,9261,2020-08-01 03:00:00,140002879
Saskatchewan,Canada,1319,18,1008,2020-08-01 03:00:00,140002878
Manitoba,Canada,415,8,337,2020-08-01 03:00:00,140002877
Ontario,Canada,39209,2775,35074,2020-08-01 03:00:00,140002875
Quebec,Canada,59312,5674,50886,2020-08-01 03:00:00,140002869
Newfoundland,Canada,266,3,259,2020-08-01 03:00:00,140002930
New Brunswick,Canada,170,2,166,2020-08-01 03:00:00,140002928
Nova Scotia,Canada,1069,64,1003,2020-08-01 03:00:00,140002929
Prince Edward Island,Canada,36,0,36,2020-08-01 03:00:00,140002931
Yukon,Canada,14,0,11,2020-08-01 03:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-08-01 03:00:00,140002881
Nunavut,Canada,0,0,0,2020-08-01 03:00:00,140003914
Repatriated travellers,Canada,13,,13,2020-08-01 03:00:00,
Macedonia East and Thrace,Greece,485,,,2020-08-01 03:00:00,140000003
Macedonia Central,Greece,419,,,2020-08-01 03:00:00,140000005
Epirus,Greece,37,,,2020-08-01 03:00:00,140000010
Thessaly,Greece,213,,,2020-08-01 03:00:00,140000001
Ionian Islands,Greece,61,,,2020-08-01 03:00:00,140000008
Greece West,Greece,101,,,2020-08-01 03:00:00,140000013
Greece Central,Greece,104,,,2020-08-01 03:00:00,140000011
Attica,Greece,1928,,,2020-08-01 03:00:00,140000004
Peloponnese,Greece,206,,,2020-08-01 03:00:00,140000006
Aegean North,Greece,33,,,2020-08-01 03:00:00,140000002
Aegean South,Greece,52,,,2020-08-01 03:00:00,140000000
Crete,Greece,48,,,2020-08-01 03:00:00,140000012
Macedonia West,Greece,209,,,2020-08-01 03:00:00,140000009
Without permanent residency in Greece,Greece,378,,,2020-08-01 03:00:00,
Mount Athos,Greece,4,,,2020-08-01 03:00:00,140000007
Under Investigation,Greece,1,,,2020-08-01 03:00:00,
Bogota,Colombia,98209,2658,44015,2020-08-01 03:00:00,140004233
Atlantico,Colombia,51783,2500,36901,2020-08-01 03:00:00,140004209
Antioquia,Colombia,30685,478,9248,2020-08-01 03:00:00,140004230
Valle del Cauca,Colombia,23993,941,13524,2020-08-01 03:00:00,140004235
Bolivar,Colombia,17906,588,13077,2020-08-01 03:00:00,140004226
Cundinamarca,Colombia,8253,206,4237,2020-08-01 03:00:00,140004214
Narino,Colombia,7770,246,4284,2020-08-01 03:00:00,140004237
Magdalena,Colombia,6059,350,3248,2020-08-01 03:00:00,140004225
Sucre,Colombia,5817,363,2924,2020-08-01 03:00:00,140004227
Cordoba,Colombia,5413,631,1732,2020-08-01 03:00:00,140004228
Santander,Colombia,3482,84,1220,2020-08-01 03:00:00,140004211
