Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,147741,6931,77453,2020-06-26 03:00:00,140004402
Tamil Nadu,India,70977,911,39999,2020-06-26 03:00:00,140001938
Delhi,India,73780,2429,44765,2020-06-26 03:00:00,140001944
Gujarat,India,29578,1754,21506,2020-06-26 03:00:00,140001927
Uttar Pradesh,India,20193,611,13119,2020-06-26 03:00:00,140001926
Rajasthan,India,16296,379,12840,2020-06-26 03:00:00,140001929
West Bengal,India,15648,606,10190,2020-06-26 03:00:00,140001940
Madhya Pradesh,India,12595,542,9619,2020-06-26 03:00:00,140001931
Haryana,India,12463,198,7380,2020-06-26 03:00:00,140001933
State Unassigned,India,8493,0,0,2020-06-26 03:00:00,
Karnataka,India,10560,170,6672,2020-06-26 03:00:00,140004403
Andhra Pradesh,India,10884,136,4988,2020-06-26 03:00:00,140004401
Bihar,India,8488,56,6480,2020-06-26 03:00:00,140001937
Telangana,India,11364,230,4688,2020-06-26 03:00:00,140004405
Assam,India,6647,9,4034,2020-06-26 03:00:00,140001939
Odisha,India,5962,24,4291,2020-06-26 03:00:00,140001936
Punjab,India,4769,120,3192,2020-06-26 03:00:00,140001934
Kerala,India,3727,23,1941,2020-06-26 03:00:00,140001930
Uttarakhand,India,2691,36,1758,2020-06-26 03:00:00,140001932
Chhattisgarh,India,2456,12,1729,2020-06-26 03:00:00,140004404
Jharkhand,India,2261,12,1605,2020-06-26 03:00:00,140001943
Tripura,India,1295,1,1026,2020-06-26 03:00:00,140001949
Goa,India,995,2,335,2020-06-26 03:00:00,140001956
Himachal Pradesh,India,839,8,474,2020-06-26 03:00:00,140001941
Manipur,India,1056,0,354,2020-06-26 03:00:00,140001942
Chandigarh,India,423,6,329,2020-06-26 03:00:00,140001945
Puducherry,India,502,9,187,2020-06-26 03:00:00,140001953
Nagaland,India,355,0,160,2020-06-26 03:00:00,140001950
Mizoram,India,145,0,30,2020-06-26 03:00:00,140001928
Arunachal Pradesh,India,172,1,42,2020-06-26 03:00:00,140002691
Sikkim,India,85,0,39,2020-06-26 03:00:00,140001951
Dadra and Nagar Haveli,India,145,0,38,2020-06-26 03:00:00,140001947
Andaman and Nicobar Islands,India,58,0,41,2020-06-26 03:00:00,140001955
Meghalaya,India,46,1,42,2020-06-26 03:00:00,140001952
Lakshadweep,India,0,0,0,2020-06-26 03:00:00,140001954
British Columbia,Canada,2869,173,2517,2020-06-26 03:00:00,140002874
Alberta,Canada,7851,154,7191,2020-06-26 03:00:00,140002879
Saskatchewan,Canada,759,13,648,2020-06-26 03:00:00,140002878
Manitoba,Canada,316,7,294,2020-06-26 03:00:00,140002877
Ontario,Canada,34205,2641,29528,2020-06-26 03:00:00,140002875
Quebec,Canada,55079,5448,23786,2020-06-26 03:00:00,140002869
Newfoundland,Canada,261,3,258,2020-06-26 03:00:00,140002930
New Brunswick,Canada,165,2,149,2020-06-26 03:00:00,140002928
Nova Scotia,Canada,1061,63,998,2020-06-26 03:00:00,140002929
Prince Edward Island,Canada,27,0,27,2020-06-26 03:00:00,140002931
Yukon,Canada,11,0,11,2020-06-26 03:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-06-26 03:00:00,140002881
