Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,284281,11194,158140,2020-07-17 03:00:00,140004402
Tamil Nadu,India,156369,2236,107416,2020-07-17 03:00:00,140001938
Delhi,India,118645,3545,97693,2020-07-17 03:00:00,140001944
Gujarat,India,45567,2090,32174,2020-07-17 03:00:00,140001927
Karnataka,India,51422,1037,19730,2020-07-17 03:00:00,140004403
Uttar Pradesh,India,43441,1046,26675,2020-07-17 03:00:00,140001926
Telangana,India,41018,396,27295,2020-07-17 03:00:00,140004405
Andhra Pradesh,India,38044,492,19393,2020-07-17 03:00:00,140004401
West Bengal,India,36117,1023,21415,2020-07-17 03:00:00,140001940
Rajasthan,India,27174,538,19970,2020-07-17 03:00:00,140001929
Haryana,India,24002,322,18185,2020-07-17 03:00:00,140001933
Bihar,India,21558,167,14101,2020-07-17 03:00:00,140001937
Madhya Pradesh,India,20378,689,14127,2020-07-17 03:00:00,140001931
Assam,India,20647,55,13555,2020-07-17 03:00:00,140001939
Odisha,India,15392,103,10877,2020-07-17 03:00:00,140001936
Punjab,India,9094,230,6277,2020-07-17 03:00:00,140001934
Kerala,India,10276,38,4862,2020-07-17 03:00:00,140001930
Chhattisgarh,India,4754,21,3451,2020-07-17 03:00:00,140004404
Jharkhand,India,4783,42,2513,2020-07-17 03:00:00,140001943
Uttarakhand,India,3982,50,2995,2020-07-17 03:00:00,140001932
Goa,India,3108,19,1817,2020-07-17 03:00:00,140001956
State Unassigned,India,1285,0,0,2020-07-17 03:00:00,
Tripura,India,2379,3,1637,2020-07-17 03:00:00,140001949
Manipur,India,1764,0,1129,2020-07-17 03:00:00,140001942
Puducherry,India,1743,22,947,2020-07-17 03:00:00,140001953
Himachal Pradesh,India,1377,10,971,2020-07-17 03:00:00,140001941
Nagaland,India,916,0,391,2020-07-17 03:00:00,140001950
Chandigarh,India,635,11,476,2020-07-17 03:00:00,140001945
Dadra and Nagar Haveli,India,576,2,392,2020-07-17 03:00:00,140001947
Arunachal Pradesh,India,543,3,153,2020-07-17 03:00:00,140002691
Meghalaya,India,377,2,49,2020-07-17 03:00:00,140001952
Mizoram,India,272,0,160,2020-07-17 03:00:00,140001928
Andaman and Nicobar Islands,India,180,0,133,2020-07-17 03:00:00,140001955
Sikkim,India,235,0,87,2020-07-17 03:00:00,140001951
Lakshadweep,India,0,0,0,2020-07-17 03:00:00,140001954
British Columbia,Canada,3170,189,2789,2020-07-17 03:00:00,140002874
Alberta,Canada,9114,165,8142,2020-07-17 03:00:00,140002879
Saskatchewan,Canada,923,15,794,2020-07-17 03:00:00,140002878
Manitoba,Canada,331,7,318,2020-07-17 03:00:00,140002877
Ontario,Canada,37163,2737,33061,2020-07-17 03:00:00,140002875
Quebec,Canada,57001,5646,26253,2020-07-17 03:00:00,140002869
Newfoundland,Canada,262,3,258,2020-07-17 03:00:00,140002930
New Brunswick,Canada,168,2,163,2020-07-17 03:00:00,140002928
Nova Scotia,Canada,1067,63,1002,2020-07-17 03:00:00,140002929
Prince Edward Island,Canada,36,0,27,2020-07-17 03:00:00,140002931
Yukon,Canada,11,0,11,2020-07-17 03:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-07-17 03:00:00,140002881
Nunavut,Canada,0,0,0,2020-07-17 03:00:00,140003914
Repatriated travellers,Canada,13,,13,2020-07-17 03:00:00,
Macedonia East and Thrace,Greece,464,,,2020-07-17 03:00:00,140000003
Macedonia Central,Greece,340,,,2020-07-17 03:00:00,140000005
Epirus,Greece,36,,,2020-07-17 03:00:00,140000010
Thessaly,Greece,201,,,2020-07-17 03:00:00,140000001
Ionian Islands,Greece,40,,,2020-07-17 03:00:00,140000008
Greece West,Greece,90,,,2020-07-17 03:00:00,140000013
Greece Central,Greece,97,,,2020-07-17 03:00:00,140000011
Attica,Greece,1793,,,2020-07-17 03:00:00,140000004
Peloponnese,Greece,204,,,2020-07-17 03:00:00,140000006
Aegean North,Greece,24,,,2020-07-17 03:00:00,140000002
Aegean South,Greece,37,,,2020-07-17 03:00:00,140000000
Crete,Greece,30,,,2020-07-17 03:00:00,140000012
Macedonia West,Greece,210,,,2020-07-17 03:00:00,140000009
Without permanent residency in Greece,Greece,339,,,2020-07-17 03:00:00,
Mount Athos,Greece,4,,,2020-07-17 03:00:00,140000007
Under Investigation,Greece,1,,,2020-07-17 03:00:00,
Bogota,Colombia,55056,1287,19668,2020-07-17 03:00:00,140004233
Atlantico,Colombia,36425,1984,17524,2020-07-17 03:00:00,140004209
Valle del Cauca,Colombia,15716,601,7476,2020-07-17 03:00:00,140004235
Bolivar,Colombia,12845,460,7596,2020-07-17 03:00:00,140004226
Antioquia,Colombia,11351,127,3202,2020-07-17 03:00:00,140004230
Narino,Colombia,4748,149,2823,2020-07-17 03:00:00,140004237
Cundinamarca,Colombia,4644,107,2205,2020-07-17 03:00:00,140004214
Magdalena,Colombia,3043,211,1224,2020-07-17 03:00:00,140004225
Sucre,Colombia,2772,171,670,2020-07-17 03:00:00,140004227
Amazonas,Colombia,2433,101,2230,2020-07-17 03:00:00,140004218
Choco,Colombia,2306,79,1145,2020-07-17 03:00:00,140004231
Cordoba,Colombia,1773,219,439,2020-07-17 03:00:00,140004228
Meta,Colombia,1699,18,1107,2020-07-17 03:00:00,140004234
Cesar,Colombia,1665,37,924,2020-07-17 03:00:00,140004208
Tolima,Colombia,1530,29,601,2020-07-17 03:00:00,140004215
Santander,Colombia,1529,31,482,2020-07-17 03:00:00,140004211
La Guajira,Colombia,1087,61,239,2020-07-17 03:00:00,140004205
Cauca,Colombia,858,32,252,2020-07-17 03:00:00,140004236
Risaralda,Colombia,833,21,429,2020-07-17 03:00:00,140004232
Norde de Santander,Colombia,661,32,237,2020-07-17 03:00:00,140004210
Boyaca,Colombia,524,16,295,2020-07-17 03:00:00,140004216
Huila,Colombia,458,14,333,2020-07-17 03:00:00,140004217
