Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,490262,17092,327281,2020-08-08 03:00:00,140004402
Tamil Nadu,India,285024,4690,227575,2020-08-08 03:00:00,140001938
Delhi,India,142723,4082,128232,2020-08-08 03:00:00,140001944
Karnataka,India,164924,2998,84232,2020-08-08 03:00:00,140004403
Andhra Pradesh,India,206960,1842,120464,2020-08-08 03:00:00,140004401
Uttar Pradesh,India,113378,1981,66834,2020-08-08 03:00:00,140001926
Gujarat,India,68885,2601,51894,2020-08-08 03:00:00,140001927
West Bengal,India,89666,1954,63060,2020-08-08 03:00:00,140001940
Telangana,India,75257,601,53239,2020-08-08 03:00:00,140004405
Rajasthan,India,50157,767,36195,2020-08-08 03:00:00,140001929
Bihar,India,71794,400,46265,2020-08-08 03:00:00,140001937
Haryana,India,40054,467,33444,2020-08-08 03:00:00,140001933
Assam,India,55497,132,38810,2020-08-08 03:00:00,140001939
Madhya Pradesh,India,37298,962,27621,2020-08-08 03:00:00,140001931
Odisha,India,42550,292,28698,2020-08-08 03:00:00,140001936
Kerala,India,31700,103,19147,2020-08-08 03:00:00,140001930
Punjab,India,21930,539,14040,2020-08-08 03:00:00,140001934
Jharkhand,India,16482,151,7491,2020-08-08 03:00:00,140001943
Chhattisgarh,India,11408,87,8319,2020-08-08 03:00:00,140004404
Uttarakhand,India,8901,112,5731,2020-08-08 03:00:00,140001932
Goa,India,7947,70,5595,2020-08-08 03:00:00,140001956
Tripura,India,5868,36,3860,2020-08-08 03:00:00,140001949
Puducherry,India,4862,75,2914,2020-08-08 03:00:00,140001953
Manipur,India,3466,10,1926,2020-08-08 03:00:00,140001942
Himachal Pradesh,India,3150,13,1954,2020-08-08 03:00:00,140001941
Nagaland,India,2657,7,824,2020-08-08 03:00:00,140001950
Arunachal Pradesh,India,2049,3,1326,2020-08-08 03:00:00,140002691
Chandigarh,India,1374,23,820,2020-08-08 03:00:00,140001945
Dadra and Nagar Haveli,India,1459,2,1038,2020-08-08 03:00:00,140001947
Meghalaya,India,1006,5,411,2020-08-08 03:00:00,140001952
Sikkim,India,854,1,406,2020-08-08 03:00:00,140001951
Mizoram,India,559,0,288,2020-08-08 03:00:00,140001928
Andaman and Nicobar Islands,India,1222,19,425,2020-08-08 03:00:00,140001955
State Unassigned,India,0,0,0,2020-08-08 03:00:00,
Lakshadweep,India,0,0,0,2020-08-08 03:00:00,140001954
British Columbia,Canada,3934,195,3353,2020-08-08 03:00:00,140002874
Alberta,Canada,11430,208,10097,2020-08-08 03:00:00,140002879
Saskatchewan,Canada,1409,20,1221,2020-08-08 03:00:00,140002878
Manitoba,Canada,491,8,351,2020-08-08 03:00:00,140002877
Ontario,Canada,39897,2783,36024,2020-08-08 03:00:00,140002875
Quebec,Canada,60241,5687,50886,2020-08-08 03:00:00,140002869
Newfoundland,Canada,267,3,263,2020-08-08 03:00:00,140002930
New Brunswick,Canada,176,2,168,2020-08-08 03:00:00,140002928
Nova Scotia,Canada,1071,64,1005,2020-08-08 03:00:00,140002929
Prince Edward Island,Canada,36,0,36,2020-08-08 03:00:00,140002931
Yukon,Canada,15,0,13,2020-08-08 03:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-08-08 03:00:00,140002881
Nunavut,Canada,0,0,0,2020-08-08 03:00:00,140003914
Repatriated travellers,Canada,13,,13,2020-08-08 03:00:00,
Macedonia East and Thrace,Greece,558,,,2020-08-08 03:00:00,140000003
Macedonia Central,Greece,602,,,2020-08-08 03:00:00,140000005
Epirus,Greece,39,,,2020-08-08 03:00:00,140000010
Thessaly,Greece,234,,,2020-08-08 03:00:00,140000001
Ionian Islands,Greece,97,,,2020-08-08 03:00:00,140000008
Greece West,Greece,105,,,2020-08-08 03:00:00,140000013
Greece Central,Greece,116,,,2020-08-08 03:00:00,140000011
Attica,Greece,2082,,,2020-08-08 03:00:00,140000004
Peloponnese,Greece,215,,,2020-08-08 03:00:00,140000006
Aegean North,Greece,36,,,2020-08-08 03:00:00,140000002
Aegean South,Greece,70,,,2020-08-08 03:00:00,140000000
Crete,Greece,64,,,2020-08-08 03:00:00,140000012
Macedonia West,Greece,215,,,2020-08-08 03:00:00,140000009
Without permanent residency in Greece,Greece,415,,,2020-08-08 03:00:00,
Mount Athos,Greece,4,,,2020-08-08 03:00:00,140000007
Under Investigation,Greece,1,,,2020-08-08 03:00:00,
Bogota,Colombia,123875,3375,57838,2020-08-08 03:00:00,140004233
Atlantico,Colombia,56118,2635,42802,2020-08-08 03:00:00,140004209
Antioquia,Colombia,44730,736,16901,2020-08-08 03:00:00,140004230
Valle del Cauca,Colombia,29754,1141,17085,2020-08-08 03:00:00,140004235
