Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,20228,,,2020-05-09 21:00:00,140004402
Gujarat,India,7797,,,2020-05-09 21:00:00,140001927
Delhi,India,6542,,,2020-05-09 21:00:00,140001944
Tamil Nadu,India,6535,,,2020-05-09 21:00:00,140001938
Rajasthan,India,3708,,,2020-05-09 21:00:00,140001929
Madhya Pradesh,India,3457,,,2020-05-09 21:00:00,140001931
Uttar Pradesh,India,3373,,,2020-05-09 21:00:00,140001926
Andhra Pradesh,India,1930,,,2020-05-09 21:00:00,140004401
West Bengal,India,1786,,,2020-05-09 21:00:00,140001940
Punjab,India,1762,,,2020-05-09 21:00:00,140001934
Telangana,India,1163,,,2020-05-09 21:00:00,140004405
Karnataka,India,794,,,2020-05-09 21:00:00,140004403
Haryana,India,675,,,2020-05-09 21:00:00,140001933
Bihar,India,611,,,2020-05-09 21:00:00,140001937
Kerala,India,506,,,2020-05-09 21:00:00,140001930
Odisha,India,294,,,2020-05-09 21:00:00,140001936
Chandigarh,India,169,,,2020-05-09 21:00:00,140001945
Jharkhand,India,156,,,2020-05-09 21:00:00,140001943
Tripura,India,135,,,2020-05-09 21:00:00,140001949
Uttarakhand,India,67,,,2020-05-09 21:00:00,140001932
Assam,India,63,,,2020-05-09 21:00:00,140001939
Chhattisgarh,India,59,,,2020-05-09 21:00:00,140004404
Himachal Pradesh,India,52,,,2020-05-09 21:00:00,140001941
Andaman and Nicobar Islands,India,33,,,2020-05-09 21:00:00,140001955
Meghalaya,India,13,,,2020-05-09 21:00:00,140001952
Puducherry,India,10,,,2020-05-09 21:00:00,140001953
Goa,India,7,,,2020-05-09 21:00:00,140001956
Manipur,India,2,,,2020-05-09 21:00:00,140001942
Mizoram,India,1,,,2020-05-09 21:00:00,140001928
Arunachal Pradesh,India,1,,,2020-05-09 21:00:00,140002691
Dadra and Nagar Haveli,India,1,,,2020-05-09 21:00:00,140001947
Nagaland,India,0,,,2020-05-09 21:00:00,140001950
Daman & Diu,India,0,,,2020-05-09 21:00:00,140001948
Lakshadweep,India,0,,,2020-05-09 21:00:00,140001954
Sikkim,India,0,,,2020-05-09 21:00:00,140001951
British Columbia,Canada,2315,,,2020-05-09 17:00:00,140002874
Alberta,Canada,6098,,,2020-05-09 17:00:00,140002879
Saskatchewan,Canada,544,,,2020-05-09 17:00:00,140002878
Manitoba,Canada,284,,,2020-05-09 17:00:00,140002877
Ontario,Canada,19944,,,2020-05-09 17:00:00,140002875
Quebec,Canada,36150,,,2020-05-09 17:00:00,140002869
Newfoundland,Canada,261,,,2020-05-09 17:00:00,140002930
