Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,238461,9893,132625,2020-07-11 03:00:00,140004402
Tamil Nadu,India,130261,1829,82324,2020-07-11 03:00:00,140001938
Delhi,India,109140,3300,84694,2020-07-11 03:00:00,140001944
Gujarat,India,40155,2023,28183,2020-07-11 03:00:00,140001927
Uttar Pradesh,India,33700,889,21787,2020-07-11 03:00:00,140001926
Karnataka,India,33418,545,13838,2020-07-11 03:00:00,140004403
Telangana,India,32224,339,19205,2020-07-11 03:00:00,140004405
West Bengal,India,27109,880,17348,2020-07-11 03:00:00,140001940
Andhra Pradesh,India,25422,292,13194,2020-07-11 03:00:00,140004401
Rajasthan,India,23174,497,17620,2020-07-11 03:00:00,140001929
Haryana,India,19934,290,14904,2020-07-11 03:00:00,140001933
Madhya Pradesh,India,16657,638,12481,2020-07-11 03:00:00,140001931
Assam,India,15537,35,9849,2020-07-11 03:00:00,140001939
Bihar,India,14330,111,10251,2020-07-11 03:00:00,140001937
Odisha,India,11956,73,7972,2020-07-11 03:00:00,140001936
Punjab,India,7357,187,5017,2020-07-11 03:00:00,140001934
Kerala,India,6951,28,3820,2020-07-11 03:00:00,140001930
State Unassigned,India,4161,0,0,2020-07-11 03:00:00,
Chhattisgarh,India,3832,17,3028,2020-07-11 03:00:00,140004404
Uttarakhand,India,3373,46,2706,2020-07-11 03:00:00,140001932
Jharkhand,India,3518,23,2224,2020-07-11 03:00:00,140001943
Goa,India,2251,9,1347,2020-07-11 03:00:00,140001956
Tripura,India,1930,1,1338,2020-07-11 03:00:00,140001949
Manipur,India,1582,0,832,2020-07-11 03:00:00,140001942
Puducherry,India,1272,17,637,2020-07-11 03:00:00,140001953
Himachal Pradesh,India,1171,10,872,2020-07-11 03:00:00,140001941
Nagaland,India,732,0,304,2020-07-11 03:00:00,140001950
Chandigarh,India,536,7,408,2020-07-11 03:00:00,140001945
Dadra and Nagar Haveli,India,470,1,224,2020-07-11 03:00:00,140001947
Arunachal Pradesh,India,335,2,120,2020-07-11 03:00:00,140002691
Mizoram,India,226,0,143,2020-07-11 03:00:00,140001928
Andaman and Nicobar Islands,India,156,0,83,2020-07-11 03:00:00,140001955
Sikkim,India,134,0,80,2020-07-11 03:00:00,140001951
Meghalaya,India,186,2,45,2020-07-11 03:00:00,140001952
Lakshadweep,India,0,0,0,2020-07-11 03:00:00,140001954
British Columbia,Canada,3053,187,2679,2020-07-11 03:00:00,140002874
Alberta,Canada,8596,160,7844,2020-07-11 03:00:00,140002879
Saskatchewan,Canada,815,15,757,2020-07-11 03:00:00,140002878
Manitoba,Canada,325,7,314,2020-07-11 03:00:00,140002877
Ontario,Canada,36464,2710,32155,2020-07-11 03:00:00,140002875
Quebec,Canada,56316,5612,25675,2020-07-11 03:00:00,140002869
Newfoundland,Canada,262,3,258,2020-07-11 03:00:00,140002930
New Brunswick,Canada,166,2,163,2020-07-11 03:00:00,140002928
Nova Scotia,Canada,1066,63,1000,2020-07-11 03:00:00,140002929
Prince Edward Island,Canada,33,0,27,2020-07-11 03:00:00,140002931
Yukon,Canada,11,0,11,2020-07-11 03:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-07-11 03:00:00,140002881
Nunavut,Canada,1,0,0,2020-07-11 03:00:00,140003914
Repatriated travellers,Canada,13,,13,2020-07-11 03:00:00,
Macedonia East and Thrace,Greece,429,,,2020-07-11 03:00:00,140000003
Macedonia Central,Greece,262,,,2020-07-11 03:00:00,140000005
Epirus,Greece,32,,,2020-07-11 03:00:00,140000010
Thessaly,Greece,198,,,2020-07-11 03:00:00,140000001
Ionian Islands,Greece,24,,,2020-07-11 03:00:00,140000008
Greece West,Greece,90,,,2020-07-11 03:00:00,140000013
Greece Central,Greece,88,,,2020-07-11 03:00:00,140000011
Attica,Greece,1743,,,2020-07-11 03:00:00,140000004
Peloponnese,Greece,199,,,2020-07-11 03:00:00,140000006
