Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,6817,,,2020-04-24 20:00:00,140004402
Delhi,India,2514,,,2020-04-24 20:00:00,140001944
Gujarat,India,2815,,,2020-04-24 20:00:00,140001927
Rajasthan,India,2034,,,2020-04-24 20:00:00,140001929
Tamil Nadu,India,1755,,,2020-04-24 20:00:00,140001938
Madhya Pradesh,India,1846,,,2020-04-24 20:00:00,140001931
Uttar Pradesh,India,1621,,,2020-04-24 20:00:00,140001926
Telangana,India,983,,,2020-04-24 20:00:00,140004405
Andhra Pradesh,India,955,,,2020-04-24 20:00:00,140004401
Karnataka,India,474,,,2020-04-24 20:00:00,140004403
Kerala,India,450,,,2020-04-24 20:00:00,140001930
West Bengal,India,514,,,2020-04-24 20:00:00,140001940
Haryana,India,275,,,2020-04-24 20:00:00,140001933
Punjab,India,298,,,2020-04-24 20:00:00,140001934
Bihar,India,223,,,2020-04-24 20:00:00,140001937
Odisha,India,94,,,2020-04-24 20:00:00,140001936
Uttarakhand,India,48,,,2020-04-24 20:00:00,140001932
Jharkhand,India,59,,,2020-04-24 20:00:00,140001943
Himachal Pradesh,India,40,,,2020-04-24 20:00:00,140001941
Chhattisgarh,India,36,,,2020-04-24 20:00:00,140004404
Assam,India,36,,,2020-04-24 20:00:00,140001939
Chandigarh,India,27,,,2020-04-24 20:00:00,140001945
Andaman and Nicobar Islands,India,29,,,2020-04-24 20:00:00,140001955
Meghalaya,India,12,,,2020-04-24 20:00:00,140001952
Goa,India,7,,,2020-04-24 20:00:00,140001956
Puducherry,India,7,,,2020-04-24 20:00:00,140001953
Manipur,India,2,,,2020-04-24 20:00:00,140001942
Tripura,India,2,,,2020-04-24 20:00:00,140001949
Mizoram,India,1,,,2020-04-24 20:00:00,140001928
Arunachal Pradesh,India,1,,,2020-04-24 20:00:00,140002691
Nagaland,India,0,,,2020-04-24 20:00:00,140001950
Dadra and Nagar Haveli,India,0,,,2020-04-24 20:00:00,140001947
Daman & Diu,India,0,,,2020-04-24 20:00:00,140001948
Lakshadweep,India,0,,,2020-04-24 20:00:00,140001954
Sikkim,India,0,,,2020-04-24 20:00:00,140001951
British Columbia,Canada,1853,,,2020-04-25 00:00:00,140002874
Alberta,Canada,4017,,,2020-04-25 00:00:00,140002879
Saskatchewan,Canada,341,,,2020-04-25 00:00:00,140002878
Manitoba,Canada,263,,,2020-04-25 00:00:00,140002877
Ontario,Canada,13519,,,2020-04-25 00:00:00,140002875
Quebec,Canada,22616,,,2020-04-25 00:00:00,140002869
Newfoundland,Canada,256,,,2020-04-25 00:00:00,140002930
New Brunswick,Canada,118,,,2020-04-25 00:00:00,140002928
Nova Scotia,Canada,850,,,2020-04-25 00:00:00,140002929
Prince Edward Island,Canada,26,,,2020-04-25 00:00:00,140002931
Yukon,Canada,11,,,2020-04-25 00:00:00,140002880
Northwest Territories,Canada,5,,,2020-04-25 00:00:00,140002881
Nunavut,Canada,0,,,2020-04-25 00:00:00,140003914
Repatriated travellers,Canada,13,,,2020-04-25 00:00:00,
Lombardy,Italy,71256,,,2020-04-24 20:00:00,140000679
Emilia-Romagna,Italy,23970,,,2020-04-24 20:00:00,140000680
Piedmont,Italy,23834,,,2020-04-24 20:00:00,140000673
Veneto,Italy,17229,,,2020-04-24 20:00:00,140000678
Tuscany,Italy,8877,,,2020-04-24 20:00:00,140000675
Liguria,Italy,7193,,,2020-04-24 20:00:00,140000687
Lazio,Italy,6132,,,2020-04-24 20:00:00,140000686
Marche,Italy,6028,,,2020-04-24 20:00:00,140000674
Campania,Italy,4282,,,2020-04-24 20:00:00,140000676
Daegu,South Korea,6857,,,2020-04-24 13:00:00,140004292
Gyeongsangbuk-do,South Korea,1364,,,2020-04-24 13:00:00,140004295
