Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,164626,7429,86575,2020-06-28 23:00:00,140004402
Tamil Nadu,India,82275,1079,45537,2020-06-28 23:00:00,140001938
Delhi,India,83077,2623,52607,2020-06-28 23:00:00,140001944
Gujarat,India,31397,1809,22808,2020-06-28 23:00:00,140001927
Uttar Pradesh,India,22147,660,14808,2020-06-28 23:00:00,140001926
Rajasthan,India,17271,399,13611,2020-06-28 23:00:00,140001929
West Bengal,India,17283,639,11193,2020-06-28 23:00:00,140001940
Madhya Pradesh,India,13186,557,10084,2020-06-28 23:00:00,140001931
Haryana,India,13829,223,8917,2020-06-28 23:00:00,140001933
State Unassigned,India,7839,0,0,2020-06-28 23:00:00,
Karnataka,India,13190,207,7509,2020-06-28 23:00:00,140004403
Andhra Pradesh,India,13098,169,5908,2020-06-28 23:00:00,140004401
Bihar,India,9224,62,7156,2020-06-28 23:00:00,140001937
Telangana,India,14419,247,5172,2020-06-28 23:00:00,140004405
Assam,India,7493,11,5089,2020-06-28 23:00:00,140001939
Odisha,India,6614,28,4743,2020-06-28 23:00:00,140001936
Punjab,India,5216,133,3526,2020-06-28 23:00:00,140001934
Kerala,India,4190,23,2150,2020-06-28 23:00:00,140001930
Uttarakhand,India,2823,38,2015,2020-06-28 23:00:00,140001932
Chhattisgarh,India,2694,13,2062,2020-06-28 23:00:00,140004404
Jharkhand,India,2364,12,1793,2020-06-28 23:00:00,140001943
Tripura,India,1351,1,1086,2020-06-28 23:00:00,140001949
Goa,India,1198,3,478,2020-06-28 23:00:00,140001956
Himachal Pradesh,India,916,8,518,2020-06-28 23:00:00,140001941
Manipur,India,1185,0,455,2020-06-28 23:00:00,140001942
Chandigarh,India,431,6,336,2020-06-28 23:00:00,140001945
Puducherry,India,648,11,252,2020-06-28 23:00:00,140001953
Nagaland,India,415,0,164,2020-06-28 23:00:00,140001950
Mizoram,India,151,0,55,2020-06-28 23:00:00,140001928
Arunachal Pradesh,India,182,1,60,2020-06-28 23:00:00,140002691
Sikkim,India,88,0,49,2020-06-28 23:00:00,140001951
Dadra and Nagar Haveli,India,188,0,69,2020-06-28 23:00:00,140001947
Andaman and Nicobar Islands,India,83,0,45,2020-06-28 23:00:00,140001955
Meghalaya,India,50,1,42,2020-06-28 23:00:00,140001952
Lakshadweep,India,0,0,0,2020-06-28 23:00:00,140001954
British Columbia,Canada,2878,174,2545,2020-06-28 23:00:00,140002874
Alberta,Canada,7957,154,7283,2020-06-28 23:00:00,140002879
Saskatchewan,Canada,777,13,661,2020-06-28 23:00:00,140002878
Manitoba,Canada,322,7,300,2020-06-28 23:00:00,140002877
Ontario,Canada,34476,2652,29932,2020-06-28 23:00:00,140002875
Quebec,Canada,55079,5448,23786,2020-06-28 23:00:00,140002869
Newfoundland,Canada,261,3,258,2020-06-28 23:00:00,140002930
New Brunswick,Canada,165,2,154,2020-06-28 23:00:00,140002928
Nova Scotia,Canada,1061,63,998,2020-06-28 23:00:00,140002929
Prince Edward Island,Canada,27,0,27,2020-06-28 23:00:00,140002931
Yukon,Canada,11,0,11,2020-06-28 23:00:00,140002880
Northwest Territories,Canada,5,0,5,2020-06-28 23:00:00,140002881
Nunavut,Canada,0,0,0,2020-06-28 23:00:00,140003914
Repatriated travellers,Canada,13,,13,2020-06-28 23:00:00,
Macedonia East and Thrace,Greece,342,,,2020-06-28 23:00:00,140000003
Macedonia Central,Greece,212,,,2020-06-28 23:00:00,140000005
Epirus,Greece,31,,,2020-06-28 23:00:00,140000010
Thessaly,Greece,186,,,2020-06-28 23:00:00,140000001
Ionian Islands,Greece,14,,,2020-06-28 23:00:00,140000008
Greece West,Greece,85,,,2020-06-28 23:00:00,140000013
Greece Central,Greece,85,,,2020-06-28 23:00:00,140000011
Attica,Greece,1699,,,2020-06-28 23:00:00,140000004
Peloponnese,Greece,200,,,2020-06-28 23:00:00,140000006
Aegean North,Greece,19,,,2020-06-28 23:00:00,140000002
Aegean South,Greece,19,,,2020-06-28 23:00:00,140000000
Crete,Greece,22,,,2020-06-28 23:00:00,140000012
Macedonia West,Greece,177,,,2020-06-28 23:00:00,140000009
Without permanent residency in Greece,Greece,272,,,2020-06-28 23:00:00,
Mount Athos,Greece,4,,,2020-06-28 23:00:00,140000007
Under Investigation,Greece,9,,,2020-06-28 23:00:00,
Bogota,Colombia,27118,602,11380,2020-06-28 23:00:00,140004233
Atlantico,Colombia,21189,978,6257,2020-06-28 23:00:00,140004209
Valle del Cauca,Colombia,9277,386,3921,2020-06-28 23:00:00,140004235
Bolivar,Colombia,8560,320,3909,2020-06-28 23:00:00,140004226
Antioquia,Colombia,3873,25,1477,2020-06-28 23:00:00,140004230
Narino,Colombia,3040,103,1631,2020-06-28 23:00:00,140004237
Cundinamarca,Colombia,2436,54,1225,2020-06-28 23:00:00,140004214
