Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Buenos Aires - Capital Federal,Argentina,245,,,2020-03-29 01:00:00,140003352
Buenos Aires,Argentina,201,,,2020-03-29 01:00:00,140003351
Chaco,Argentina,62,,,2020-03-29 01:00:00,140003354
Chubut,Argentina,3,,,2020-03-29 01:00:00,140003355
Cordoba,Argentina,55,,,2020-03-29 01:00:00,140003356
Corrientes,Argentina,8,,,2020-03-29 01:00:00,140003357
Entre Rios,Argentina,10,,,2020-03-29 01:00:00,140003358
Jujuy,Argentina,3,,,2020-03-29 01:00:00,140003360
La Pampa,Argentina,1,,,2020-03-29 01:00:00,140003361
Mendoza,Argentina,9,,,2020-03-29 01:00:00,140003363
Misiones,Argentina,1,,,2020-03-29 01:00:00,140003364
Neuquen,Argentina,12,,,2020-03-29 01:00:00,140003365
Rio Negro,Argentina,8,,,2020-03-29 01:00:00,140003366
Salta,Argentina,1,,,2020-03-29 01:00:00,140003367
San Luis,Argentina,6,,,2020-03-29 01:00:00,140003369
Santa Cruz,Argentina,9,,,2020-03-29 01:00:00,140003370
Santa Fe,Argentina,77,,,2020-03-29 01:00:00,140003371
Santiago del Estero,Argentina,2,,,2020-03-29 01:00:00,140003372
Tierra del Fuego,Argentina,17,,,2020-03-29 01:00:00,140003373
Tucuman,Argentina,15,,,2020-03-29 01:00:00,140003374
Ontario,Canada,1144,,,2020-03-29 01:00:00,140002875
British Columbia,Canada,884,,,2020-03-29 01:00:00,140002874
Alberta,Canada,621,,,2020-03-29 01:00:00,140002879
Quebec,Canada,2498,,,2020-03-29 01:00:00,140002869
Manitoba,Canada,64,,,2020-03-29 01:00:00,140002877
Saskatchewan,Canada,134,,,2020-03-29 01:00:00,140002878
Nova Scotia,Canada,100,,,2020-03-29 01:00:00,140002929
New Brunswick,Canada,51,,,2020-03-29 01:00:00,140002928
Prince Edward Island,Canada,11,,,2020-03-29 01:00:00,140002931
Newfoundland,Canada,120,,,2020-03-29 01:00:00,140002930
Yukon,Canada,4,,,2020-03-29 01:00:00,140002880
Northwest Territories,Canada,1,,,2020-03-29 01:00:00,140002881
Repatriated CDN,Canada,13,,,2020-03-29 01:00:00,
Arica y Parinacota,Chile,3,,,2020-03-29 01:00:00,140002799
Tarapaca,Chile,5,,,2020-03-29 01:00:00,140002800
Antofagasta,Chile,25,,,2020-03-29 01:00:00,140003347
Atacama,Chile,1,,,2020-03-29 01:00:00,140003339
Coquimbo,Chile,15,,,2020-03-29 01:00:00,140003341
Valparaiso,Chile,71,,,2020-03-29 01:00:00,140003346
Region Metropolitana,Chile,1084,,,2020-03-29 01:00:00,140003345
Libertador General Bernardo O'Higgins,Chile,20,,,2020-03-29 01:00:00,140003348
Maule,Chile,37,,,2020-03-29 01:00:00,140003344
Ñuble,Chile,172,,,2020-03-29 01:00:00,
Biobío,Chile,151,,,2020-03-29 01:00:00,140003340
Araucania,Chile,177,,,2020-03-29 01:00:00,140003338
Los Rios,Chile,27,,,2020-03-29 01:00:00,140003343
