Name,Region,Confirmed,Deaths,Recovered,Last Update,ID
Maharashtra,India,25922,,,2020-05-13 18:00:00,140004402
Gujarat,India,9268,,,2020-05-13 18:00:00,140001927
Tamil Nadu,India,9227,,,2020-05-13 18:00:00,140001938
Delhi,India,7998,,,2020-05-13 18:00:00,140001944
Rajasthan,India,4328,,,2020-05-13 18:00:00,140001929
Madhya Pradesh,India,4173,,,2020-05-13 18:00:00,140001931
Uttar Pradesh,India,3758,,,2020-05-13 18:00:00,140001926
West Bengal,India,2290,,,2020-05-13 18:00:00,140001940
Andhra Pradesh,India,2137,,,2020-05-13 18:00:00,140004401
Punjab,India,1924,,,2020-05-13 18:00:00,140001934
Telangana,India,1367,,,2020-05-13 18:00:00,140004405
Karnataka,India,959,,,2020-05-13 18:00:00,140004403
Bihar,India,953,,,2020-05-13 18:00:00,140001937
Haryana,India,793,,,2020-05-13 18:00:00,140001933
Odisha,India,538,,,2020-05-13 18:00:00,140001936
Kerala,India,535,,,2020-05-13 18:00:00,140001930
Chandigarh,India,191,,,2020-05-13 18:00:00,140001945
Jharkhand,India,177,,,2020-05-13 18:00:00,140001943
Tripura,India,154,,,2020-05-13 18:00:00,140001949
Uttarakhand,India,72,,,2020-05-13 18:00:00,140001932
Himachal Pradesh,India,67,,,2020-05-13 18:00:00,140001941
Assam,India,80,,,2020-05-13 18:00:00,140001939
Chhattisgarh,India,59,,,2020-05-13 18:00:00,140004404
Andaman and Nicobar Islands,India,33,,,2020-05-13 18:00:00,140001955
Meghalaya,India,13,,,2020-05-13 18:00:00,140001952
Puducherry,India,13,,,2020-05-13 18:00:00,140001953
Goa,India,7,,,2020-05-13 18:00:00,140001956
Manipur,India,2,,,2020-05-13 18:00:00,140001942
Mizoram,India,1,,,2020-05-13 18:00:00,140001928
Arunachal Pradesh,India,1,,,2020-05-13 18:00:00,140002691
Dadra and Nagar Haveli,India,1,,,2020-05-13 18:00:00,140001947
Nagaland,India,0,,,2020-05-13 18:00:00,140001950
Daman & Diu,India,0,,,2020-05-13 18:00:00,140001948
Lakshadweep,India,0,,,2020-05-13 18:00:00,140001954
Sikkim,India,0,,,2020-05-13 18:00:00,140001951
British Columbia,Canada,2360,,,2020-05-13 15:00:00,140002874
Alberta,Canada,6345,,,2020-05-13 15:00:00,140002879
Saskatchewan,Canada,573,,,2020-05-13 15:00:00,140002878
Manitoba,Canada,290,,,2020-05-13 15:00:00,140002877
Ontario,Canada,21236,,,2020-05-13 15:00:00,140002875
Quebec,Canada,39225,,,2020-05-13 15:00:00,140002869
Newfoundland,Canada,261,,,2020-05-13 15:00:00,140002930
New Brunswick,Canada,120,,,2020-05-13 15:00:00,140002928
Nova Scotia,Canada,1020,,,2020-05-13 15:00:00,140002929
Prince Edward Island,Canada,27,,,2020-05-13 15:00:00,140002931
