region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,84.67,198,179,259,81.76,91.07,198 [179 - 259],84.67% [81.76% - 91.07%],394,149,935,03-09-2021
2,AL- DOTHAN,81.43,14,12,21,80.9,86.85,14 [12 - 21],81.43% [80.9% - 86.85%],19,12,91,03-09-2021
5,AL- HUNTSVILLE,83.99,36,32,50,81.54,90.11,36 [32 - 50],83.99% [81.54% - 90.11%],75,29,190,03-09-2021
6,AL- MOBILE,84.2,67,61,83,82.14,89.42,67 [61 - 83],84.2% [82.14% - 89.42%],120,61,269,03-09-2021
7,AL- MONTGOMERY,82.13,9,7,13,80.78,83.69,9 [7 - 13],82.13% [80.78% - 83.69%],33,12,57,03-09-2021
9,AL- TUSCALOOSA,84.21,28,25,31,82.2,88.92,28 [25 - 31],84.21% [82.2% - 88.92%],42,22,89,03-09-2021
11,AZ- MESA,82.88,27,25,32,81.62,85.96,27 [25 - 32],82.88% [81.62% - 85.96%],57,32,118,03-09-2021
12,AZ- PHOENIX,81.98,71,64,85,80.98,84.26,71 [64 - 85],81.98% [80.98% - 84.26%],150,74,323,03-09-2021
14,AZ- SUN CITY,80.86,0,0,1,80.49,81.73,0 [0 - 1],80.86% [80.49% - 81.73%],7,4,14,03-09-2021
15,AZ- TUCSON,82.26,24,22,30,80.95,84.16,24 [22 - 30],82.26% [80.95% - 84.16%],57,24,105,03-09-2021
16,AR- FORT SMITH,80.7,0,0,3,80.0,82.34,0 [0 - 3],80.7% [80.0% - 82.34%],9,0,30,03-09-2021
18,AR- JONESBORO,81.0,7,6,13,80.0,86.75,7 [6 - 13],81.0% [80.0% - 86.75%],9,0,61,03-09-2021
19,AR- LITTLE ROCK,84.0,128,114,198,81.33,95.11,128 [114 - 198],84.0% [81.33% - 95.11%],231,77,872,03-09-2021
21,AR- SPRINGDALE,86.91,42,38,60,82.84,102.04,42 [38 - 60],86.91% [82.84% - 102.04%],73,30,233,03-09-2021
22,AR- TEXARKANA,83.67,21,18,30,81.02,93.37,21 [18 - 30],83.67% [81.02% - 93.37%],36,10,131,03-09-2021
23,CA- ORANGE CO.,80.43,14,13,16,80.24,80.8,14 [13 - 16],80.43% [80.24% - 80.8%],33,18,61,03-09-2021
25,CA- BAKERSFIELD,80.55,7,7,8,80.28,80.86,7 [7 - 8],80.55% [80.28% - 80.86%],20,10,31,03-09-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.62,0 [0 - 0],80.0% [80.0% - 80.62%],0,0,4,03-09-2021
33,CA- CONTRA COSTA CO.,81.6,14,13,17,80.9,83.44,14 [13 - 17],81.6% [80.9% - 83.44%],32,18,69,03-09-2021
43,CA- FRESNO,81.36,9,8,11,80.53,82.1,9 [8 - 11],81.36% [80.53% - 82.1%],31,12,48,03-09-2021
56,CA- LOS ANGELES,80.59,54,49,61,80.33,80.97,54 [49 - 61],80.59% [80.33% - 80.97%],147,82,241,03-09-2021
58,CA- MODESTO,82.04,14,13,17,80.81,83.72,14 [13 - 17],82.04% [80.81% - 83.72%],35,14,64,03-09-2021
62,CA- NAPA,81.55,7,6,8,80.0,84.47,7 [6 - 8],81.55% [80.0% - 84.47%],9,0,26,03-09-2021
65,CA- ALAMEDA CO.,80.3,2,1,3,80.06,80.41,2 [1 - 3],80.3% [80.06% - 80.41%],10,2,14,03-09-2021
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,0,80.0,80.19,0 [0 - 0],80.09% [80.0% - 80.19%],1,0,2,03-09-2021
73,CA- REDDING,83.97,27,24,31,81.94,87.67,27 [24 - 31],83.97% [81.94% - 87.67%],43,21,83,03-09-2021
77,CA- SACRAMENTO,81.32,30,27,36,80.54,82.63,30 [27 - 36],81.32% [80.54% - 82.63%],63,26,126,03-09-2021
78,CA- SALINAS,80.38,0,0,1,80.0,81.13,0 [0 - 1],80.38% [80.0% - 81.13%],3,0,9,03-09-2021
79,CA- SAN BERNARDINO,80.43,7,7,9,80.21,80.73,7 [7 - 9],80.43% [80.21% - 80.73%],25,12,42,03-09-2021
80,CA- SAN DIEGO,81.02,28,25,33,80.55,81.81,28 [25 - 33],81.02% [80.55% - 81.81%],72,39,127,03-09-2021
81,CA- SAN FRANCISCO,80.47,7,6,10,80.24,80.95,7 [6 - 10],80.47% [80.24% - 80.95%],24,12,48,03-09-2021
82,CA- SAN JOSE,81.75,21,19,26,80.99,83.6,21 [19 - 26],81.75% [80.99% - 83.6%],53,30,109,03-09-2021
83,CA- SAN LUIS OBISPO,81.75,1,0,2,80.0,81.75,1 [0 - 2],81.75% [80.0% - 81.75%],8,0,8,03-09-2021
85,CA- SAN MATEO CO.,81.15,14,13,17,80.63,82.56,14 [13 - 17],81.15% [80.63% - 82.56%],31,17,69,03-09-2021
86,CA- SANTA BARBARA,81.04,7,6,8,80.83,81.86,7 [6 - 8],81.04% [80.83% - 81.86%],10,8,18,03-09-2021
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,82.23,0 [0 - 0],80.0% [80.0% - 82.23%],0,0,8,03-09-2021
89,CA- SANTA ROSA,81.45,8,7,11,80.75,82.9,8 [7 - 11],81.45% [80.75% - 82.9%],27,14,54,03-09-2021
91,CA- STOCKTON,81.13,7,6,7,80.66,81.88,7 [6 - 7],81.13% [80.66% - 81.88%],12,7,20,03-09-2021
96,CA- VENTURA,80.64,3,2,4,80.19,80.83,3 [2 - 4],80.64% [80.19% - 80.83%],10,3,13,03-09-2021
101,CO- BOULDER,86.95,21,19,24,83.37,93.68,21 [19 - 24],86.95% [83.37% - 93.68%],33,16,65,03-09-2021
102,CO- COLORADO SPRINGS,97.87,106,96,125,86.47,117.29,106 [96 - 125],97.87% [86.47% - 117.29%],185,67,386,03-09-2021
103,CO- DENVER,96.12,454,416,587,86.99,124.48,454 [416 - 587],96.12% [86.99% - 124.48%],770,334,2125,03-09-2021
104,CO- FORT COLLINS,93.15,50,45,62,85.79,112.08,50 [45 - 62],93.15% [85.79% - 112.08%],84,37,205,03-09-2021
105,CO- GRAND JUNCTION,85.43,28,26,40,82.78,101.72,28 [26 - 40],85.43% [82.78% - 101.72%],43,22,172,03-09-2021
106,CO- GREELEY,88.62,42,39,51,84.12,101.11,42 [39 - 51],88.62% [84.12% - 101.11%],67,32,164,03-09-2021
107,CO- PUEBLO,83.63,20,18,22,81.13,86.52,20 [18 - 22],83.63% [81.13% - 86.52%],29,9,52,03-09-2021
109,CT- BRIDGEPORT,87.14,66,61,77,83.89,93.75,66 [61 - 77],87.14% [83.89% - 93.75%],121,66,233,03-09-2021
110,CT- HARTFORD,82.18,33,31,39,81.2,83.9,33 [31 - 39],82.18% [81.2% - 83.9%],71,39,127,03-09-2021
111,CT- NEW HAVEN,85.97,122,113,143,83.27,91.76,122 [113 - 143],85.97% [83.27% - 91.76%],230,126,453,03-09-2021
112,DE- WILMINGTON,86.66,67,62,78,83.71,93.27,67 [62 - 78],86.66% [83.71% - 93.27%],124,69,247,03-09-2021
113,DC- WASHINGTON,87.91,252,231,327,84.21,99.53,252 [231 - 327],87.91% [84.21% - 99.53%],434,231,1072,03-09-2021
115,FL- BRADENTON,96.22,70,64,85,88.04,115.4,70 [64 - 85],96.22% [88.04% - 115.4%],115,57,251,03-09-2021
116,FL- CLEARWATER,87.21,70,64,84,83.6,95.21,70 [64 - 84],87.21% [83.6% - 95.21%],118,59,249,03-09-2021
118,FL- FORT LAUDERDALE,91.76,594,546,727,85.85,105.44,594 [546 - 727],91.76% [85.85% - 105.44%],1023,509,2213,03-09-2021
119,FL- FORT MYERS,85.99,121,111,157,82.95,94.24,121 [111 - 157],85.99% [82.95% - 94.24%],229,113,545,03-09-2021
120,FL- GAINESVILLE,82.17,28,25,39,80.6,88.96,28 [25 - 39],82.17% [80.6% - 88.96%],40,11,165,03-09-2021
122,FL- HUDSON,85.83,42,38,49,82.88,91.82,42 [38 - 49],85.83% [82.88% - 91.82%],73,36,148,03-09-2021
123,FL- JACKSONVILLE,81.71,33,29,41,80.33,82.93,33 [29 - 41],81.71% [80.33% - 82.93%],84,16,144,03-09-2021
124,FL- LAKELAND,85.24,28,26,34,82.72,90.77,28 [26 - 34],85.24% [82.72% - 90.77%],56,29,115,03-09-2021
127,FL- MIAMI,88.67,506,465,605,84.36,97.78,506 [465 - 605],88.67% [84.36% - 97.78%],935,470,1917,03-09-2021
129,FL- OCALA,86.14,47,43,58,82.78,93.96,47 [43 - 58],86.14% [82.78% - 93.96%],84,38,191,03-09-2021
130,FL- ORLANDO,87.43,429,395,537,83.79,97.06,429 [395 - 537],87.43% [83.79% - 97.06%],770,393,1768,03-09-2021
131,FL- ORMOND BEACH,85.86,61,56,81,82.78,97.05,61 [56 - 81],85.86% [82.78% - 97.05%],97,46,282,03-09-2021
133,FL- PANAMA CITY,87.98,28,26,40,84.67,104.7,28 [26 - 40],87.98% [84.67% - 104.7%],53,31,164,03-09-2021
134,FL- PENSACOLA,87.28,99,89,130,83.28,101.24,99 [89 - 130],87.28% [83.28% - 101.24%],171,77,499,03-09-2021
137,FL- SARASOTA,86.64,49,45,61,83.04,93.43,49 [45 - 61],86.64% [83.04% - 93.43%],96,44,194,03-09-2021
139,FL- ST PETERSBURG,86.01,56,51,68,83.0,92.7,56 [51 - 68],86.01% [83.0% - 92.7%],96,48,203,03-09-2021
140,FL- TALLAHASSEE,87.27,118,107,151,82.56,100.95,118 [107 - 151],87.27% [82.56% - 100.95%],196,69,565,03-09-2021
141,FL- TAMPA,89.04,221,203,272,84.48,99.65,221 [203 - 272],89.04% [84.48% - 99.65%],385,191,837,03-09-2021
142,GA- ALBANY,83.67,27,23,39,80.75,96.46,27 [23 - 39],83.67% [80.75% - 96.46%],39,8,175,03-09-2021
144,GA- ATLANTA,96.42,1132,1044,1399,88.42,118.14,1132 [1044 - 1399],96.42% [88.42% - 118.14%],1967,1009,4569,03-09-2021
145,GA- AUGUSTA,82.2,28,24,35,80.69,85.09,28 [24 - 35],82.2% [80.69% - 85.09%],54,17,125,03-09-2021
146,GA- COLUMBUS,89.61,73,67,95,84.45,108.91,73 [67 - 95],89.61% [84.45% - 108.91%],121,56,364,03-09-2021
147,GA- MACON,86.17,79,70,95,82.06,93.64,79 [70 - 95],86.17% [82.06% - 93.64%],138,46,305,03-09-2021
