region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,82.23,124,113,145,81.07,84.71,124 [113 - 145],82.23% [81.07% - 84.71%],188,90,398,03-09-2021
2,AL- DOTHAN,81.2,14,12,15,80.0,81.2,14 [12 - 15],81.2% [80.0% - 81.2%],16,0,16,03-09-2021
5,AL- HUNTSVILLE,82.29,28,25,34,80.96,84.79,28 [25 - 34],82.29% [80.96% - 84.79%],43,18,90,03-09-2021
6,AL- MOBILE,82.42,49,44,54,81.09,84.2,49 [44 - 54],82.42% [81.09% - 84.2%],69,31,120,03-09-2021
7,AL- MONTGOMERY,81.36,14,12,15,80.06,82.2,14 [12 - 15],81.36% [80.06% - 82.2%],21,1,34,03-09-2021
9,AL- TUSCALOOSA,81.9,14,13,17,81.8,83.91,14 [13 - 17],81.9% [81.8% - 83.91%],19,18,39,03-09-2021
11,AZ- MESA,82.07,28,25,31,81.06,83.64,28 [25 - 31],82.07% [81.06% - 83.64%],41,21,72,03-09-2021
12,AZ- PHOENIX,81.37,63,57,72,80.55,82.42,63 [57 - 72],81.37% [80.55% - 82.42%],104,42,183,03-09-2021
14,AZ- SUN CITY,80.74,2,1,3,80.37,81.23,2 [1 - 3],80.74% [80.37% - 81.23%],6,3,10,03-09-2021
15,AZ- TUCSON,81.47,21,20,25,80.67,82.46,21 [20 - 25],81.47% [80.67% - 82.46%],37,17,62,03-09-2021
16,AR- FORT SMITH,80.78,7,6,8,80.0,81.41,7 [6 - 8],80.78% [80.0% - 81.41%],10,0,18,03-09-2021
18,AR- JONESBORO,80.88,7,6,8,80.0,82.65,7 [6 - 8],80.88% [80.0% - 82.65%],8,0,24,03-09-2021
19,AR- LITTLE ROCK,82.1,83,76,107,80.78,86.15,83 [76 - 107],82.1% [80.78% - 86.15%],121,45,355,03-09-2021
21,AR- SPRINGDALE,84.26,35,32,40,81.42,88.33,35 [32 - 40],84.26% [81.42% - 88.33%],45,15,88,03-09-2021
22,AR- TEXARKANA,83.47,26,22,29,80.0,86.53,26 [22 - 29],83.47% [80.0% - 86.53%],34,0,64,03-09-2021
23,CA- ORANGE CO.,80.37,14,13,16,80.18,80.61,14 [13 - 16],80.37% [80.18% - 80.61%],28,14,47,03-09-2021
25,CA- BAKERSFIELD,80.39,7,6,9,80.19,80.91,7 [6 - 9],80.39% [80.19% - 80.91%],14,7,33,03-09-2021
31,CA- CHICO,80.0,0,0,1,80.0,81.09,0 [0 - 1],80.0% [80.0% - 81.09%],0,0,7,03-09-2021
33,CA- CONTRA COSTA CO.,81.15,14,13,16,80.6,82.0,14 [13 - 16],81.15% [80.6% - 82.0%],23,12,40,03-09-2021
43,CA- FRESNO,80.92,11,10,13,80.31,81.49,11 [10 - 13],80.92% [80.31% - 81.49%],21,7,34,03-09-2021
56,CA- LOS ANGELES,80.4,50,45,56,80.19,80.67,50 [45 - 56],80.4% [80.19% - 80.67%],99,46,166,03-09-2021
58,CA- MODESTO,81.51,14,13,17,80.47,82.73,14 [13 - 17],81.51% [80.47% - 82.73%],26,8,47,03-09-2021
62,CA- NAPA,81.37,7,6,7,80.0,82.58,7 [6 - 7],81.37% [80.0% - 82.58%],8,0,15,03-09-2021
65,CA- ALAMEDA CO.,80.24,7,6,8,80.0,80.47,7 [6 - 8],80.24% [80.0% - 80.47%],8,0,16,03-09-2021
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,0,80.0,80.19,0 [0 - 0],80.09% [80.0% - 80.19%],1,0,2,03-09-2021
73,CA- REDDING,83.14,23,21,26,81.85,85.64,23 [21 - 26],83.14% [81.85% - 85.64%],34,20,61,03-09-2021
77,CA- SACRAMENTO,81.07,35,31,39,80.33,81.8,35 [31 - 39],81.07% [80.33% - 81.8%],51,16,86,03-09-2021
78,CA- SALINAS,80.13,0,0,1,80.0,80.88,0 [0 - 1],80.13% [80.0% - 80.88%],1,0,7,03-09-2021
79,CA- SAN BERNARDINO,80.33,9,8,11,80.12,80.54,9 [8 - 11],80.33% [80.12% - 80.54%],19,7,31,03-09-2021
80,CA- SAN DIEGO,80.74,31,27,35,80.34,81.25,31 [27 - 35],80.74% [80.34% - 81.25%],52,24,88,03-09-2021
81,CA- SAN FRANCISCO,80.39,14,12,15,80.2,80.67,14 [12 - 15],80.39% [80.2% - 80.67%],20,10,34,03-09-2021
82,CA- SAN JOSE,81.39,23,21,26,80.69,82.05,23 [21 - 26],81.39% [80.69% - 82.05%],42,21,62,03-09-2021
83,CA- SAN LUIS OBISPO,81.54,7,6,7,80.0,81.54,7 [6 - 7],81.54% [80.0% - 81.54%],7,0,7,03-09-2021
85,CA- SAN MATEO CO.,80.7,14,13,15,80.33,81.26,14 [13 - 15],80.7% [80.33% - 81.26%],19,9,34,03-09-2021
86,CA- SANTA BARBARA,80.83,7,6,8,80.52,81.55,7 [6 - 8],80.83% [80.52% - 81.55%],8,5,15,03-09-2021
87,CA- SANTA CRUZ,80.0,0,0,1,80.0,82.23,0 [0 - 1],80.0% [80.0% - 82.23%],0,0,8,03-09-2021
89,CA- SANTA ROSA,80.81,7,7,8,80.38,81.24,7 [7 - 8],80.81% [80.38% - 81.24%],15,7,23,03-09-2021
