region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.21,40,36,49,80.38,82.53,40 [36 - 49],81.21% [80.38% - 82.53%],102,32,214,02-16-2021
2,AL- DOTHAN,80.75,0,0,1,80.0,80.9,0 [0 - 1],80.75% [80.0% - 80.9%],10,0,12,02-16-2021
5,AL- HUNTSVILLE,81.76,14,12,15,80.74,82.87,14 [12 - 15],81.76% [80.74% - 82.87%],33,14,54,02-16-2021
6,AL- MOBILE,81.54,14,13,18,80.63,82.98,14 [13 - 18],81.54% [80.63% - 82.98%],44,18,85,02-16-2021
7,AL- MONTGOMERY,81.16,7,6,9,80.45,83.43,7 [6 - 9],81.16% [80.45% - 83.43%],18,7,53,02-16-2021
9,AL- TUSCALOOSA,81.4,7,6,8,81.0,83.61,7 [6 - 8],81.4% [81.0% - 83.61%],14,10,36,02-16-2021
11,AZ- MESA,81.87,13,11,15,80.76,82.98,13 [11 - 15],81.87% [80.76% - 82.98%],37,15,59,02-16-2021
12,AZ- PHOENIX,81.0,24,21,28,80.41,81.77,24 [21 - 28],81.0% [80.41% - 81.77%],76,31,134,02-16-2021
14,AZ- SUN CITY,80.86,0,0,1,80.37,81.36,0 [0 - 1],80.86% [80.37% - 81.36%],7,3,11,02-16-2021
15,AZ- TUCSON,80.55,7,6,7,80.24,80.91,7 [6 - 7],80.55% [80.24% - 80.91%],14,6,23,02-16-2021
16,AR- FORT SMITH,80.94,0,0,2,80.0,82.19,0 [0 - 2],80.94% [80.0% - 82.19%],12,0,28,02-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.22,0 [0 - 0],80.0% [80.0% - 80.22%],0,0,2,02-16-2021
19,AR- LITTLE ROCK,80.8,20,18,25,80.28,81.99,20 [18 - 25],80.8% [80.28% - 81.99%],46,16,115,02-16-2021
21,AR- SPRINGDALE,81.51,7,6,7,80.47,82.18,7 [6 - 7],81.51% [80.47% - 82.18%],16,5,23,02-16-2021
22,AR- TEXARKANA,83.88,20,18,22,81.12,86.22,20 [18 - 22],83.88% [81.12% - 86.22%],38,11,61,02-16-2021
23,CA- ORANGE CO.,80.82,23,21,26,80.47,81.4,23 [21 - 26],80.82% [80.47% - 81.4%],63,36,107,02-16-2021
25,CA- BAKERSFIELD,81.74,21,19,25,80.86,82.82,21 [19 - 25],81.74% [80.86% - 82.82%],63,31,102,02-16-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.62,0 [0 - 0],80.0% [80.0% - 80.62%],0,0,4,02-16-2021
33,CA- CONTRA COSTA CO.,80.8,6,5,7,80.4,81.4,6 [5 - 7],80.8% [80.4% - 81.4%],16,8,28,02-16-2021
43,CA- FRESNO,80.39,3,2,4,80.09,80.83,3 [2 - 4],80.39% [80.09% - 80.83%],9,2,19,02-16-2021
56,CA- LOS ANGELES,80.31,23,20,27,80.13,80.54,23 [20 - 27],80.31% [80.13% - 80.54%],78,33,134,02-16-2021
58,CA- MODESTO,81.57,12,11,14,80.87,83.14,12 [11 - 14],81.57% [80.87% - 83.14%],27,15,54,02-16-2021
62,CA- NAPA,81.55,0,0,1,80.0,82.58,0 [0 - 1],81.55% [80.0% - 82.58%],9,0,15,02-16-2021
65,CA- ALAMEDA CO.,80.56,7,6,8,80.24,80.92,7 [6 - 8],80.56% [80.24% - 80.92%],19,8,31,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,80.19,0,0,0,80.09,80.28,0 [0 - 0],80.19% [80.09% - 80.28%],2,1,3,02-16-2021
73,CA- REDDING,81.39,7,7,9,80.65,82.96,7 [7 - 9],81.39% [80.65% - 82.96%],15,7,32,02-16-2021
77,CA- SACRAMENTO,80.73,14,13,16,80.38,81.53,14 [13 - 16],80.73% [80.38% - 81.53%],35,18,73,02-16-2021
78,CA- SALINAS,81.39,7,6,7,80.88,82.4,7 [6 - 7],81.39% [80.88% - 82.4%],11,7,19,02-16-2021
79,CA- SAN BERNARDINO,80.35,7,6,8,80.17,80.61,7 [6 - 8],80.35% [80.17% - 80.61%],20,10,35,02-16-2021
80,CA- SAN DIEGO,80.87,22,19,25,80.43,81.44,22 [19 - 25],80.87% [80.43% - 81.44%],61,30,101,02-16-2021
81,CA- SAN FRANCISCO,80.65,7,7,10,80.26,81.06,7 [7 - 10],80.65% [80.26% - 81.06%],33,13,54,02-16-2021
82,CA- SAN JOSE,80.53,7,6,8,80.26,80.86,7 [6 - 8],80.53% [80.26% - 80.86%],16,8,26,02-16-2021
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.44,0 [0 - 0],80.0% [80.0% - 80.44%],0,0,2,02-16-2021
85,CA- SAN MATEO CO.,80.33,7,6,7,80.19,80.63,7 [6 - 7],80.33% [80.19% - 80.63%],9,5,17,02-16-2021
86,CA- SANTA BARBARA,80.83,7,6,7,80.41,81.55,7 [6 - 7],80.83% [80.41% - 81.55%],8,4,15,02-16-2021
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,81.67,0 [0 - 0],80.0% [80.0% - 81.67%],0,0,6,02-16-2021
89,CA- SANTA ROSA,80.05,0,0,0,80.0,80.38,0 [0 - 0],80.05% [80.0% - 80.38%],1,0,7,02-16-2021
91,CA- STOCKTON,80.56,1,0,2,80.09,80.85,1 [0 - 2],80.56% [80.09% - 80.85%],6,1,9,02-16-2021
96,CA- VENTURA,80.95,7,6,7,80.51,81.65,7 [6 - 7],80.95% [80.51% - 81.65%],15,8,26,02-16-2021
101,CO- BOULDER,89.05,22,20,26,84.42,97.89,22 [20 - 26],89.05% [84.42% - 97.89%],43,21,85,02-16-2021
102,CO- COLORADO SPRINGS,89.18,49,44,59,84.06,100.77,49 [44 - 59],89.18% [84.06% - 100.77%],95,42,215,02-16-2021
103,CO- DENVER,84.19,96,88,111,82.05,87.89,96 [88 - 111],84.19% [82.05% - 87.89%],200,98,377,02-16-2021
104,CO- FORT COLLINS,82.03,7,6,8,80.78,83.44,7 [6 - 8],82.03% [80.78% - 83.44%],13,5,22,02-16-2021
105,CO- GRAND JUNCTION,83.28,14,13,18,80.88,88.84,14 [13 - 18],83.28% [80.88% - 88.84%],26,7,70,02-16-2021
106,CO- GREELEY,82.19,7,7,8,81.03,83.6,7 [7 - 8],82.19% [81.03% - 83.6%],17,8,28,02-16-2021
107,CO- PUEBLO,117.09,170,152,210,90.65,185.51,170 [152 - 210],117.09% [90.65% - 185.51%],296,85,842,02-16-2021
109,CT- BRIDGEPORT,81.71,9,7,11,80.83,82.83,9 [7 - 11],81.71% [80.83% - 82.83%],29,14,48,02-16-2021
110,CT- HARTFORD,81.44,17,15,19,80.52,82.36,17 [15 - 19],81.44% [80.52% - 82.36%],47,17,77,02-16-2021
111,CT- NEW HAVEN,81.66,27,24,30,80.75,82.75,27 [24 - 30],81.66% [80.75% - 82.75%],64,29,106,02-16-2021
112,DE- WILMINGTON,83.22,24,21,28,81.83,85.69,24 [21 - 28],83.22% [81.83% - 85.69%],60,34,106,02-16-2021
113,DC- WASHINGTON,82.59,57,51,65,81.17,84.28,57 [51 - 65],82.59% [81.17% - 84.28%],142,64,235,02-16-2021
115,FL- BRADENTON,87.33,27,24,31,83.95,93.82,27 [24 - 31],87.33% [83.95% - 93.82%],52,28,98,02-16-2021
116,FL- CLEARWATER,82.02,14,13,16,80.92,83.42,14 [13 - 16],82.02% [80.92% - 83.42%],33,15,56,02-16-2021
118,FL- FORT LAUDERDALE,84.86,197,179,223,82.35,88.39,197 [179 - 223],84.86% [82.35% - 88.39%],423,204,730,02-16-2021
119,FL- FORT MYERS,81.73,29,26,36,80.91,83.74,29 [26 - 36],81.73% [80.91% - 83.74%],66,35,143,02-16-2021
120,FL- GAINESVILLE,81.03,9,7,12,80.16,82.82,9 [7 - 12],81.03% [80.16% - 82.82%],19,3,52,02-16-2021
122,FL- HUDSON,82.88,20,18,22,81.44,85.43,20 [18 - 22],82.88% [81.44% - 85.43%],36,18,68,02-16-2021
123,FL- JACKSONVILLE,82.26,49,44,57,81.04,84.52,49 [44 - 57],82.26% [81.04% - 84.52%],111,51,222,02-16-2021
124,FL- LAKELAND,86.18,29,26,34,83.09,90.86,29 [26 - 34],86.18% [83.09% - 90.86%],66,33,116,02-16-2021
127,FL- MIAMI,85.57,267,243,301,82.64,89.49,267 [243 - 301],85.57% [82.64% - 89.49%],601,285,1023,02-16-2021
129,FL- OCALA,84.68,28,24,32,82.19,87.89,28 [24 - 32],84.68% [82.19% - 87.89%],64,30,108,02-16-2021
130,FL- ORLANDO,83.38,151,138,172,81.6,85.81,151 [138 - 172],83.38% [81.6% - 85.81%],350,166,602,02-16-2021
131,FL- ORMOND BEACH,81.57,10,9,12,80.79,82.66,10 [9 - 12],81.57% [80.79% - 82.66%],26,13,44,02-16-2021
133,FL- PANAMA CITY,80.3,0,0,1,80.0,81.51,0 [0 - 1],80.3% [80.0% - 81.51%],2,0,10,02-16-2021
134,FL- PENSACOLA,81.28,14,12,15,80.3,82.43,14 [12 - 15],81.28% [80.3% - 82.43%],30,7,57,02-16-2021
137,FL- SARASOTA,81.87,14,12,15,80.76,82.84,14 [12 - 15],81.87% [80.76% - 82.84%],27,11,41,02-16-2021
139,FL- ST PETERSBURG,81.69,11,10,13,80.75,82.82,11 [10 - 13],81.69% [80.75% - 82.82%],27,12,45,02-16-2021
140,FL- TALLAHASSEE,80.7,7,6,10,80.37,81.78,7 [6 - 10],80.7% [80.37% - 81.78%],19,10,48,02-16-2021
141,FL- TAMPA,82.98,55,50,63,81.48,85.35,55 [50 - 63],82.98% [81.48% - 85.35%],127,63,228,02-16-2021
142,GA- ALBANY,80.0,0,0,0,80.0,80.75,0 [0 - 0],80.0% [80.0% - 80.75%],0,0,8,02-16-2021
144,GA- ATLANTA,83.57,165,149,193,81.83,86.43,165 [149 - 193],83.57% [81.83% - 86.43%],428,219,770,02-16-2021
