County Name, State Name, Confirmed, Deaths, Recovered, Last Update, FIPS
Baldwin,Alabama,1,0,0,2020-04-10 00:00:00,01003
Elmore,Alabama,1,0,0,2020-04-10 00:00:00,01051
Jefferson,Alabama,17,0,0,2020-04-10 00:00:00,01073
Lee,Alabama,1,0,0,2020-04-10 00:00:00,01081
Limestone,Alabama,1,0,0,2020-04-10 00:00:00,01083
Montgomery,Alabama,2,0,0,2020-04-10 00:00:00,01101
Shelby,Alabama,3,0,0,2020-04-10 00:00:00,01117
Tuscaloosa,Alabama,3,0,0,2020-04-10 00:00:00,01125
Anchorage,Alaska,1,1,0,2020-04-10 00:00:00,02020
Fairbanks North Star,Alaska,2,0,0,2020-04-10 00:00:00,02090
Graham,Arizona,1,0,0,2020-04-10 00:00:00,04009
Maricopa,Arizona,7,0,0,2020-04-10 00:00:00,04013
Pima,Arizona,4,0,0,2020-04-10 00:00:00,04019
Pinal,Arizona,5,0,0,2020-04-10 00:00:00,04021
Cleburne,Arkansas,6,0,0,2020-04-10 00:00:00,05023
Faulkner,Arkansas,2,0,0,2020-04-10 00:00:00,05045
Garland,Arkansas,2,0,0,2020-04-10 00:00:00,05051
Grant,Arkansas,1,0,0,2020-04-10 00:00:00,05053
Jefferson,Arkansas,8,0,0,2020-04-10 00:00:00,05069
Pulaski,Arkansas,2,0,0,2020-04-10 00:00:00,05119
Saline,Arkansas,1,0,0,2020-04-10 00:00:00,05125
Alameda,California,18,0,0,2020-04-10 00:00:00,06001
Calaveras,California,2,0,0,2020-04-10 00:00:00,06009
Contra Costa,California,34,0,0,2020-04-10 00:00:00,06013
Fresno,California,2,0,0,2020-04-10 00:00:00,06019
Humboldt,California,1,0,0,2020-04-10 00:00:00,06023
Imperial,California,2,0,0,2020-04-10 00:00:00,06025
Los Angeles,California,94,1,0,2020-04-10 00:00:00,06037
Madera,California,1,0,0,2020-04-10 00:00:00,06039
Marin,California,11,0,0,2020-04-10 00:00:00,06041
Nevada,California,1,0,0,2020-04-10 00:00:00,06057
Orange,California,22,0,0,2020-04-10 00:00:00,06059
Placer,California,8,1,0,2020-04-10 00:00:00,06061
Riverside,California,13,2,0,2020-04-10 00:00:00,06065
Sacramento,California,33,2,0,2020-04-10 00:00:00,06067
San Benito,California,3,0,0,2020-04-10 00:00:00,06069
San Bernardino,California,2,0,0,2020-04-10 00:00:00,06071
San Diego,California,49,0,0,2020-04-10 00:00:00,06073
San Francisco,California,40,0,0,2020-04-10 00:00:00,06075
San Joaquin,California,13,0,0,2020-04-10 00:00:00,06077
San Luis Obispo,California,3,0,0,2020-04-10 00:00:00,06079
San Mateo,California,41,1,0,2020-04-10 00:00:00,06081
Santa Barbara,California,2,0,0,2020-04-10 00:00:00,06083
Santa Clara,California,138,4,0,2020-04-10 00:00:00,06085
Santa Cruz,California,9,0,0,2020-04-10 00:00:00,06087
Shasta,California,1,0,0,2020-04-10 00:00:00,06089
Solano,California,7,0,0,2020-04-10 00:00:00,06095
Sonoma,California,6,0,0,2020-04-10 00:00:00,06097
Stanislaus,California,3,0,0,2020-04-10 00:00:00,06099
Tulare,California,3,0,0,2020-04-10 00:00:00,06107
Ventura,California,4,0,0,2020-04-10 00:00:00,06111
Yolo,California,2,0,0,2020-04-10 00:00:00,06113
Adams,Colorado,6,0,0,2020-04-10 00:00:00,08001
Arapahoe,Colorado,15,0,0,2020-04-10 00:00:00,08005
Boulder,Colorado,7,0,0,2020-04-10 00:00:00,08013
Clear Creek,Colorado,1,0,0,2020-04-10 00:00:00,08019
Denver,Colorado,26,0,0,2020-04-10 00:00:00,08031
Douglas,Colorado,8,0,0,2020-04-10 00:00:00,08035
Eagle,Colorado,34,0,0,2020-04-10 00:00:00,08037
El Paso,Colorado,4,1,0,2020-04-10 00:00:00,08041
Garfield,Colorado,1,0,0,2020-04-10 00:00:00,08045
Gunnison,Colorado,8,0,0,2020-04-10 00:00:00,08051
Jefferson,Colorado,12,0,0,2020-04-10 00:00:00,08059
Larimer,Colorado,1,0,0,2020-04-10 00:00:00,08069
Mesa,Colorado,1,0,0,2020-04-10 00:00:00,08077
Pitkin,Colorado,11,0,0,2020-04-10 00:00:00,08097
Pueblo,Colorado,1,0,0,2020-04-10 00:00:00,08101
Routt,Colorado,1,0,0,2020-04-10 00:00:00,08107
Summit,Colorado,2,0,0,2020-04-10 00:00:00,08117
Weld,Colorado,5,0,0,2020-04-10 00:00:00,08123
Fairfield,Connecticut,29,0,0,2020-04-10 00:00:00,09001
Hartford,Connecticut,4,0,0,2020-04-10 00:00:00,09003
Litchfield,Connecticut,4,0,0,2020-04-10 00:00:00,09005
New Haven,Connecticut,4,0,0,2020-04-10 00:00:00,09009
New Castle,Delaware,8,0,0,2020-04-10 00:00:00,10003
Riverside,Diamond Princess,2,0,0,2020-04-10 00:00:00,
San Diego,Diamond Princess,1,0,0,2020-04-10 00:00:00,
Sonoma,Diamond Princess,2,0,0,2020-04-10 00:00:00,
unknown,Diamond Princess,44,0,0,2020-04-10 00:00:00,
District of Columbia,District of Columbia,22,0,0,2020-04-10 00:00:00,11001
Alachua,Florida,5,0,0,2020-04-10 00:00:00,12001
Broward,Florida,46,1,0,2020-04-10 00:00:00,12011
Charlotte,Florida,1,0,0,2020-04-10 00:00:00,12015
Citrus,Florida,1,0,0,2020-04-10 00:00:00,12017
Clay,Florida,3,1,0,2020-04-10 00:00:00,12019
Collier,Florida,7,0,0,2020-04-10 00:00:00,12021
Duval,Florida,5,0,0,2020-04-10 00:00:00,12031
Escambia,Florida,1,0,0,2020-04-10 00:00:00,12033
Gadsden,Florida,1,0,0,2020-04-10 00:00:00,12039
Hillsborough,Florida,6,0,0,2020-04-10 00:00:00,12057
Lake,Florida,1,0,0,2020-04-10 00:00:00,12069
Lee,Florida,7,2,0,2020-04-10 00:00:00,12071
Leon,Florida,1,0,0,2020-04-10 00:00:00,12073
Manatee,Florida,5,0,0,2020-04-10 00:00:00,12081
Miami-Dade,Florida,28,0,0,2020-04-10 00:00:00,12086
Nassau,Florida,1,0,0,2020-04-10 00:00:00,12089
Okaloosa,Florida,2,0,0,2020-04-10 00:00:00,12091
Orange,Florida,5,2,0,2020-04-10 00:00:00,12095
Osceola,Florida,5,0,0,2020-04-10 00:00:00,12097
Palm Beach,Florida,10,0,0,2020-04-10 00:00:00,12099
Pasco,Florida,2,0,0,2020-04-10 00:00:00,12101
Pinellas,Florida,4,0,0,2020-04-10 00:00:00,12103
Polk,Florida,1,0,0,2020-04-10 00:00:00,12105
Santa Rosa,Florida,1,1,0,2020-04-10 00:00:00,12113
Sarasota,Florida,4,0,0,2020-04-10 00:00:00,12115
Seminole,Florida,4,0,0,2020-04-10 00:00:00,12117
St. Johns,Florida,3,0,0,2020-04-10 00:00:00,12109
Volusia,Florida,7,0,0,2020-04-10 00:00:00,12127
Bartow,Georgia,9,0,0,2020-04-10 00:00:00,13015
Charlton,Georgia,1,0,0,2020-04-10 00:00:00,13049
Cherokee,Georgia,7,0,0,2020-04-10 00:00:00,13057
Clarke,Georgia,3,0,0,2020-04-10 00:00:00,13059
Clayton,Georgia,4,0,0,2020-04-10 00:00:00,13063
Cobb,Georgia,22,1,0,2020-04-10 00:00:00,13067
Columbia,Georgia,1,0,0,2020-04-10 00:00:00,13073
Coweta,Georgia,2,0,0,2020-04-10 00:00:00,13077
DeKalb,Georgia,10,0,0,2020-04-10 00:00:00,13089
Dougherty,Georgia,6,0,0,2020-04-10 00:00:00,13095
Fayette,Georgia,5,0,0,2020-04-10 00:00:00,13113
Floyd,Georgia,4,0,0,2020-04-10 00:00:00,13115
Forsyth,Georgia,1,0,0,2020-04-10 00:00:00,13117
Fulton,Georgia,27,0,0,2020-04-10 00:00:00,13121
Gordon,Georgia,2,0,0,2020-04-10 00:00:00,13129
Gwinnett,Georgia,5,0,0,2020-04-10 00:00:00,13135
Hall,Georgia,1,0,0,2020-04-10 00:00:00,13139
Henry,Georgia,2,0,0,2020-04-10 00:00:00,13151
Lee,Georgia,2,0,0,2020-04-10 00:00:00,13177
Lowndes,Georgia,3,0,0,2020-04-10 00:00:00,13185
Newton,Georgia,1,0,0,2020-04-10 00:00:00,13217
Paulding,Georgia,1,0,0,2020-04-10 00:00:00,13223
Polk,Georgia,1,0,0,2020-04-10 00:00:00,13233
Richmond,Georgia,1,0,0,2020-04-10 00:00:00,13245
Troup,Georgia,1,0,0,2020-04-10 00:00:00,13285
Ware,Georgia,0,1,0,2020-04-10 00:00:00,13299
San Diego,Grand Princess,1,0,0,2020-04-10 00:00:00,
unknown,Grand Princess,20,0,0,2020-04-10 00:00:00,
Guam,Guam,5,0,0,2020-04-10 00:00:00,66010
Honolulu,Hawaii,8,0,0,2020-04-10 00:00:00,15003
Maui,Hawaii,2,0,0,2020-04-10 00:00:00,15009
Ada,Idaho,2,0,0,2020-04-10 00:00:00,16001
Blaine,Idaho,2,0,0,2020-04-10 00:00:00,16013
Teton,Idaho,1,0,0,2020-04-10 00:00:00,16081
Champaign,Illinois,1,0,0,2020-04-10 00:00:00,17019
Clinton,Illinois,1,0,0,2020-04-10 00:00:00,17027
Cook,Illinois,76,0,2,2020-04-10 00:00:00,17031
Cumberland,Illinois,1,0,0,2020-04-10 00:00:00,17035
DuPage,Illinois,5,0,0,2020-04-10 00:00:00,17043
Kane,Illinois,3,0,0,2020-04-10 00:00:00,17089
Lake,Illinois,6,0,0,2020-04-10 00:00:00,17097
McHenry,Illinois,2,0,0,2020-04-10 00:00:00,17111
Peoria,Illinois,1,0,0,2020-04-10 00:00:00,17143
Sangamon,Illinois,3,0,0,2020-04-10 00:00:00,17167
St. Clair,Illinois,2,0,0,2020-04-10 00:00:00,17163
Whiteside,Illinois,1,0,0,2020-04-10 00:00:00,17195
Will,Illinois,1,0,0,2020-04-10 00:00:00,17197
Winnebago,Illinois,1,0,0,2020-04-10 00:00:00,17201
Woodford,Illinois,1,0,0,2020-04-10 00:00:00,17203
