County Name, State Name, Confirmed, Deaths, Recovered, Last Update, FIPS
Maricopa,Arizona,2,0,0,2020-04-10 00:00:00,04013
Pima,Arizona,1,0,0,2020-04-10 00:00:00,04019
Pinal,Arizona,3,0,0,2020-04-10 00:00:00,04021
Alameda,California,5,0,0,2020-04-10 00:00:00,06001
Calaveras,California,2,0,0,2020-04-10 00:00:00,06009
Contra Costa,California,10,0,0,2020-04-10 00:00:00,06013
Fresno,California,1,0,0,2020-04-10 00:00:00,06019
Humboldt,California,1,0,0,2020-04-10 00:00:00,06023
Los Angeles,California,20,0,0,2020-04-10 00:00:00,06037
Madera,California,1,0,0,2020-04-10 00:00:00,06039
Marin,California,1,0,0,2020-04-10 00:00:00,06041
Orange,California,5,0,0,2020-04-10 00:00:00,06059
Placer,California,7,1,0,2020-04-10 00:00:00,06061
Riverside,California,4,0,0,2020-04-10 00:00:00,06065
Sacramento,California,11,1,0,2020-04-10 00:00:00,06067
San Benito,California,2,0,0,2020-04-10 00:00:00,06069
San Diego,California,1,0,0,2020-04-10 00:00:00,06073
San Francisco,California,14,0,0,2020-04-10 00:00:00,06075
San Joaquin,California,1,0,0,2020-04-10 00:00:00,06077
San Mateo,California,8,0,0,2020-04-10 00:00:00,06081
Santa Clara,California,48,1,0,2020-04-10 00:00:00,06085
Santa Cruz,California,2,0,0,2020-04-10 00:00:00,06087
Shasta,California,1,0,0,2020-04-10 00:00:00,06089
Solano,California,6,0,0,2020-04-10 00:00:00,06095
Sonoma,California,2,0,0,2020-04-10 00:00:00,06097
Ventura,California,1,0,0,2020-04-10 00:00:00,06111
Yolo,California,1,0,0,2020-04-10 00:00:00,06113
Arapahoe,Colorado,2,0,0,2020-04-10 00:00:00,08005
Denver,Colorado,5,0,0,2020-04-10 00:00:00,08031
Douglas,Colorado,3,0,0,2020-04-10 00:00:00,08035
Eagle,Colorado,3,0,0,2020-04-10 00:00:00,08037
El Paso,Colorado,1,0,0,2020-04-10 00:00:00,08041
Jefferson,Colorado,1,0,0,2020-04-10 00:00:00,08059
Larimer,Colorado,1,0,0,2020-04-10 00:00:00,08069
Summit,Colorado,1,0,0,2020-04-10 00:00:00,08117
Fairfield,Connecticut,1,0,0,2020-04-10 00:00:00,09001
Litchfield,Connecticut,1,0,0,2020-04-10 00:00:00,09005
Riverside,Diamond Princess,2,0,0,2020-04-10 00:00:00,
