region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.97,40,36,49,80.28,82.06,40 [36 - 49],80.97% [80.28% - 82.06%],82,24,174,02-16-2021
2,AL- DOTHAN,80.6,0,0,1,80.0,80.75,0 [0 - 1],80.6% [80.0% - 80.75%],8,0,10,02-16-2021
5,AL- HUNTSVILLE,81.44,14,12,15,80.53,82.23,14 [12 - 15],81.44% [80.53% - 82.23%],27,10,42,02-16-2021
6,AL- MOBILE,81.23,14,13,18,80.53,82.42,14 [13 - 18],81.23% [80.53% - 82.42%],35,15,69,02-16-2021
7,AL- MONTGOMERY,80.97,7,6,9,80.32,82.85,7 [6 - 9],80.97% [80.32% - 82.85%],15,5,44,02-16-2021
9,AL- TUSCALOOSA,81.0,7,6,8,80.8,82.71,7 [6 - 8],81.0% [80.8% - 82.71%],10,8,27,02-16-2021
11,AZ- MESA,81.46,13,11,15,80.61,82.37,13 [11 - 15],81.46% [80.61% - 82.37%],29,12,47,02-16-2021
12,AZ- PHOENIX,80.78,24,21,28,80.32,81.4,24 [21 - 28],80.78% [80.32% - 81.4%],59,24,106,02-16-2021
14,AZ- SUN CITY,80.62,0,0,1,80.25,80.99,0 [0 - 1],80.62% [80.25% - 80.99%],5,2,8,02-16-2021
15,AZ- TUCSON,80.44,7,6,7,80.16,80.71,7 [6 - 7],80.44% [80.16% - 80.71%],11,4,18,02-16-2021
16,AR- FORT SMITH,80.62,0,0,2,80.0,81.72,0 [0 - 2],80.62% [80.0% - 81.72%],8,0,22,02-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.11,0 [0 - 0],80.0% [80.0% - 80.11%],0,0,1,02-16-2021
19,AR- LITTLE ROCK,80.64,20,18,25,80.19,81.59,20 [18 - 25],80.64% [80.19% - 81.59%],37,11,92,02-16-2021
21,AR- SPRINGDALE,81.23,7,6,7,80.28,81.7,7 [6 - 7],81.23% [80.28% - 81.7%],13,3,18,02-16-2021
22,AR- TEXARKANA,83.16,20,18,22,80.82,85.1,20 [18 - 22],83.16% [80.82% - 85.1%],31,8,50,02-16-2021
23,CA- ORANGE CO.,80.64,23,21,26,80.35,81.1,23 [21 - 26],80.64% [80.35% - 81.1%],49,27,84,02-16-2021
25,CA- BAKERSFIELD,81.38,21,19,25,80.66,82.24,21 [19 - 25],81.38% [80.66% - 82.24%],50,24,81,02-16-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.47,0 [0 - 0],80.0% [80.0% - 80.47%],0,0,3,02-16-2021
33,CA- CONTRA COSTA CO.,80.6,6,5,7,80.3,81.1,6 [5 - 7],80.6% [80.3% - 81.1%],12,6,22,02-16-2021
43,CA- FRESNO,80.31,3,2,4,80.0,80.66,3 [2 - 4],80.31% [80.0% - 80.66%],7,0,15,02-16-2021
56,CA- LOS ANGELES,80.24,23,20,27,80.1,80.42,23 [20 - 27],80.24% [80.1% - 80.42%],59,25,103,02-16-2021
58,CA- MODESTO,81.28,12,11,14,80.64,82.56,12 [11 - 14],81.28% [80.64% - 82.56%],22,11,44,02-16-2021
62,CA- NAPA,81.03,0,0,1,80.0,82.06,0 [0 - 1],81.03% [80.0% - 82.06%],6,0,12,02-16-2021
65,CA- ALAMEDA CO.,80.44,7,6,8,80.18,80.74,7 [6 - 8],80.44% [80.18% - 80.74%],15,6,25,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,0,80.09,80.28,0 [0 - 0],80.09% [80.09% - 80.28%],1,1,3,02-16-2021
73,CA- REDDING,81.11,7,7,9,80.55,82.4,7 [7 - 9],81.11% [80.55% - 82.4%],12,6,26,02-16-2021
77,CA- SACRAMENTO,80.56,14,13,16,80.29,81.21,14 [13 - 16],80.56% [80.29% - 81.21%],27,14,58,02-16-2021
