region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.38,33,29,39,80.15,80.84,33 [29 - 39],80.38% [80.15% - 80.84%],32,13,71,02-16-2021
2,AL- DOTHAN,80.0,0,0,1,80.0,80.45,0 [0 - 1],80.0% [80.0% - 80.45%],0,0,6,02-16-2021
5,AL- HUNTSVILLE,80.74,14,12,15,80.32,81.12,14 [12 - 15],80.74% [80.32% - 81.12%],14,6,21,02-16-2021
6,AL- MOBILE,80.56,7,6,10,80.32,81.02,7 [6 - 10],80.56% [80.32% - 81.02%],16,9,29,02-16-2021
7,AL- MONTGOMERY,80.52,7,6,9,80.06,81.36,7 [6 - 9],80.52% [80.06% - 81.36%],8,1,21,02-16-2021
9,AL- TUSCALOOSA,80.6,7,6,8,80.4,81.1,7 [6 - 8],80.6% [80.4% - 81.1%],6,4,11,02-16-2021
11,AZ- MESA,80.71,11,10,13,80.3,81.21,11 [10 - 13],80.71% [80.3% - 81.21%],14,6,24,02-16-2021
12,AZ- PHOENIX,80.37,23,20,27,80.15,80.71,23 [20 - 27],80.37% [80.15% - 80.71%],28,11,54,02-16-2021
14,AZ- SUN CITY,80.37,0,0,1,80.12,80.49,0 [0 - 1],80.37% [80.12% - 80.49%],3,1,4,02-16-2021
15,AZ- TUCSON,80.16,7,6,7,80.04,80.36,7 [6 - 7],80.16% [80.04% - 80.36%],4,1,9,02-16-2021
16,AR- FORT SMITH,80.0,0,0,2,80.0,80.94,0 [0 - 2],80.0% [80.0% - 80.94%],0,0,12,02-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
19,AR- LITTLE ROCK,80.33,19,17,22,80.07,80.69,19 [17 - 22],80.33% [80.07% - 80.69%],19,4,40,02-16-2021
21,AR- SPRINGDALE,80.76,7,6,7,80.0,80.95,7 [6 - 7],80.76% [80.0% - 80.95%],8,0,10,02-16-2021
22,AR- TEXARKANA,81.33,9,8,12,80.41,82.24,9 [8 - 12],81.33% [80.41% - 82.24%],13,4,22,02-16-2021
23,CA- ORANGE CO.,80.34,22,20,24,80.17,80.52,22 [20 - 24],80.34% [80.17% - 80.52%],26,13,40,02-16-2021
25,CA- BAKERSFIELD,80.61,17,15,20,80.28,81.0,17 [15 - 20],80.61% [80.28% - 81.0%],22,10,36,02-16-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
33,CA- CONTRA COSTA CO.,80.35,6,5,7,80.15,80.55,6 [5 - 7],80.35% [80.15% - 80.55%],7,3,11,02-16-2021
43,CA- FRESNO,80.18,3,2,4,80.0,80.26,3 [2 - 4],80.18% [80.0% - 80.26%],4,0,6,02-16-2021
56,CA- LOS ANGELES,80.12,23,20,27,80.04,80.22,23 [20 - 27],80.12% [80.04% - 80.22%],30,11,54,02-16-2021
58,CA- MODESTO,80.64,9,8,11,80.23,81.05,9 [8 - 11],80.64% [80.23% - 81.05%],11,4,18,02-16-2021
62,CA- NAPA,80.17,0,0,1,80.0,81.2,0 [0 - 1],80.17% [80.0% - 81.2%],1,0,7,02-16-2021
65,CA- ALAMEDA CO.,80.24,7,6,8,80.12,80.38,7 [6 - 8],80.24% [80.12% - 80.38%],8,4,13,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,0,80.0,80.09,0 [0 - 0],80.09% [80.0% - 80.09%],1,0,1,02-16-2021
73,CA- REDDING,80.37,7,6,7,80.0,80.83,7 [6 - 7],80.37% [80.0% - 80.83%],4,0,9,02-16-2021
77,CA- SACRAMENTO,80.29,12,11,14,80.15,80.52,12 [11 - 14],80.29% [80.15% - 80.52%],14,7,25,02-16-2021
78,CA- SALINAS,80.5,7,6,7,80.5,80.88,7 [6 - 7],80.5% [80.5% - 80.88%],4,4,7,02-16-2021
79,CA- SAN BERNARDINO,80.12,7,6,8,80.05,80.22,7 [6 - 8],80.12% [80.05% - 80.22%],7,3,13,02-16-2021
80,CA- SAN DIEGO,80.37,22,19,25,80.14,80.61,22 [19 - 25],80.37% [80.14% - 80.61%],26,10,43,02-16-2021
81,CA- SAN FRANCISCO,80.28,7,7,9,80.08,80.43,7 [7 - 9],80.28% [80.08% - 80.43%],14,4,22,02-16-2021
82,CA- SAN JOSE,80.23,7,6,8,80.1,80.36,7 [6 - 8],80.23% [80.1% - 80.36%],7,3,11,02-16-2021
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
85,CA- SAN MATEO CO.,80.15,7,6,7,80.04,80.3,7 [6 - 7],80.15% [80.04% - 80.3%],4,1,8,02-16-2021
86,CA- SANTA BARBARA,80.41,7,6,7,80.0,80.72,7 [6 - 7],80.41% [80.0% - 80.72%],4,0,7,02-16-2021
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.56,0 [0 - 0],80.0% [80.0% - 80.56%],0,0,2,02-16-2021
89,CA- SANTA ROSA,80.0,0,0,0,80.0,80.11,0 [0 - 0],80.0% [80.0% - 80.11%],0,0,2,02-16-2021
91,CA- STOCKTON,80.28,1,0,2,80.0,80.28,1 [0 - 2],80.28% [80.0% - 80.28%],3,0,3,02-16-2021
96,CA- VENTURA,80.38,7,6,7,80.19,80.7,7 [6 - 7],80.38% [80.19% - 80.7%],6,3,11,02-16-2021
101,CO- BOULDER,83.16,14,13,17,81.68,86.32,14 [13 - 17],83.16% [81.68% - 86.32%],15,8,30,02-16-2021
102,CO- COLORADO SPRINGS,83.19,32,29,38,81.55,86.76,32 [29 - 38],83.19% [81.55% - 86.76%],33,16,70,02-16-2021
103,CO- DENVER,81.67,72,65,82,80.82,82.93,72 [65 - 82],81.67% [80.82% - 82.93%],80,39,140,02-16-2021
104,CO- FORT COLLINS,80.78,7,6,7,80.31,81.41,7 [6 - 7],80.78% [80.31% - 81.41%],5,2,9,02-16-2021
