Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Afghanistan,Afghanistan,6053,714,153,17,1737,-8,4163,705,2020-05-15 23:00:00,AFG,,,,
Albania,Albania,898,18,31,0,681,3,186,15,2020-05-15 23:00:00,ALB,,,,
Algeria,Algeria,6442,189,529,7,3082,143,2831,39,2020-05-15 23:00:00,DZA,,,,
Andorra,Andorra,761,0,49,0,673,6,39,-6,2020-05-15 23:00:00,AND,,,,
Angola,Angola,48,3,2,0,22,0,24,3,2020-05-15 23:00:00,AGO,,,,
Anguilla,Anguilla,3,0,0,0,2,0,1,0,2020-05-15 23:00:00,AIA,,,,
Antigua and Barbuda,Antigua and Barbuda,25,0,3,0,20,0,2,0,2020-05-15 23:00:00,ATG,,,,
Armenia,Armenia,4044,208,52,3,1882,71,2110,134,2020-05-15 23:00:00,ARM,,,,
Aruba,Aruba,101,0,3,0,94,1,4,-1,2020-05-15 23:00:00,ABW,,,,
Australia,Australia,6989,14,98,0,6552,33,339,-19,2020-05-15 23:00:00,AUS,,,,
Azerbaijan,Azerbaijan,2879,121,35,0,1625,37,1219,84,2020-05-15 23:00:00,AZE,,,,
Bahamas,Bahamas,94,1,11,0,62,1,21,0,2020-05-15 23:00:00,BHS,,,,
Bahrain,Bahrain,6418,349,10,0,2834,115,3574,234,2020-05-15 23:00:00,BHR,,,,
Bangladesh,Bangladesh,20065,1202,298,15,6635,485,13132,702,2020-05-15 23:00:00,BGD,,,,
Barbados,Barbados,85,0,7,0,70,1,8,-1,2020-05-15 23:00:00,BRB,,,,
Belarus,Belarus,26772,932,151,2,11812,753,14809,177,2020-05-15 23:00:00,BLR,,,,
Belize,Belize,18,0,2,0,15,0,1,0,2020-05-15 23:00:00,BLZ,,,,
Benin,Benin,339,12,2,0,71,12,266,0,2020-05-15 23:00:00,BEN,,,,
Bermuda,Bermuda,121,0,8,0,94,3,19,-3,2020-05-15 23:00:00,BMU,,,,
Bhutan,Bhutan,20,5,0,0,6,0,14,5,2020-05-15 23:00:00,BTN,,,,
Bolivia,Bolivia,3148,184,142,14,824,38,2182,132,2020-05-15 23:00:00,BOL,,,,
Bosnia and Herzegovina,Bosnia and Herzegovina,2216,35,123,4,1510,82,583,-51,2020-05-15 23:00:00,BIH,,,,
Botswana,Botswana,24,0,1,0,19,0,4,0,2020-05-15 23:00:00,BWA,,,,
British Virgin Islands,British Virgin Islands,7,0,1,0,4,0,2,0,2020-05-15 23:00:00,VGB,,,,
Brunei,Brunei,141,0,1,0,136,0,4,0,2020-05-15 23:00:00,BRN,,,,
Bulgaria,Bulgaria,2100,31,99,3,1255,54,746,-26,2020-05-15 23:00:00,BGR,,,,
Burkina Faso,Burkina Faso,773,0,51,0,560,8,162,-8,2020-05-15 23:00:00,BFA,,,,
Burundi,Burundi,27,0,1,0,12,1,14,-1,2020-05-15 23:00:00,BDI,,,,
Cabo Verde,Cabo Verde,315,26,2,0,103,12,210,14,2020-05-15 23:00:00,CPV,,,,
Cambodia,Cambodia,122,0,0,0,121,0,1,0,2020-05-15 23:00:00,KHM,,,,
Cameroon,Cameroon,2954,154,139,3,1476,23,1339,128,2020-05-15 23:00:00,CMR,,,,
Cayman Islands,Cayman Islands,86,1,1,0,67,1,18,0,2020-05-15 23:00:00,CYM,,,,
Central African Republic,Central African Republic,221,34,0,0,53,11,168,23,2020-05-15 23:00:00,CAF,,,,
Chad,Chad,399,27,46,4,17,13,336,10,2020-05-15 23:00:00,TCD,,,,
Comoros,Comoros,11,0,1,0,0,1,10,-1,2020-05-15 23:00:00,COM,,,,
Republic of the Congo,Republic of the Congo,391,50,15,4,181,-3,195,49,2020-05-15 23:00:00,COG,,,,
Costa Rica,Costa Rica,815,11,7,0,676,9,132,2,2020-05-15 23:00:00,CRI,,,,
Cote d'Ivoire,Cote d'Ivoire,1971,59,24,0,1114,35,833,24,2020-05-15 23:00:00,CIV,,,,
Croatia,Croatia,2221,8,94,0,1888,20,239,-12,2020-05-15 23:00:00,HRV,,,,
Cuba,Cuba,1830,20,79,0,1269,36,482,-16,2020-05-15 23:00:00,CUB,,,,
Curacao,Curacao,16,0,1,0,14,0,1,0,2020-05-15 23:00:00,CUW,,,,
