Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Afghanistan,Afghanistan,80,6,2,1,3,-1,75,6,2020-03-26 23:00:00,AFG,,,,
Albania,Albania,174,28,5,0,13,10,156,18,2020-03-26 23:00:00,ALB,,,,
Algeria,Algeria,264,0,17,0,3,3,244,-3,2020-03-26 23:00:00,DZA,,,,
Andorra,Andorra,213,25,3,2,-2,-2,212,25,2020-03-26 23:00:00,AND,,,,
Angola,Angola,2,0,0,0,0,0,2,0,2020-03-26 23:00:00,AGO,,,,
Anguilla,Anguilla,2,2,0,0,0,0,2,2,2020-03-26 23:00:00,AIA,,,,
Antigua and Barbuda,Antigua and Barbuda,3,0,0,0,0,0,3,0,2020-03-26 23:00:00,ATG,,,,
Armenia,Armenia,290,25,0,0,0,0,290,25,2020-03-26 23:00:00,ARM,,,,
Aruba,Aruba,19,7,0,0,0,0,19,7,2020-03-26 23:00:00,ABW,,,,
Australia,Australia,2799,376,11,3,106,12,2682,361,2020-03-26 23:00:00,AUS,,,,
Austria,Austria,5888,606,34,4,258,141,5596,461,2020-03-26 23:00:00,AUT,,,,
Azerbaijan,Azerbaijan,93,6,2,1,6,0,85,5,2020-03-26 23:00:00,AZE,,,,
Bahamas,Bahamas,5,1,0,0,0,0,5,1,2020-03-26 23:00:00,BHS,,,,
Bahrain,Bahrain,457,38,4,1,158,4,295,33,2020-03-26 23:00:00,BHR,,,,
Bangladesh,Bangladesh,44,5,5,1,-2,-1,41,5,2020-03-26 23:00:00,BGD,,,,
Barbados,Barbados,18,0,0,0,0,0,18,0,2020-03-26 23:00:00,BRB,,,,
Belarus,Belarus,86,5,0,0,9,0,77,5,2020-03-26 23:00:00,BLR,,,,
Belgium,Belgium,4937,668,178,56,76,-18,4683,630,2020-03-26 23:00:00,BEL,,,,
Belize,Belize,2,1,0,0,0,0,2,1,2020-03-26 23:00:00,BLZ,,,,
Benin,Benin,6,1,0,0,0,0,6,1,2020-03-26 23:00:00,BEN,,,,
Bermuda,Bermuda,7,1,0,0,0,0,7,1,2020-03-26 23:00:00,BMU,,,,
Bhutan,Bhutan,3,1,0,0,0,0,3,1,2020-03-26 23:00:00,BTN,,,,
Bolivia,Bolivia,39,11,0,0,1,0,38,11,2020-03-26 23:00:00,BOL,,,,
Bosnia and Herzegovina,Bosnia and Herzegovina,173,9,3,1,0,-1,170,9,2020-03-26 23:00:00,BIH,,,,
British Virgin Islands,British Virgin Islands,2,2,0,0,0,0,2,2,2020-03-26 23:00:00,VGB,,,,
Brunei,Brunei,109,5,0,0,9,0,100,5,2020-03-26 23:00:00,BRN,,,,
Bulgaria,Bulgaria,242,22,3,0,2,0,237,22,2020-03-26 23:00:00,BGR,,,,
Burkina Faso,Burkina Faso,146,32,3,0,-1,0,144,32,2020-03-26 23:00:00,BFA,,,,
Cabo Verde,Cabo Verde,3,0,0,0,0,0,3,0,2020-03-26 23:00:00,CPV,,,,
Cambodia,Cambodia,96,5,0,0,4,2,92,3,2020-03-26 23:00:00,KHM,,,,
Cameroon,Cameroon,75,5,1,0,0,0,74,5,2020-03-26 23:00:00,CMR,,,,
Cayman Islands,Cayman Islands,8,3,1,0,-1,0,8,3,2020-03-26 23:00:00,CYM,,,,
Central African Republic,Central African Republic,5,1,0,0,0,0,5,1,2020-03-26 23:00:00,CAF,,,,
Chad,Chad,3,0,0,0,0,0,3,0,2020-03-26 23:00:00,TCD,,,,
Republic of the Congo,Republic of the Congo,4,0,0,0,0,0,4,0,2020-03-26 23:00:00,COG,,,,
Costa Rica,Costa Rica,201,24,2,0,8,0,191,24,2020-03-26 23:00:00,CRI,,,,
Cote d'Ivoire,Cote d'Ivoire,80,8,0,0,0,0,80,8,2020-03-26 23:00:00,CIV,,,,
Croatia,Croatia,418,36,1,0,15,0,402,36,2020-03-26 23:00:00,HRV,,,,
Cuba,Cuba,67,19,1,0,-1,0,67,19,2020-03-26 23:00:00,CUB,,,,
Curacao,Curacao,7,1,1,0,-1,0,7,1,2020-03-26 23:00:00,CUW,,,,
Cyprus,Cyprus,132,8,3,0,1,2,128,6,2020-03-26 23:00:00,CYP,,,,
Czech Republic,Czech Republic,1654,260,6,3,87,41,1561,216,2020-03-26 23:00:00,CZE,,,,
Democratic Republic of the Congo,Democratic Republic of the Congo,51,6,3,1,-2,-1,50,6,2020-03-26 23:00:00,COD,,,,
Denmark,Denmark,1724,133,34,2,512,109,1178,22,2020-03-26 23:00:00,DNK,,,,
Djibouti,Djibouti,12,0,0,0,0,0,12,0,2020-03-26 23:00:00,DJI,,,,
Dominica,Dominica,11,9,0,0,0,0,11,9,2020-03-26 23:00:00,DMA,,,,
Dominican Republic,Dominican Republic,488,176,10,4,-5,-4,483,176,2020-03-26 23:00:00,DOM,,,,
Ecuador,Ecuador,1211,162,8,0,5,1,1198,161,2020-03-26 23:00:00,ECU,,,,
Egypt,Egypt,456,14,21,0,33,0,402,14,2020-03-26 23:00:00,EGY,,,,
El Salvador,El Salvador,13,8,0,0,0,0,13,8,2020-03-26 23:00:00,SLV,,,,
Equatorial Guinea,Equatorial Guinea,6,0,0,0,0,0,6,0,2020-03-26 23:00:00,GNQ,,,,
Eritrea,Eritrea,4,3,0,0,0,0,4,3,2020-03-26 23:00:00,ERI,,,,
Estonia,Estonia,404,35,1,1,9,-1,394,35,2020-03-26 23:00:00,EST,,,,
eSwatini,eSwatini,4,0,0,0,0,0,4,0,2020-03-26 23:00:00,SWZ,,,,
Ethiopia,Ethiopia,12,0,0,0,0,0,12,0,2020-03-26 23:00:00,ETH,,,,
Faroe Islands,Faroe Islands,132,10,0,0,1,0,131,10,2020-03-26 23:00:00,FRO,,,,
Fiji,Fiji,5,0,0,0,0,0,5,0,2020-03-26 23:00:00,FJI,,,,
Finland,Finland,880,88,3,2,122,91,755,-5,2020-03-26 23:00:00,FIN,,,,
France,France,24920,2895,1331,231,519,-221,23070,2885,2020-03-26 23:00:00,FRA,,,,
French Guiana,French Guiana,28,5,0,0,4,0,24,5,2020-03-26 23:00:00,GUF,,,,
French Polynesia,French Polynesia,25,0,0,0,0,0,25,0,2020-03-26 23:00:00,PYF,,,,
Gabon,Gabon,6,0,1,0,-1,0,6,0,2020-03-26 23:00:00,GAB,,,,
Gambia,Gambia,2,0,0,0,0,0,2,0,2020-03-26 23:00:00,GMB,,,,
Georgia (country),Georgia,77,4,0,0,20,2,57,2,2020-03-26 23:00:00,GEO,,,,
Ghana,Ghana,132,79,2,0,-2,0,132,79,2020-03-26 23:00:00,GHA,,,,
Gibraltar,Gibraltar,26,11,0,0,0,0,26,11,2020-03-26 23:00:00,GIB,,,,
Greenland,Greenland,5,1,0,0,0,0,5,1,2020-03-26 23:00:00,GRL,,,,
Grenada,Grenada,7,6,0,0,0,0,7,6,2020-03-26 23:00:00,GRD,,,,
Guadeloupe,Guadeloupe,76,3,0,0,0,0,76,3,2020-03-26 23:00:00,GLP,,,,
Guatemala,Guatemala,24,3,1,0,-1,0,24,3,2020-03-26 23:00:00,GTM,,,,
Guernsey,Guernsey,30,7,0,0,0,0,30,7,2020-03-26 23:00:00,GGY,,,,
Guinea,Guinea,4,0,0,0,0,0,4,0,2020-03-26 23:00:00,GIN,,,,
Guinea-Bissau,Guinea-Bissau,2,2,0,0,0,0,2,2,2020-03-26 23:00:00,GNB,,,,
Guyana,Guyana,5,0,1,0,-1,0,5,0,2020-03-26 23:00:00,GUY,,,,
Haiti,Haiti,8,1,0,0,0,0,8,1,2020-03-26 23:00:00,HTI,,,,
Vatican City,Vatican City,4,3,0,0,0,0,4,3,2020-03-26 23:00:00,VAT,,,,
Honduras,Honduras,52,22,1,1,0,0,51,21,2020-03-26 23:00:00,HND,,,,
Hungary,Hungary,261,35,10,0,0,0,251,35,2020-03-26 23:00:00,HUN,,,,
Iceland,Iceland,737,89,2,0,47,0,688,89,2020-03-26 23:00:00,ISL,,,,
Indonesia,Indonesia,893,103,78,20,-50,-14,865,97,2020-03-26 23:00:00,IDN,,,,
Iran,Iran,29406,2389,2234,157,5961,729,21211,1503,2020-03-26 23:00:00,IRN,,,,
Iraq,Iraq,382,36,36,7,21,-7,325,36,2020-03-26 23:00:00,IRQ,,,,
Ireland,Ireland,1564,235,9,2,47,20,1508,213,2020-03-26 23:00:00,IRL,,,,
Isle of Man,Isle of Man,23,0,0,0,0,0,23,0,2020-03-26 23:00:00,IMN,,,,
Israel,Israel,2369,199,5,0,75,19,2289,180,2020-03-26 23:00:00,ISR,,,,
Italy,Italy,74386,5210,7505,685,4827,1497,62054,3028,2020-03-26 23:00:00,ITA,,,,
Jamaica,Jamaica,26,5,1,0,0,0,25,5,2020-03-26 23:00:00,JAM,,,,
Japan,Japan,1291,98,45,2,485,41,761,55,2020-03-26 23:00:00,JPN,,,,
Jersey,Jersey,18,2,0,0,1,1,17,1,2020-03-26 23:00:00,JEY,,,,
Jordan,Jordan,172,19,0,0,0,0,172,19,2020-03-26 23:00:00,JOR,,,,
Kazakhstan,Kazakhstan,97,18,0,0,0,0,97,18,2020-03-26 23:00:00,KAZ,,,,
Kenya,Kenya,25,0,0,0,0,0,25,0,2020-03-26 23:00:00,KEN,,,,
Kosovo,Kosovo,71,8,1,0,-1,0,71,8,2020-03-26 23:00:00,SRB,,,,
Kuwait,Kuwait,208,13,0,0,70,9,138,4,2020-03-26 23:00:00,KWT,,,,
Kyrgyzstan,Kyrgyzstan,44,2,0,0,0,0,44,2,2020-03-26 23:00:00,KGZ,,,,
Laos,Laos,3,1,0,0,0,0,3,1,2020-03-26 23:00:00,LAO,,,,
Latvia,Latvia,221,24,0,0,12,4,209,20,2020-03-26 23:00:00,LVA,,,,
Lebanon,Lebanon,368,35,6,2,47,2,315,31,2020-03-26 23:00:00,LBN,,,,
Liberia,Liberia,3,0,0,0,0,0,3,0,2020-03-26 23:00:00,LBR,,,,
Libya,Libya,1,0,0,0,0,0,1,0,2020-03-26 23:00:00,LBY,,,,
Liechtenstein,Liechtenstein,51,4,0,0,3,3,48,1,2020-03-26 23:00:00,LIE,,,,
Lithuania,Lithuania,274,65,4,2,-1,-1,271,64,2020-03-26 23:00:00,LTU,,,,
Luxembourg,Luxembourg,1333,234,8,0,5,8,1320,226,2020-03-26 23:00:00,LUX,,,,
Madagascar,Madagascar,19,0,0,0,0,0,19,0,2020-03-26 23:00:00,MDG,,,,
Malaysia,Malaysia,1796,0,21,5,87,-5,1688,0,2020-03-26 23:00:00,MYS,,,,
