Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Afghanistan,Afghanistan,17267,775,294,24,6837,401,10136,350,2020-06-03 23:00:00,AFG,,,,
Albania,Albania,1176,12,33,0,896,16,247,-4,2020-06-03 23:00:00,ALB,,,,
Algeria,Algeria,9626,113,667,6,6126,168,2833,-61,2020-06-03 23:00:00,DZA,,,,
Andorra,Andorra,844,79,51,0,706,0,87,79,2020-06-03 23:00:00,AND,,,,
Angola,Angola,86,0,4,0,44,2,38,-2,2020-06-03 23:00:00,AGO,,,,
Anguilla,Anguilla,3,0,0,0,3,0,0,0,2020-06-03 23:00:00,AIA,,,,
Antigua and Barbuda,Antigua and Barbuda,25,0,3,0,21,0,1,0,2020-06-03 23:00:00,ATG,,,,
Armenia,Armenia,10524,515,170,12,4557,199,5797,304,2020-06-03 23:00:00,ARM,,,,
Aruba,Aruba,101,0,3,0,97,0,1,0,2020-06-03 23:00:00,ABW,,,,
Australia,Australia,7221,17,103,0,6913,11,205,6,2020-06-03 23:00:00,AUS,,,,
Azerbaijan,Azerbaijan,5935,273,71,3,3140,115,2724,155,2020-06-03 23:00:00,AZE,,,,
Bahamas,Bahamas,102,0,11,0,81,0,10,0,2020-06-03 23:00:00,BHS,,,,
Bahrain,Bahrain,12311,440,19,0,6720,154,5572,286,2020-06-03 23:00:00,BHR,,,,
Bangladesh,Bangladesh,52445,2911,709,37,22778,1403,28958,1471,2020-06-03 23:00:00,BGD,,,,
Barbados,Barbados,92,0,7,0,79,0,6,0,2020-06-03 23:00:00,BRB,,,,
Belarus,Belarus,44255,852,243,3,28310,1026,15702,-177,2020-06-03 23:00:00,BLR,,,,
Belize,Belize,18,0,2,0,16,0,0,0,2020-06-03 23:00:00,BLZ,,,,
Benin,Benin,244,1,3,0,119,2,122,-1,2020-06-03 23:00:00,BEN,,,,
Bermuda,Bermuda,141,1,9,0,112,1,20,0,2020-06-03 23:00:00,BMU,,,,
Bhutan,Bhutan,47,0,0,0,18,0,29,0,2020-06-03 23:00:00,BTN,,,,
Bolivia,Bolivia,10531,549,343,30,3375,126,6813,393,2020-06-03 23:00:00,BOL,,,,
Bosnia and Herzegovina,Bosnia and Herzegovina,2534,11,156,3,2064,17,314,-9,2020-06-03 23:00:00,BIH,,,,
Botswana,Botswana,40,2,1,0,23,0,16,2,2020-06-03 23:00:00,BWA,,,,
British Virgin Islands,British Virgin Islands,8,0,1,0,6,0,1,0,2020-06-03 23:00:00,VGB,,,,
Brunei,Brunei,141,0,2,0,138,0,1,0,2020-06-03 23:00:00,BRN,,,,
Bulgaria,Bulgaria,2538,25,144,0,1997,34,397,-9,2020-06-03 23:00:00,BGR,,,,
Burkina Faso,Burkina Faso,884,1,53,0,725,11,106,-10,2020-06-03 23:00:00,BFA,,,,
Burundi,Burundi,63,0,1,0,36,1,26,-1,2020-06-03 23:00:00,BDI,,,,
Cabo Verde,Cabo Verde,466,8,5,1,295,8,166,-1,2020-06-03 23:00:00,CPV,,,,
Cambodia,Cambodia,125,0,0,0,122,0,3,0,2020-06-03 23:00:00,KHM,,,,
Cameroon,Cameroon,6585,188,200,1,3033,25,3352,162,2020-06-03 23:00:00,CMR,,,,
Cayman Islands,Cayman Islands,150,9,1,0,88,0,61,9,2020-06-03 23:00:00,CYM,,,,
Central African Republic,Central African Republic,1069,0,4,0,342,61,723,-61,2020-06-03 23:00:00,CAF,,,,
Chad,Chad,803,13,66,0,400,28,337,-15,2020-06-03 23:00:00,TCD,,,,
Comoros,Comoros,62,0,2,0,26,19,34,-19,2020-06-03 23:00:00,COM,,,,
Republic of the Congo,Republic of the Congo,618,7,20,0,361,5,237,2,2020-06-03 23:00:00,COG,,,,
Costa Rica,Costa Rica,1084,28,10,0,841,16,233,12,2020-06-03 23:00:00,CRI,,,,
Cote d'Ivoire,Cote d'Ivoire,3024,73,33,0,1961,34,1030,39,2020-06-03 23:00:00,CIV,,,,
Croatia,Croatia,2246,0,103,0,2096,7,47,-7,2020-06-03 23:00:00,HRV,,,,
Cuba,Cuba,2092,9,83,0,1738,10,271,-1,2020-06-03 23:00:00,CUB,,,,
Curacao,Curacao,20,0,1,0,14,0,5,0,2020-06-03 23:00:00,CUW,,,,
Cyprus,Cyprus,952,3,17,0,888,2,47,1,2020-06-03 23:00:00,CYP,,,,
