Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Afghanistan,Afghanistan,5226,259,130,3,1469,8,3627,248,2020-05-13 23:00:00,AFG,,,,
Albania,Albania,876,4,31,0,668,26,177,-22,2020-05-13 23:00:00,ALB,,,,
Algeria,Algeria,6067,176,515,8,2759,115,2793,53,2020-05-13 23:00:00,DZA,,,,
Andorra,Andorra,759,3,48,0,664,3,47,0,2020-05-13 23:00:00,AND,,,,
Angola,Angola,45,0,2,0,22,0,21,0,2020-05-13 23:00:00,AGO,,,,
Anguilla,Anguilla,3,0,0,0,2,0,1,0,2020-05-13 23:00:00,AIA,,,,
Antigua and Barbuda,Antigua and Barbuda,25,0,3,0,20,0,2,0,2020-05-13 23:00:00,ATG,,,,
Armenia,Armenia,3718,180,48,1,1692,58,1978,121,2020-05-13 23:00:00,ARM,,,,
Aruba,Aruba,101,0,3,0,93,0,5,0,2020-05-13 23:00:00,ABW,,,,
Australia,Australia,6964,16,97,0,6502,33,365,-17,2020-05-13 23:00:00,AUS,,,,
Azerbaijan,Azerbaijan,2693,104,33,1,1540,39,1120,64,2020-05-13 23:00:00,AZE,,,,
Bahamas,Bahamas,93,1,11,0,61,0,21,1,2020-05-13 23:00:00,BHS,,,,
Bahrain,Bahrain,5780,371,9,0,2577,68,3194,303,2020-05-13 23:00:00,BHR,,,,
Bangladesh,Bangladesh,17822,1162,269,19,5659,531,11894,612,2020-05-13 23:00:00,BGD,,,,
Barbados,Barbados,84,0,7,0,69,1,8,-1,2020-05-13 23:00:00,BRB,,,,
Belarus,Belarus,25840,1934,149,14,10206,37,15485,1883,2020-05-13 23:00:00,BLR,,,,
Belize,Belize,18,0,2,0,15,1,1,-1,2020-05-13 23:00:00,BLZ,,,,
Benin,Benin,327,8,2,0,55,0,270,8,2020-05-13 23:00:00,BEN,,,,
Bermuda,Bermuda,119,1,8,1,90,0,21,0,2020-05-13 23:00:00,BMU,,,,
Bhutan,Bhutan,11,0,0,0,6,0,5,0,2020-05-13 23:00:00,BTN,,,,
Bolivia,Bolivia,2831,275,122,4,754,52,1955,219,2020-05-13 23:00:00,BOL,,,,
Bosnia and Herzegovina,Bosnia and Herzegovina,2162,20,116,4,1342,25,704,-9,2020-05-13 23:00:00,BIH,,,,
Botswana,Botswana,24,0,1,0,19,1,4,-1,2020-05-13 23:00:00,BWA,,,,
British Virgin Islands,British Virgin Islands,7,0,1,0,4,0,2,0,2020-05-13 23:00:00,VGB,,,,
Brunei,Brunei,141,0,1,0,136,0,4,0,2020-05-13 23:00:00,BRN,,,,
Bulgaria,Bulgaria,2023,33,95,2,1157,33,771,-2,2020-05-13 23:00:00,BGR,,,,
Burkina Faso,Burkina Faso,766,6,51,1,550,7,165,-2,2020-05-13 23:00:00,BFA,,,,
Burundi,Burundi,27,8,1,0,11,0,15,8,2020-05-13 23:00:00,BDI,,,,
Cabo Verde,Cabo Verde,270,10,2,0,91,6,177,4,2020-05-13 23:00:00,CPV,,,,
Cambodia,Cambodia,122,0,0,0,121,0,1,0,2020-05-13 23:00:00,KHM,,,,
Cameroon,Cameroon,2689,110,125,11,1382,64,1182,35,2020-05-13 23:00:00,CMR,,,,
Cayman Islands,Cayman Islands,84,3,1,0,63,0,20,3,2020-05-13 23:00:00,CYM,,,,
Central African Republic,Central African Republic,179,0,0,0,42,7,137,-7,2020-05-13 23:00:00,CAF,,,,
