Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Hubei,Mainland China,68135,0,4512,0,63623,0,0,0,2020-06-30 03:00:00,CHN,63623,0,0,0
Guangdong,Mainland China,1637,3,8,0,1625,6,4,-3,2020-06-30 03:00:00,CHN,1625,6,4,-3
Henan,Mainland China,1276,0,22,0,1254,0,0,0,2020-06-30 03:00:00,CHN,1254,0,0,0
Zhejiang,Mainland China,1269,0,1,0,1267,0,1,0,2020-06-30 03:00:00,CHN,1267,0,1,0
Hunan,Mainland China,1019,0,4,0,1015,0,0,0,2020-06-30 03:00:00,CHN,1015,0,0,0
Anhui,Mainland China,991,0,6,0,985,0,0,0,2020-06-30 03:00:00,CHN,985,0,0,0
Heilongjiang,Mainland China,947,0,13,0,934,0,0,0,2020-06-30 03:00:00,CHN,934,0,0,0
Jiangxi,Mainland China,937,0,1,0,936,0,0,0,2020-06-30 03:00:00,CHN,935,-1,1,1
Shandong,Mainland China,792,0,7,0,785,0,0,0,2020-06-30 03:00:00,CHN,785,0,0,0
Jiangsu,Mainland China,654,0,0,0,653,0,1,0,2020-06-30 03:00:00,CHN,653,0,1,0
Sichuan,Mainland China,589,0,3,0,577,1,9,-1,2020-06-30 03:00:00,CHN,572,0,14,0
Beijing,Mainland China,587,0,8,0,579,0,0,0,2020-06-30 03:00:00,CHN,443,0,136,0
Chongqing,Mainland China,579,0,6,0,573,0,0,0,2020-06-30 03:00:00,CHN,570,0,3,0
Shanghai,Mainland China,536,0,6,0,530,0,0,0,2020-06-30 03:00:00,CHN,383,0,147,0
Fujian,Mainland China,363,0,1,0,357,0,5,0,2020-06-30 03:00:00,CHN,357,0,5,0
Hebei,Mainland China,346,0,6,0,323,0,17,0,2020-06-30 03:00:00,CHN,323,0,17,0
Shaanxi,Mainland China,317,0,3,0,307,0,7,0,2020-06-30 03:00:00,CHN,307,0,7,0
Guangxi,Mainland China,254,0,2,0,252,0,0,0,2020-06-30 03:00:00,CHN,252,0,0,0
Nei Mongol,Mainland China,238,0,1,0,236,0,1,0,2020-06-30 03:00:00,CHN,236,0,1,0
