Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Afghanistan,Afghanistan,4664,262,121,2,1357,208,3186,52,2020-05-11 23:00:00,AFG,,,,
Albania,Albania,868,0,31,0,630,12,207,-12,2020-05-11 23:00:00,ALB,,,,
Algeria,Algeria,5723,165,502,8,2528,109,2693,48,2020-05-11 23:00:00,DZA,,,,
Andorra,Andorra,756,2,48,0,657,5,51,-3,2020-05-11 23:00:00,AND,,,,
Angola,Angola,45,2,2,0,21,0,22,2,2020-05-11 23:00:00,AGO,,,,
Anguilla,Anguilla,3,0,0,0,2,0,1,0,2020-05-11 23:00:00,AIA,,,,
Antigua and Barbuda,Antigua and Barbuda,25,0,3,0,19,0,3,0,2020-05-11 23:00:00,ATG,,,,
Armenia,Armenia,3392,79,45,0,1589,57,1758,22,2020-05-11 23:00:00,ARM,,,,
Aruba,Aruba,101,0,3,0,93,0,5,0,2020-05-11 23:00:00,ABW,,,,
Australia,Australia,6941,12,97,0,6437,23,407,-11,2020-05-11 23:00:00,AUS,,,,
Azerbaijan,Azerbaijan,2519,97,32,1,1463,28,1024,68,2020-05-11 23:00:00,AZE,,,,
Bahamas,Bahamas,92,0,11,0,58,5,23,-5,2020-05-11 23:00:00,BHS,,,,
Bahrain,Bahrain,5157,301,8,0,2399,98,2750,203,2020-05-11 23:00:00,BHR,,,,
Bangladesh,Bangladesh,15691,1034,239,11,4665,417,10787,606,2020-05-11 23:00:00,BGD,,,,
Barbados,Barbados,84,2,7,0,67,2,10,0,2020-05-11 23:00:00,BRB,,,,
Belarus,Belarus,23906,933,135,4,8708,755,15063,174,2020-05-11 23:00:00,BLR,,,,
Belize,Belize,18,0,2,0,14,0,2,0,2020-05-11 23:00:00,BLZ,,,,
Benin,Benin,319,35,2,0,55,5,262,30,2020-05-11 23:00:00,BEN,,,,
Bermuda,Bermuda,118,0,7,0,89,9,22,-9,2020-05-11 23:00:00,BMU,,,,
Bhutan,Bhutan,9,2,0,0,6,0,3,2,2020-05-11 23:00:00,BTN,,,,
Bolivia,Bolivia,2437,171,114,8,633,44,1690,119,2020-05-11 23:00:00,BOL,,,,
Bosnia and Herzegovina,Bosnia and Herzegovina,2098,28,103,6,1282,30,713,-8,2020-05-11 23:00:00,BIH,,,,
Botswana,Botswana,23,0,1,0,18,0,4,0,2020-05-11 23:00:00,BWA,,,,
