region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.47,84,75,101,80.57,83.33,84 [75 - 101],81.47% [80.57% - 83.33%],124,48,281,02-16-2021
2,AL- DOTHAN,80.75,7,6,8,80.08,82.03,7 [6 - 8],80.75% [80.08% - 82.03%],10,1,27,02-16-2021
5,AL- HUNTSVILLE,81.86,21,20,24,81.06,83.46,21 [20 - 24],81.86% [81.06% - 83.46%],35,20,65,02-16-2021
6,AL- MOBILE,81.75,28,25,34,80.77,83.89,28 [25 - 34],81.75% [80.77% - 83.89%],50,22,111,02-16-2021
7,AL- MONTGOMERY,81.94,14,12,19,80.84,84.46,14 [12 - 19],81.94% [80.84% - 84.46%],30,13,69,02-16-2021
9,AL- TUSCALOOSA,81.9,14,13,17,80.9,85.11,14 [13 - 17],81.9% [80.9% - 85.11%],19,9,51,02-16-2021
11,AZ- MESA,82.12,20,18,23,80.91,83.43,20 [18 - 23],82.12% [80.91% - 83.43%],42,18,68,02-16-2021
12,AZ- PHOENIX,81.21,45,40,51,80.49,82.02,45 [40 - 51],81.21% [80.49% - 82.02%],92,37,153,02-16-2021
14,AZ- SUN CITY,80.86,5,4,6,80.49,81.48,5 [4 - 6],80.86% [80.49% - 81.48%],7,4,12,02-16-2021
15,AZ- TUCSON,80.63,7,6,9,80.28,81.31,7 [6 - 9],80.63% [80.28% - 81.31%],16,7,33,02-16-2021
16,AR- FORT SMITH,81.48,12,10,15,80.0,82.73,12 [10 - 15],81.48% [80.0% - 82.73%],19,0,35,02-16-2021
18,AR- JONESBORO,80.0,0,0,1,80.0,80.77,0 [0 - 1],80.0% [80.0% - 80.77%],0,0,7,02-16-2021
19,AR- LITTLE ROCK,81.26,34,30,43,80.43,82.46,34 [30 - 43],81.26% [80.43% - 82.46%],73,25,142,02-16-2021
21,AR- SPRINGDALE,81.61,7,7,9,81.04,83.6,7 [7 - 9],81.61% [81.04% - 83.6%],17,11,38,02-16-2021
22,AR- TEXARKANA,84.39,28,25,34,82.14,89.59,28 [25 - 34],84.39% [82.14% - 89.59%],43,21,94,02-16-2021
23,CA- ORANGE CO.,80.98,39,36,44,80.55,81.7,39 [36 - 44],80.98% [80.55% - 81.7%],75,42,130,02-16-2021
25,CA- BAKERSFIELD,82.07,42,38,47,81.11,83.37,42 [38 - 47],82.07% [81.11% - 83.37%],75,40,122,02-16-2021
31,CA- CHICO,80.16,0,0,1,80.0,80.94,0 [0 - 1],80.16% [80.0% - 80.94%],1,0,6,02-16-2021
33,CA- CONTRA COSTA CO.,80.95,7,6,9,80.5,81.75,7 [6 - 9],80.95% [80.5% - 81.75%],19,10,35,02-16-2021
43,CA- FRESNO,80.48,7,6,8,80.13,80.92,7 [6 - 8],80.48% [80.13% - 80.92%],11,3,21,02-16-2021
56,CA- LOS ANGELES,80.34,36,32,41,80.15,80.58,36 [32 - 41],80.34% [80.15% - 80.58%],84,38,144,02-16-2021
58,CA- MODESTO,82.15,21,19,24,81.05,83.78,21 [19 - 24],82.15% [81.05% - 83.78%],37,18,65,02-16-2021
62,CA- NAPA,82.06,7,6,8,80.17,83.09,7 [6 - 8],82.06% [80.17% - 83.09%],12,1,18,02-16-2021
65,CA- ALAMEDA CO.,80.65,9,8,11,80.3,81.07,9 [8 - 11],80.65% [80.3% - 81.07%],22,10,36,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,80.19,0,0,0,80.09,80.38,0 [0 - 0],80.19% [80.09% - 80.38%],2,1,4,02-16-2021
73,CA- REDDING,82.31,20,18,22,80.65,83.7,20 [18 - 22],82.31% [80.65% - 83.7%],25,7,40,02-16-2021
77,CA- SACRAMENTO,81.02,23,21,28,80.48,81.86,23 [21 - 28],81.02% [80.48% - 81.86%],49,23,89,02-16-2021
78,CA- SALINAS,81.77,7,7,8,80.88,83.15,7 [7 - 8],81.77% [80.88% - 83.15%],14,7,25,02-16-2021
79,CA- SAN BERNARDINO,80.4,8,7,10,80.19,80.64,8 [7 - 10],80.4% [80.19% - 80.64%],23,11,37,02-16-2021
80,CA- SAN DIEGO,81.01,34,31,39,80.5,81.66,34 [31 - 39],81.01% [80.5% - 81.66%],71,35,117,02-16-2021
81,CA- SAN FRANCISCO,80.75,21,19,25,80.41,81.4,21 [19 - 25],80.75% [80.41% - 81.4%],38,21,71,02-16-2021
82,CA- SAN JOSE,80.59,7,7,8,80.3,80.96,7 [7 - 8],80.59% [80.3% - 80.96%],18,9,29,02-16-2021
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.88,0 [0 - 0],80.0% [80.0% - 80.88%],0,0,4,02-16-2021
85,CA- SAN MATEO CO.,80.45,7,6,7,80.26,80.7,7 [6 - 7],80.45% [80.26% - 80.7%],12,7,19,02-16-2021
86,CA- SANTA BARBARA,81.04,7,6,7,80.62,81.76,7 [6 - 7],81.04% [80.62% - 81.76%],10,6,17,02-16-2021
87,CA- SANTA CRUZ,80.56,0,0,1,80.0,81.95,0 [0 - 1],80.56% [80.0% - 81.95%],2,0,7,02-16-2021
89,CA- SANTA ROSA,80.16,0,0,1,80.0,80.38,0 [0 - 1],80.16% [80.0% - 80.38%],3,0,7,02-16-2021
91,CA- STOCKTON,80.47,7,6,7,80.19,80.94,7 [6 - 7],80.47% [80.19% - 80.94%],5,2,10,02-16-2021
96,CA- VENTURA,81.02,7,7,9,80.51,81.78,7 [7 - 9],81.02% [80.51% - 81.78%],16,8,28,02-16-2021
101,CO- BOULDER,92.42,42,39,52,86.11,110.11,42 [39 - 52],92.42% [86.11% - 110.11%],59,29,143,02-16-2021
102,CO- COLORADO SPRINGS,92.75,93,85,117,85.51,113.72,93 [85 - 117],92.75% [85.51% - 113.72%],132,57,349,02-16-2021
103,CO- DENVER,85.36,175,162,212,82.76,91.47,175 [162 - 212],85.36% [82.76% - 91.47%],256,132,548,02-16-2021
104,CO- FORT COLLINS,82.66,14,13,16,81.25,85.16,14 [13 - 16],82.66% [81.25% - 85.16%],17,8,33,02-16-2021
105,CO- GRAND JUNCTION,84.92,24,21,28,81.52,90.23,24 [21 - 28],84.92% [81.52% - 90.23%],39,12,81,02-16-2021
106,CO- GREELEY,82.7,14,13,16,81.29,84.5,14 [13 - 16],82.7% [81.29% - 84.5%],21,10,35,02-16-2021
107,CO- PUEBLO,126.87,259,232,310,93.28,192.53,259 [232 - 310],126.87% [93.28% - 192.53%],374,106,898,02-16-2021
109,CT- BRIDGEPORT,82.01,19,17,22,81.0,83.54,19 [17 - 22],82.01% [81.0% - 83.54%],34,17,60,02-16-2021
110,CT- HARTFORD,81.66,29,26,33,80.83,83.01,29 [26 - 33],81.66% [80.83% - 83.01%],54,27,98,02-16-2021
111,CT- NEW HAVEN,82.0,42,38,49,81.01,83.53,42 [38 - 49],82.0% [81.01% - 83.53%],77,39,136,02-16-2021
112,DE- WILMINGTON,83.97,45,41,53,82.15,87.73,45 [41 - 53],83.97% [82.15% - 87.73%],74,40,144,02-16-2021
113,DC- WASHINGTON,83.04,101,94,114,81.49,85.45,101 [94 - 114],83.04% [81.49% - 85.45%],167,82,299,02-16-2021
115,FL- BRADENTON,89.31,49,45,59,85.22,101.16,49 [45 - 59],89.31% [85.22% - 101.16%],66,37,150,02-16-2021
116,FL- CLEARWATER,82.5,28,25,31,81.22,84.64,28 [25 - 31],82.5% [81.22% - 84.64%],41,20,76,02-16-2021
118,FL- FORT LAUDERDALE,86.18,358,329,418,83.03,91.83,358 [329 - 418],86.18% [83.03% - 91.83%],538,264,1029,02-16-2021
119,FL- FORT MYERS,82.35,57,51,71,81.12,85.28,57 [51 - 71],82.35% [81.12% - 85.28%],90,43,202,02-16-2021
120,FL- GAINESVILLE,81.25,16,14,22,80.43,84.24,16 [14 - 22],81.25% [80.43% - 84.24%],23,8,78,02-16-2021
122,FL- HUDSON,83.67,28,26,34,82.16,87.35,28 [26 - 34],83.67% [82.16% - 87.35%],46,27,92,02-16-2021
123,FL- JACKSONVILLE,83.14,90,82,108,81.4,86.05,90 [82 - 108],83.14% [81.4% - 86.05%],154,69,297,02-16-2021
124,FL- LAKELAND,87.77,56,51,65,84.03,95.36,56 [51 - 65],87.77% [84.03% - 95.36%],83,43,164,02-16-2021
127,FL- MIAMI,87.01,484,446,559,83.48,93.02,484 [446 - 559],87.01% [83.48% - 93.02%],756,375,1404,02-16-2021
129,FL- OCALA,85.56,49,45,58,82.78,90.89,49 [45 - 58],85.56% [82.78% - 90.89%],76,38,149,02-16-2021
130,FL- ORLANDO,84.08,271,250,322,82.09,88.31,271 [250 - 322],84.08% [82.09% - 88.31%],423,217,861,02-16-2021
131,FL- ORMOND BEACH,81.93,21,19,25,80.97,84.17,21 [19 - 25],81.93% [80.97% - 84.17%],32,16,69,02-16-2021
133,FL- PANAMA CITY,80.75,0,0,2,80.0,82.41,0 [0 - 2],80.75% [80.0% - 82.41%],5,0,16,02-16-2021
134,FL- PENSACOLA,81.4,14,12,18,81.02,83.11,14 [12 - 18],81.4% [81.02% - 83.11%],33,24,73,02-16-2021
137,FL- SARASOTA,82.21,18,16,22,81.18,84.15,18 [16 - 22],82.21% [81.18% - 84.15%],32,17,60,02-16-2021
139,FL- ST PETERSBURG,82.07,21,19,24,81.0,83.88,21 [19 - 24],82.07% [81.0% - 83.88%],33,16,62,02-16-2021
140,FL- TALLAHASSEE,80.85,15,13,21,80.37,83.15,15 [13 - 21],80.85% [80.37% - 83.15%],23,10,85,02-16-2021
141,FL- TAMPA,83.73,105,96,122,81.95,87.37,105 [96 - 122],83.73% [81.95% - 87.37%],159,83,314,02-16-2021
142,GA- ALBANY,80.0,0,0,2,80.0,81.6,0 [0 - 2],80.0% [80.0% - 81.6%],0,0,17,02-16-2021
144,GA- ATLANTA,84.57,316,288,363,82.07,88.32,316 [288 - 363],84.57% [82.07% - 88.32%],547,248,997,02-16-2021
145,GA- AUGUSTA,82.97,43,39,51,81.51,85.91,43 [39 - 51],82.97% [81.51% - 85.91%],73,37,145,02-16-2021
146,GA- COLUMBUS,81.99,19,16,20,81.03,83.42,19 [16 - 20],81.99% [81.03% - 83.42%],25,13,43,02-16-2021
147,GA- MACON,80.54,7,6,11,80.22,82.28,7 [6 - 11],80.54% [80.22% - 82.28%],12,5,51,02-16-2021
148,GA- ROME,83.96,21,19,25,82.46,89.7,21 [19 - 25],83.96% [82.46% - 89.7%],29,18,71,02-16-2021
149,GA- SAVANNAH,86.32,82,75,95,83.26,91.37,82 [75 - 95],86.32% [83.26% - 91.37%],130,67,234,02-16-2021
151,ID- BOISE,80.63,7,6,11,80.24,82.31,7 [6 - 11],80.63% [80.24% - 82.31%],13,5,48,02-16-2021
152,ID- IDAHO FALLS,83.04,7,6,11,81.08,90.63,7 [6 - 11],83.04% [81.08% - 90.63%],14,5,49,02-16-2021
154,IL- AURORA,81.71,0,0,2,80.57,83.04,0 [0 - 2],81.71% [80.57% - 83.04%],9,3,16,02-16-2021
155,IL- BLUE ISLAND,80.59,7,6,8,80.28,81.03,7 [6 - 8],80.59% [80.28% - 81.03%],15,7,26,02-16-2021
156,IL- CHICAGO,80.56,28,26,32,80.28,81.0,28 [26 - 32],80.56% [80.28% - 81.0%],48,24,86,02-16-2021
158,IL- ELGIN,82.12,14,13,16,81.1,83.59,14 [13 - 16],82.12% [81.1% - 83.59%],23,12,39,02-16-2021
161,IL- EVANSTON,80.91,14,13,16,80.46,81.66,14 [13 - 16],80.91% [80.46% - 81.66%],22,11,40,02-16-2021
163,IL- HINSDALE,81.64,14,13,15,80.91,83.18,14 [13 - 15],81.64% [80.91% - 83.18%],18,10,35,02-16-2021
164,IL- JOLIET,82.87,28,26,32,81.58,85.88,28 [26 - 32],82.87% [81.58% - 85.88%],38,21,78,02-16-2021
166,IL- MELROSE PARK,81.16,21,19,24,80.61,82.13,21 [19 - 24],81.16% [80.61% - 82.13%],36,19,66,02-16-2021
