name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-07-27 03:00:00,68135,4512,63623
Guangdong,Mainland China,2020-07-27 03:00:00,1657,8,1636
Henan,Mainland China,2020-07-27 03:00:00,1276,22,1254
Zhejiang,Mainland China,2020-07-27 03:00:00,1270,2,1267
Hunan,Mainland China,2020-07-27 03:00:00,1019,4,1015
Anhui,Mainland China,2020-07-27 03:00:00,991,6,985
Heilongjiang,Mainland China,2020-07-27 03:00:00,947,13,934
Jiangxi,Mainland China,2020-07-27 03:00:00,932,1,931
Beijing,Mainland China,2020-07-27 03:00:00,929,9,775
Shandong,Mainland China,2020-07-27 03:00:00,796,7,785
Shanghai,Mainland China,2020-07-27 03:00:00,733,7,701
Jiangsu,Mainland China,2020-07-27 03:00:00,654,0,654
Sichuan,Mainland China,2020-07-27 03:00:00,599,3,592
Chongqing,Mainland China,2020-07-27 03:00:00,583,6,576
Fujian,Mainland China,2020-07-27 03:00:00,364,1,361
Hebei,Mainland China,2020-07-27 03:00:00,349,6,340
Shaanxi,Mainland China,2020-07-27 03:00:00,322,3,315
Guangxi,Mainland China,2020-07-27 03:00:00,255,2,252
Nei Mongol,Mainland China,2020-07-27 03:00:00,249,1,237
Tianjin,Mainland China,2020-07-27 03:00:00,203,3,195
Shanxi,Mainland China,2020-07-27 03:00:00,201,0,200
Yunnan,Mainland China,2020-07-27 03:00:00,188,2,184
Hainan,Mainland China,2020-07-27 03:00:00,171,6,165
Gansu,Mainland China,2020-07-27 03:00:00,167,2,165
Liaoning,Mainland China,2020-07-27 03:00:00,164,2,152
Jilin,Mainland China,2020-07-27 03:00:00,155,2,153
Guizhou,Mainland China,2020-07-27 03:00:00,147,2,145
Xinjiang Uygur,Mainland China,2020-07-27 03:00:00,93,3,73
Ningxia,Mainland China,2020-07-27 03:00:00,75,0,75
Qinghai,Mainland China,2020-07-27 03:00:00,18,0,18
Xizang,Mainland China,2020-07-27 03:00:00,1,0,1
Brazil,Brazil,2020-07-27 03:00:00,2419901,87052,1634274
Russia,Russia,2020-07-27 03:00:00,812485,13269,600250
South Africa,South Africa,2020-07-27 03:00:00,445443,6769,265077
Mexico,Mexico,2020-07-27 03:00:00,390516,43680,251505
Peru,Peru,2020-07-27 03:00:00,379884,18030,263130
Chile,Chile,2020-07-27 03:00:00,345790,9112,318095
United Kingdom,United Kingdom,2020-07-27 03:00:00,299426,45752,
Iran,Iran,2020-07-27 03:00:00,291172,15700,253213
Pakistan,Pakistan,2020-07-27 03:00:00,273113,5822,237434
Spain,Spain,2020-07-27 03:00:00,272421,28432,150376
Saudi Arabia,Saudi Arabia,2020-07-27 03:00:00,266941,2733,220323
Colombia,Colombia,2020-07-27 03:00:00,248976,8525,125037
Italy,Italy,2020-07-27 03:00:00,246118,35107,198446
Turkey,Turkey,2020-07-27 03:00:00,226100,5613,209487
Bangladesh,Bangladesh,2020-07-27 03:00:00,223453,2928,123882
Germany,Germany,2020-07-27 03:00:00,206741,9203,189984
France,France,2020-07-27 03:00:00,180528,30192,80815
Argentina,Argentina,2020-07-27 03:00:00,162513,2939,70505
Iraq,Iraq,2020-07-27 03:00:00,110032,4362,75217
Qatar,Qatar,2020-07-27 03:00:00,109305,165,106024
Indonesia,Indonesia,2020-07-27 03:00:00,98778,4781,56655
Egypt,Egypt,2020-07-27 03:00:00,92062,4606,33831
Kazakhstan,Kazakhstan,2020-07-27 03:00:00,81720,585,51823
Ecuador,Ecuador,2020-07-27 03:00:00,80694,5515,34544
Philippines,Philippines,2020-07-27 03:00:00,80448,1932,26110
Sweden,Sweden,2020-07-27 03:00:00,78997,5697,
Oman,Oman,2020-07-27 03:00:00,76005,384,55299
Bolivia,Bolivia,2020-07-27 03:00:00,68281,2535,20951
Belarus,Belarus,2020-07-27 03:00:00,67132,534,60425
Belgium,Belgium,2020-07-27 03:00:00,65727,9821,17425
Ukraine,Ukraine,2020-07-27 03:00:00,64849,1605,35807
Kuwait,Kuwait,2020-07-27 03:00:00,63773,433,54373
Dominican Republic,Dominican Republic,2020-07-27 03:00:00,62908,1063,28603
