name,Region,Last Update,Confirmed,Deaths,Recovered
Afghanistan,Afghanistan,2020-03-12 23:00:00,7,0,
Albania,Albania,2020-03-12 23:00:00,23,0,
Algeria,Algeria,2020-03-12 23:00:00,25,1,
Andorra,Andorra,2020-03-12 23:00:00,1,0,
Argentina,Argentina,2020-03-12 23:00:00,19,1,
Armenia,Armenia,2020-03-12 23:00:00,1,0,
Australia,Australia,2020-03-12 23:00:00,140,3,
Austria,Austria,2020-03-12 23:00:00,361,1,
Azerbaijan,Azerbaijan,2020-03-12 23:00:00,11,0,
Bahrain,Bahrain,2020-03-12 23:00:00,195,0,
Bangladesh,Bangladesh,2020-03-12 23:00:00,3,0,
Belarus,Belarus,2020-03-12 23:00:00,12,0,
Belgium,Belgium,2020-03-12 23:00:00,314,0,
Bhutan,Bhutan,2020-03-12 23:00:00,1,0,
Bolivia,Bolivia,2020-03-12 23:00:00,2,0,
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-03-12 23:00:00,4,0,
Brazil,Brazil,2020-03-12 23:00:00,52,0,
Brunei,Brunei,2020-03-12 23:00:00,12,0,
Bulgaria,Bulgaria,2020-03-12 23:00:00,7,1,
Burkina Faso,Burkina Faso,2020-03-12 23:00:00,2,0,
Cambodia,Cambodia,2020-03-12 23:00:00,5,0,
Cameroon,Cameroon,2020-03-12 23:00:00,2,0,
Colombia,Colombia,2020-03-12 23:00:00,9,0,
Costa Rica,Costa Rica,2020-03-12 23:00:00,13,0,
Cote d'Ivoire,Cote d'Ivoire,2020-03-12 23:00:00,1,0,
Croatia,Croatia,2020-03-12 23:00:00,20,0,
Cyprus,Cyprus,2020-03-12 23:00:00,6,0,
Czech Republic,Czech Republic,2020-03-12 23:00:00,116,0,
Democratic Republic of the Congo,Democratic Republic of the Congo,2020-03-12 23:00:00,1,0,
Denmark,Denmark,2020-03-12 23:00:00,674,0,
Dominican Republic,Dominican Republic,2020-03-12 23:00:00,5,0,
Ecuador,Ecuador,2020-03-12 23:00:00,17,0,
Egypt,Egypt,2020-03-12 23:00:00,67,1,
Estonia,Estonia,2020-03-12 23:00:00,13,0,
Faroe Islands,Faroe Islands,2020-03-12 23:00:00,2,0,
Finland,Finland,2020-03-12 23:00:00,155,0,
France,France,2020-03-12 23:00:00,2281,48,
French Guiana,French Guiana,2020-03-12 23:00:00,5,0,
French Polynesia,French Polynesia,2020-03-12 23:00:00,1,0,
Georgia (country),Georgia,2020-03-12 23:00:00,25,0,
Gibraltar,Gibraltar,2020-03-12 23:00:00,1,0,
Greece,Greece,2020-03-12 23:00:00,99,1,
Guernsey,Guernsey,2020-03-12 23:00:00,1,0,
Vatican City,Vatican City,2020-03-12 23:00:00,1,0,
Honduras,Honduras,2020-03-12 23:00:00,2,0,
Hungary,Hungary,2020-03-12 23:00:00,13,0,
Iceland,Iceland,2020-03-12 23:00:00,61,0,
India,India,2020-03-12 23:00:00,74,0,
Indonesia,Indonesia,2020-03-12 23:00:00,34,1,
Iran,Iran,2020-03-12 23:00:00,10075,429,
Iraq,Iraq,2020-03-12 23:00:00,70,7,
Ireland,Ireland,2020-03-12 23:00:00,70,1,
Israel,Israel,2020-03-12 23:00:00,99,0,
Italy,Italy,2020-03-12 23:00:00,15113,1016,
Jamaica,Jamaica,2020-03-12 23:00:00,1,0,
Japan,Japan,2020-03-12 23:00:00,620,15,
Jersey,Jersey,2020-03-12 23:00:00,2,0,
Jordan,Jordan,2020-03-12 23:00:00,1,0,
Kuwait,Kuwait,2020-03-12 23:00:00,80,0,
Latvia,Latvia,2020-03-12 23:00:00,16,0,
Lebanon,Lebanon,2020-03-12 23:00:00,66,3,
Liechtenstein,Liechtenstein,2020-03-12 23:00:00,4,0,
Lithuania,Lithuania,2020-03-12 23:00:00,3,0,
Luxembourg,Luxembourg,2020-03-12 23:00:00,17,0,
Malaysia,Malaysia,2020-03-12 23:00:00,129,0,
Maldives,Maldives,2020-03-12 23:00:00,8,0,
Malta,Malta,2020-03-12 23:00:00,9,0,
Martinique,Martinique,2020-03-12 23:00:00,3,0,
Mexico,Mexico,2020-03-12 23:00:00,11,0,
Monaco,Monaco,2020-03-12 23:00:00,1,0,
Mongolia,Mongolia,2020-03-12 23:00:00,1,0,
Morocco,Morocco,2020-03-12 23:00:00,6,1,
Nepal,Nepal,2020-03-12 23:00:00,1,0,
Netherlands,Netherlands,2020-03-12 23:00:00,614,5,
New Zealand,New Zealand,2020-03-12 23:00:00,5,0,
Nigeria,Nigeria,2020-03-12 23:00:00,2,0,
North Macedonia,North Macedonia,2020-03-12 23:00:00,7,0,
Norway,Norway,2020-03-12 23:00:00,277,0,
Palestine,Palestine,2020-03-12 23:00:00,31,0,
Oman,Oman,2020-03-12 23:00:00,18,0,
Others,Japan (Diamond Princess),2020-03-12 23:00:00,696,7,
Pakistan,Pakistan,2020-03-12 23:00:00,20,0,
Panama,Panama,2020-03-12 23:00:00,10,1,
Paraguay,Paraguay,2020-03-12 23:00:00,5,0,
Peru,Peru,2020-03-12 23:00:00,17,0,
Philippines,Philippines,2020-03-12 23:00:00,52,2,
Poland,Poland,2020-03-12 23:00:00,51,1,
Portugal,Portugal,2020-03-12 23:00:00,41,0,
Qatar,Qatar,2020-03-12 23:00:00,262,0,
South Korea,South Korea,2020-03-12 23:00:00,7979,66,
Moldova,Moldova,2020-03-12 23:00:00,4,0,
Romania,Romania,2020-03-12 23:00:00,49,0,
Russia,Russia,2020-03-12 23:00:00,34,0,
Saint Barthelemy,Saint Barthelemy,2020-03-12 23:00:00,1,0,
Saint Martin,Saint Martin,2020-03-12 23:00:00,2,0,
San Marino,San Marino,2020-03-12 23:00:00,77,5,
Saudi Arabia,Saudi Arabia,2020-03-12 23:00:00,21,0,
Senegal,Senegal,2020-03-12 23:00:00,10,0,
Serbia,Serbia,2020-03-12 23:00:00,19,0,
Singapore,Singapore,2020-03-12 23:00:00,187,0,
Slovakia,Slovakia,2020-03-12 23:00:00,21,0,
Slovenia,Slovenia,2020-03-12 23:00:00,57,0,
South Africa,South Africa,2020-03-12 23:00:00,17,0,
Spain,Spain,2020-03-12 23:00:00,2965,84,
Sri Lanka,Sri Lanka,2020-03-12 23:00:00,3,0,
Sweden,Sweden,2020-03-12 23:00:00,620,0,
Switzerland,Switzerland,2020-03-12 23:00:00,858,4,
Thailand,Thailand,2020-03-12 23:00:00,70,1,
United Kingdom,United Kingdom,2020-03-12 23:00:00,594,8,
Togo,Togo,2020-03-12 23:00:00,1,0,
Tunisia,Tunisia,2020-03-12 23:00:00,7,0,
Turkey,Turkey,2020-03-12 23:00:00,1,0,
Ukraine,Ukraine,2020-03-12 23:00:00,1,0,
United Arab Emirates,United Arab Emirates,2020-03-12 23:00:00,85,0,
Vietnam,Vietnam,2020-03-12 23:00:00,39,0,
Hubei,Mainland China,2020-03-13 02:00:00,67781,3056,50298
Guangdong,Mainland China,2020-03-13 02:00:00,1356,8,1296
Henan,Mainland China,2020-03-11 12:00:00,1273,22,1249
Zhejiang,Mainland China,2020-03-13 02:00:00,1215,1,1209
Hunan,Mainland China,2020-03-13 02:00:00,1018,4,1004
Anhui,Mainland China,2020-03-09 01:00:00,990,6,984
Jiangxi,Mainland China,2020-03-13 02:00:00,935,1,934
Shandong,Mainland China,2020-03-13 02:00:00,760,7,739
Jiangsu,Mainland China,2020-03-13 02:00:00,631,0,630
Chongqing,Mainland China,2020-03-13 02:00:00,576,6,564
Sichuan,Mainland China,2020-03-13 02:00:00,539,3,500
Heilongjiang,Mainland China,2020-03-12 14:00:00,482,13,441
Beijing,Mainland China,2020-03-13 02:00:00,436,8,342
Shanghai,Mainland China,2020-03-13 02:00:00,346,3,321
Hebei,Mainland China,2020-03-13 02:00:00,318,6,310
Fujian,Mainland China,2020-03-09 01:00:00,296,1,295
Guangxi,Mainland China,2020-03-13 02:00:00,252,2,243
Shaanxi,Mainland China,2020-03-12 02:00:00,245,2,232
Yunnan,Mainland China,2020-03-09 01:00:00,174,2,170
Hainan,Mainland China,2020-03-13 02:00:00,168,6,160
Guizhou,Mainland China,2020-03-13 02:00:00,146,2,140
Tianjin,Mainland China,2020-03-13 02:00:00,136,3,132
Shanxi,Mainland China,2020-03-13 02:00:00,133,0,132
Hong Kong,Hong Kong,2020-03-13 02:00:00,131,3,67
Gansu,Mainland China,2020-03-13 02:00:00,127,2,88
Liaoning,Mainland China,2020-03-13 02:00:00,125,1,112
Jilin,Mainland China,2020-03-10 02:00:00,93,1,91
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-03-11 12:00:00,75,1,71
Ningxia,Mainland China,2020-03-11 12:00:00,75,0,72
Taiwan,Taiwan,2020-03-13 02:00:00,49,1,17
Qinghai,Mainland China,2020-03-07 01:00:00,18,0,18
Macau,Macau,2020-03-07 01:00:00,10,0,10
Xizang,Mainland China,2020-02-12 07:00:00,1,0,1
Germany,Germany,2020-03-13 01:00:00,2754,4,25
Canada,Canada,2020-03-13 02:00:00,158,1,8
Chile,Chile,2020-03-12 15:00:00,33,0,0
Diamond Princess,USA,2020-03-02 17:00:00,46,0,0
Wuhan Evacuee,USA,2020-03-02 17:00:00,3,0,0
Grand Princess,USA,2020-03-07 01:00:00,21,0,0
Washington,USA,2020-03-13 02:00:00,457,31,1
New York,USA,2020-03-12 23:00:00,327,0,14
California,USA,2020-03-13 02:00:00,243,4,2
Massachusetts,USA,2020-03-12 20:00:00,108,0,1
Florida,USA,2020-03-13 03:00:00,50,2,0
Colorado,USA,2020-03-13 02:00:00,50,0,0
Georgia,USA,2020-03-13 03:00:00,38,1,0
Illinois,USA,2020-03-12 23:00:00,32,0,2
Texas,USA,2020-03-13 03:00:00,32,0,0
New Jersey,USA,2020-03-13 02:00:00,31,1,0
Oregon,USA,2020-03-13 03:00:00,30,0,0
Pennsylvania,USA,2020-03-12 14:00:00,22,0,0
Louisiana,USA,2020-03-13 02:00:00,19,0,0
Tennessee,USA,2020-03-13 02:00:00,18,0,0
Virginia,USA,2020-03-13 02:00:00,18,0,0
North Carolina,USA,2020-03-13 02:00:00,17,0,0
Iowa,USA,2020-03-13 02:00:00,16,0,0
Indiana,USA,2020-03-13 02:00:00,13,0,0
Maryland,USA,2020-03-12 02:00:00,12,0,0
South Carolina,USA,2020-03-13 02:00:00,12,0,0
Michigan,USA,2020-03-13 02:00:00,12,0,0
Nevada,USA,2020-03-13 02:00:00,11,0,0
Kentucky,USA,2020-03-13 02:00:00,11,0,0
Nebraska,USA,2020-03-13 03:00:00,11,0,0
District of Columbia,USA,2020-03-12 02:00:00,10,0,0
Arizona,USA,2020-03-11 18:00:00,9,0,1
Minnesota,USA,2020-03-13 02:00:00,9,0,0
Wisconsin,USA,2020-02-13 02:00:00,8,0,1
South Dakota,USA,2020-03-12 02:00:00,8,1,0
New Hampshire,USA,2020-03-13 02:00:00,6,0,0
Arkansas,USA,2020-03-13 02:00:00,6,0,0
New Mexico,USA,2020-03-13 03:00:00,6,0,0
Rhode Island,USA,2020-03-10 23:00:00,5,0,0
Utah,USA,2020-03-13 02:00:00,5,0,0
Kansas,USA,2020-03-13 02:00:00,5,1,0
Connecticut,USA,2020-03-13 02:00:00,5,0,0
Ohio,USA,2020-03-12 14:00:00,5,0,0
Delaware,USA,2020-03-12 17:00:00,4,0,0
Others (repatriated from Wuhan),USA,2020-03-11 02:00:00,3,0,0
Oklahoma,USA,2020-03-13 02:00:00,3,0,0
Hawaii,USA,2020-03-09 11:30:00,2,0,0
Missouri,USA,2020-03-13 02:00:00,2,0,0
Vermont,USA,2020-03-12 02:00:00,2,0,0
Mississippi,USA,2020-03-12 02:00:00,1,0,0
Wyoming,USA,2020-03-12 02:00:00,1,0,0
North Dakota,USA,2020-03-12 02:00:00,1,0,0
Montana,USA,2020-03-11 18:00:00,1,0,0
Maine,USA,2020-03-12 17:20:00,1,0,0
Alaska,USA,2020-03-13 02:00:00,1,0,0
