name,Region,Last Update,Confirmed,Deaths,Recovered
Afghanistan,Afghanistan,2020-06-08 23:00:00,20917,369,
Albania,Albania,2020-06-08 23:00:00,1263,34,
Algeria,Algeria,2020-06-08 23:00:00,10154,707,
Andorra,Andorra,2020-06-08 23:00:00,852,51,
Angola,Angola,2020-06-08 23:00:00,91,4,
Anguilla,Anguilla,2020-06-08 23:00:00,3,0,
Antigua and Barbuda,Antigua and Barbuda,2020-06-08 23:00:00,25,3,
Armenia,Armenia,2020-06-08 23:00:00,13325,211,
Aruba,Aruba,2020-06-08 23:00:00,101,3,
Australia,Australia,2020-06-08 23:00:00,7260,102,
Azerbaijan,Azerbaijan,2020-06-08 23:00:00,7553,88,
Bahamas,Bahamas,2020-06-08 23:00:00,103,11,
Bahrain,Bahrain,2020-06-08 23:00:00,14763,26,
Bangladesh,Bangladesh,2020-06-08 23:00:00,65769,888,
Barbados,Barbados,2020-06-08 23:00:00,92,7,
Belarus,Belarus,2020-06-08 23:00:00,48630,269,
Belize,Belize,2020-06-08 23:00:00,19,2,
Benin,Benin,2020-06-08 23:00:00,268,4,
Bermuda,Bermuda,2020-06-08 23:00:00,141,9,
Bhutan,Bhutan,2020-06-08 23:00:00,59,0,
Bolivia,Bolivia,2020-06-08 23:00:00,13358,454,
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-06-08 23:00:00,2673,159,
Botswana,Botswana,2020-06-08 23:00:00,40,1,
British Virgin Islands,British Virgin Islands,2020-06-08 23:00:00,8,1,
Brunei,Brunei,2020-06-08 23:00:00,141,2,
Bulgaria,Bulgaria,2020-06-08 23:00:00,2727,160,
Burkina Faso,Burkina Faso,2020-06-08 23:00:00,888,53,
Burundi,Burundi,2020-06-08 23:00:00,83,1,
Cabo Verde,Cabo Verde,2020-06-08 23:00:00,554,5,
Cambodia,Cambodia,2020-06-08 23:00:00,126,0,
Cameroon,Cameroon,2020-06-08 23:00:00,7860,215,
Cayman Islands,Cayman Islands,2020-06-08 23:00:00,164,1,
Central African Republic,Central African Republic,2020-06-08 23:00:00,1634,5,
Chad,Chad,2020-06-08 23:00:00,837,69,
Comoros,Comoros,2020-06-08 23:00:00,97,2,
Republic of the Congo,Republic of the Congo,2020-06-08 23:00:00,683,22,
Costa Rica,Costa Rica,2020-06-08 23:00:00,1263,10,
Cote d'Ivoire,Cote d'Ivoire,2020-06-08 23:00:00,3739,36,
Croatia,Croatia,2020-06-08 23:00:00,2247,104,
Cuba,Cuba,2020-06-08 23:00:00,2191,83,
Curacao,Curacao,2020-06-08 23:00:00,21,1,
Cyprus,Cyprus,2020-06-08 23:00:00,964,18,
Czech Republic,Czech Republic,2020-06-08 23:00:00,9628,327,
Democratic Republic of the Congo,Democratic Republic of the Congo,2020-06-08 23:00:00,4015,84,
Denmark,Denmark,2020-06-08 23:00:00,11948,589,
Djibouti,Djibouti,2020-06-08 23:00:00,4207,28,
Dominica,Dominica,2020-06-08 23:00:00,16,0,
Dominican Republic,Dominican Republic,2020-06-08 23:00:00,19600,538,
Ecuador,Ecuador,2020-06-08 23:00:00,43120,3621,
Egypt,Egypt,2020-06-08 23:00:00,34079,1237,
El Salvador,El Salvador,2020-06-08 23:00:00,3015,55,
Equatorial Guinea,Equatorial Guinea,2020-06-08 23:00:00,1043,12,
Eritrea,Eritrea,2020-06-08 23:00:00,41,0,
Estonia,Estonia,2020-06-08 23:00:00,1939,69,
eSwatini,eSwatini,2020-06-08 23:00:00,333,3,
Ethiopia,Ethiopia,2020-06-08 23:00:00,2020,27,
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-06-08 23:00:00,13,0,
Faroe Islands,Faroe Islands,2020-06-08 23:00:00,187,0,
Fiji,Fiji,2020-06-08 23:00:00,18,0,
Finland,Finland,2020-06-08 23:00:00,6981,323,
France,France,2020-06-08 23:00:00,150315,29097,
French Guiana,French Guiana,2020-06-08 23:00:00,689,1,
French Polynesia,French Polynesia,2020-06-08 23:00:00,60,0,
Gabon,Gabon,2020-06-08 23:00:00,3101,21,
Gambia,Gambia,2020-06-08 23:00:00,26,1,
Georgia (country),Georgia,2020-06-08 23:00:00,810,13,
Ghana,Ghana,2020-06-08 23:00:00,9638,44,
Gibraltar,Gibraltar,2020-06-08 23:00:00,175,0,
Greenland,Greenland,2020-06-08 23:00:00,13,0,
Grenada,Grenada,2020-06-08 23:00:00,23,0,
Guadeloupe,Guadeloupe,2020-06-08 23:00:00,164,14,
Guatemala,Guatemala,2020-06-08 23:00:00,6792,230,
Guernsey,Guernsey,2020-06-08 23:00:00,252,13,
Guinea,Guinea,2020-06-08 23:00:00,4165,23,
Guinea-Bissau,Guinea-Bissau,2020-06-08 23:00:00,1368,12,
Guyana,Guyana,2020-06-08 23:00:00,154,12,
Haiti,Haiti,2020-06-08 23:00:00,3072,50,
Vatican City,Vatican City,2020-06-08 23:00:00,12,0,
Honduras,Honduras,2020-06-08 23:00:00,6155,250,
Hungary,Hungary,2020-06-08 23:00:00,3970,542,
Iceland,Iceland,2020-06-08 23:00:00,1807,10,
Indonesia,Indonesia,2020-06-08 23:00:00,31186,1851,
Iran,Iran,2020-06-08 23:00:00,171789,8281,
Iraq,Iraq,2020-06-08 23:00:00,12366,346,
Ireland,Ireland,2020-06-08 23:00:00,25201,1679,
Isle of Man,Isle of Man,2020-06-08 23:00:00,336,24,
Israel,Israel,2020-06-08 23:00:00,17783,294,
Jamaica,Jamaica,2020-06-08 23:00:00,596,10,
Japan,Japan,2020-06-08 23:00:00,17174,916,
Jersey,Jersey,2020-06-08 23:00:00,311,30,
