name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-06-16 04:00:00,68135,4512,63620
Guangdong,Mainland China,2020-06-10 03:00:00,1604,8,1587
Henan,Mainland China,2020-06-16 04:00:00,1276,22,1254
Zhejiang,Mainland China,2020-06-16 04:00:00,1268,1,1267
Hong Kong,Hong Kong,2020-06-16 04:00:00,1113,4,1067
Hunan,Mainland China,2020-06-16 04:00:00,1019,4,1015
Anhui,Mainland China,2020-06-16 04:00:00,991,6,985
Jiangxi,Mainland China,2020-06-16 04:00:00,937,1,936
Heilongjiang,Mainland China,2020-06-10 03:00:00,947,13,934
Shandong,Mainland China,2020-06-16 04:00:00,792,7,780
Jiangsu,Mainland China,2020-06-16 04:00:00,653,0,653
Chongqing,Mainland China,2020-06-16 04:00:00,579,6,570
Beijing,Mainland China,2020-06-10 03:00:00,594,9,584
Shanghai,Mainland China,2020-06-10 03:00:00,678,7,665
Sichuan,Mainland China,2020-06-10 03:00:00,582,3,558
Taiwan,Taiwan,2020-06-16 04:00:00,445,7,433
Fujian,Mainland China,2020-06-10 03:00:00,359,1,356
Hebei,Mainland China,2020-06-16 04:00:00,328,6,322
Shaanxi,Mainland China,2020-06-10 03:00:00,311,3,305
Guangxi,Mainland China,2020-06-16 04:00:00,254,2,252
Nei Mongol,Mainland China,2020-06-10 03:00:00,237,1,230
Shanxi,Mainland China,2020-06-16 04:00:00,198,0,198
Tianjin,Mainland China,2020-06-10 03:00:00,194,3,189
Yunnan,Mainland China,2020-06-16 04:00:00,185,2,183
Hainan,Mainland China,2020-06-10 03:00:00,170,6,162
Guizhou,Mainland China,2020-06-16 04:00:00,147,2,145
Liaoning,Mainland China,2020-06-16 04:00:00,149,2,147
Gansu,Mainland China,2020-06-16 04:00:00,139,2,137
Jilin,Mainland China,2020-06-16 04:00:00,155,2,144
Xinjiang Uygur,Mainland China,2020-06-16 04:00:00,76,3,73
Ningxia,Mainland China,2020-06-16 04:00:00,75,0,75
Macau,Macau,2020-06-16 04:00:00,45,0,45
Qinghai,Mainland China,2020-06-16 04:00:00,18,0,18
Xizang,Mainland China,2020-06-16 04:00:00,1,0,1
Myanmar,Myanmar,2020-06-16 04:00:00,262,6,175
eSwatini,eSwatini,2020-06-16 04:00:00,506,4,249
British Virgin Islands,British Virgin Islands,2020-06-16 04:00:00,8,1,7
Comoros,Comoros,2020-06-16 04:00:00,176,2,114
Tajikistan,Tajikistan,2020-06-16 04:00:00,5097,50,3503
Yemen,Yemen,2020-06-15 12:00:00,732,165,39
Sao Tome and Principe,Sao Tome and Principe,2020-06-11 00:00:00,632,12,146
Saint Pierre and Miquelon,Saint Pierre and Miquelon,2020-06-16 04:00:00,1,0,1
South Sudan,South Sudan,2020-06-11 00:00:00,1693,27,15
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-06-16 04:00:00,13,0,13
Malawi,Malawi,2020-06-16 04:00:00,555,6,69
Burundi,Burundi,2020-06-16 04:00:00,94,1,45
Sierra Leone,Sierra Leone,2020-06-16 04:00:00,1176,51,683
Botswana,Botswana,2020-06-16 04:00:00,60,1,24
Anguilla,Anguilla,2020-06-16 04:00:00,3,0,3
Saint Barthelemy,Saint Barthelemy,2020-06-16 04:00:00,6,0,6
Bermuda,Bermuda,2020-06-16 04:00:00,144,9,127
