name,Region,Last Update,Confirmed,Deaths,Recovered
Afghanistan,Afghanistan,2020-04-28 23:00:00,1827,60,
Albania,Albania,2020-04-28 23:00:00,736,28,
Algeria,Algeria,2020-04-28 23:00:00,3517,432,
Andorra,Andorra,2020-04-28 23:00:00,741,40,
Angola,Angola,2020-04-28 23:00:00,27,2,
Anguilla,Anguilla,2020-04-28 23:00:00,3,0,
Antigua and Barbuda,Antigua and Barbuda,2020-04-28 23:00:00,24,3,
Armenia,Armenia,2020-04-28 23:00:00,1867,30,
Aruba,Aruba,2020-04-28 23:00:00,100,2,
Australia,Australia,2020-04-28 23:00:00,6725,84,
Azerbaijan,Azerbaijan,2020-04-28 23:00:00,1678,22,
Bahamas,Bahamas,2020-04-28 23:00:00,80,11,
Bahrain,Bahrain,2020-04-28 23:00:00,2810,8,
Bangladesh,Bangladesh,2020-04-28 23:00:00,6462,155,
Barbados,Barbados,2020-04-28 23:00:00,79,6,
Belarus,Belarus,2020-04-28 23:00:00,12208,79,
Belize,Belize,2020-04-28 23:00:00,18,2,
Benin,Benin,2020-04-28 23:00:00,64,1,
Bermuda,Bermuda,2020-04-28 23:00:00,109,6,
Bhutan,Bhutan,2020-04-28 23:00:00,7,0,
Bolivia,Bolivia,2020-04-28 23:00:00,950,50,
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-04-28 23:00:00,1564,60,
Botswana,Botswana,2020-04-28 23:00:00,22,1,
British Virgin Islands,British Virgin Islands,2020-04-28 23:00:00,6,1,
Brunei,Brunei,2020-04-28 23:00:00,138,1,
Bulgaria,Bulgaria,2020-04-28 23:00:00,1363,58,
Burkina Faso,Burkina Faso,2020-04-28 23:00:00,632,42,
Burundi,Burundi,2020-04-28 23:00:00,15,1,
Cabo Verde,Cabo Verde,2020-04-28 23:00:00,106,1,
Cambodia,Cambodia,2020-04-28 23:00:00,122,0,
Cameroon,Cameroon,2020-04-28 23:00:00,1621,56,
Cayman Islands,Cayman Islands,2020-04-28 23:00:00,70,1,
Central African Republic,Central African Republic,2020-04-28 23:00:00,42,0,
Chad,Chad,2020-04-28 23:00:00,46,0,
Republic of the Congo,Republic of the Congo,2020-04-28 23:00:00,207,8,
Costa Rica,Costa Rica,2020-04-28 23:00:00,695,6,
Cote d'Ivoire,Cote d'Ivoire,2020-04-28 23:00:00,1164,14,
Croatia,Croatia,2020-04-28 23:00:00,2039,59,
Cuba,Cuba,2020-04-28 23:00:00,1389,56,
Curacao,Curacao,2020-04-28 23:00:00,16,1,
