name,Region,Last Update,Confirmed,Deaths,Recovered
Afghanistan,Afghanistan,2020-05-04 23:00:00,2469,72,
Albania,Albania,2020-05-04 23:00:00,803,31,
Algeria,Algeria,2020-05-04 23:00:00,4474,463,
Andorra,Andorra,2020-05-04 23:00:00,749,45,
Angola,Angola,2020-05-04 23:00:00,35,2,
Anguilla,Anguilla,2020-05-04 23:00:00,3,0,
Antigua and Barbuda,Antigua and Barbuda,2020-05-04 23:00:00,25,3,
Armenia,Armenia,2020-05-04 23:00:00,2507,39,
Aruba,Aruba,2020-05-04 23:00:00,100,2,
Australia,Australia,2020-05-04 23:00:00,6801,95,
Azerbaijan,Azerbaijan,2020-05-04 23:00:00,1932,25,
Bahamas,Bahamas,2020-05-04 23:00:00,82,11,
Bahrain,Bahrain,2020-05-04 23:00:00,3464,8,
Bangladesh,Bangladesh,2020-05-04 23:00:00,10143,182,
Barbados,Barbados,2020-05-04 23:00:00,81,7,
Belarus,Belarus,2020-05-04 23:00:00,17489,103,
Belize,Belize,2020-05-04 23:00:00,18,2,
Benin,Benin,2020-05-04 23:00:00,90,2,
Bermuda,Bermuda,2020-05-04 23:00:00,115,7,
Bhutan,Bhutan,2020-05-04 23:00:00,7,0,
Bolivia,Bolivia,2020-05-04 23:00:00,1470,71,
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-05-04 23:00:00,1857,76,
Botswana,Botswana,2020-05-04 23:00:00,23,1,
British Virgin Islands,British Virgin Islands,2020-05-04 23:00:00,6,1,
Brunei,Brunei,2020-05-04 23:00:00,138,1,
Bulgaria,Bulgaria,2020-05-04 23:00:00,1618,73,
Burkina Faso,Burkina Faso,2020-05-04 23:00:00,662,45,
Burundi,Burundi,2020-05-04 23:00:00,19,1,
Cabo Verde,Cabo Verde,2020-05-04 23:00:00,165,2,
Cambodia,Cambodia,2020-05-04 23:00:00,122,0,
Cameroon,Cameroon,2020-05-04 23:00:00,2077,64,
Cayman Islands,Cayman Islands,2020-05-04 23:00:00,74,1,
Central African Republic,Central African Republic,2020-05-04 23:00:00,72,0,
Chad,Chad,2020-05-04 23:00:00,117,10,
Comoros,Comoros,2020-05-04 23:00:00,3,0,
Republic of the Congo,Republic of the Congo,2020-05-04 23:00:00,229,10,
Costa Rica,Costa Rica,2020-05-04 23:00:00,733,6,
Cote d'Ivoire,Cote d'Ivoire,2020-05-04 23:00:00,1398,17,
Croatia,Croatia,2020-05-04 23:00:00,2096,79,
Cuba,Cuba,2020-05-04 23:00:00,1649,67,
Curacao,Curacao,2020-05-04 23:00:00,16,1,
Cyprus,Cyprus,2020-05-04 23:00:00,872,20,
Czech Republic,Czech Republic,2020-05-04 23:00:00,7781,248,
Democratic Republic of the Congo,Democratic Republic of the Congo,2020-05-04 23:00:00,682,34,
Denmark,Denmark,2020-05-04 23:00:00,9523,484,
Djibouti,Djibouti,2020-05-04 23:00:00,1112,2,
Dominica,Dominica,2020-05-04 23:00:00,16,0,
Dominican Republic,Dominican Republic,2020-05-04 23:00:00,7954,333,
Ecuador,Ecuador,2020-05-04 23:00:00,29538,1564,
Egypt,Egypt,2020-05-04 23:00:00,6465,429,
El Salvador,El Salvador,2020-05-04 23:00:00,490,11,
Equatorial Guinea,Equatorial Guinea,2020-05-04 23:00:00,315,2,
