name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-06-28 23:00:00,68135,4512,63623
Guangdong,Mainland China,2020-06-28 23:00:00,1634,8,1619
Henan,Mainland China,2020-06-28 23:00:00,1276,22,1254
Zhejiang,Mainland China,2020-06-28 23:00:00,1269,1,1267
Hunan,Mainland China,2020-06-28 23:00:00,1019,4,1015
Anhui,Mainland China,2020-06-28 23:00:00,991,6,985
Heilongjiang,Mainland China,2020-06-28 23:00:00,947,13,934
Jiangxi,Mainland China,2020-06-28 23:00:00,937,1,936
Shandong,Mainland China,2020-06-28 23:00:00,792,7,785
Jiangsu,Mainland China,2020-06-28 23:00:00,654,0,653
Sichuan,Mainland China,2020-06-28 23:00:00,589,3,572
Beijing,Mainland China,2020-06-28 23:00:00,587,8,443
Chongqing,Mainland China,2020-06-28 23:00:00,579,6,570
Shanghai,Mainland China,2020-06-28 23:00:00,536,6,383
Fujian,Mainland China,2020-06-28 23:00:00,363,1,357
Hebei,Mainland China,2020-06-28 23:00:00,346,6,323
Shaanxi,Mainland China,2020-06-28 23:00:00,317,3,307
Guangxi,Mainland China,2020-06-28 23:00:00,254,2,252
Nei Mongol,Mainland China,2020-06-28 23:00:00,238,1,236
Shanxi,Mainland China,2020-06-28 23:00:00,198,0,198
Yunnan,Mainland China,2020-06-28 23:00:00,185,2,183
Tianjin,Mainland China,2020-06-28 23:00:00,180,3,144
Hainan,Mainland China,2020-06-28 23:00:00,171,6,163
Gansu,Mainland China,2020-06-28 23:00:00,158,2,137
Jilin,Mainland China,2020-06-28 23:00:00,155,2,153
Liaoning,Mainland China,2020-06-28 23:00:00,154,2,147
Guizhou,Mainland China,2020-06-28 23:00:00,147,2,145
Xinjiang Uygur,Mainland China,2020-06-28 23:00:00,76,3,73
Ningxia,Mainland China,2020-06-28 23:00:00,75,0,75
Qinghai,Mainland China,2020-06-28 23:00:00,18,0,18
Xizang,Mainland China,2020-06-28 23:00:00,1,0,1
Brazil,Brazil,2020-06-28 23:00:00,1344143,57622,715905
Russia,Russia,2020-06-28 23:00:00,634437,9073,399087
United Kingdom,United Kingdom,2020-06-28 23:00:00,311151,43550,
Peru,Peru,2020-06-28 23:00:00,279419,9317,167998
Chile,Chile,2020-06-28 23:00:00,271982,5509,
Spain,Spain,2020-06-28 23:00:00,248770,28379,150376
Italy,Italy,2020-06-28 23:00:00,240310,34738,188891
Iran,Iran,2020-06-28 23:00:00,222669,10508,183310
Mexico,Mexico,2020-06-28 23:00:00,212802,26381,123797
Pakistan,Pakistan,2020-06-28 23:00:00,202955,4118,92624
Turkey,Turkey,2020-06-28 23:00:00,197239,5097,170595
Germany,Germany,2020-06-28 23:00:00,194864,9029,177666
Saudi Arabia,Saudi Arabia,2020-06-28 23:00:00,182551,1511,124755
France,France,2020-06-28 23:00:00,162936,29778,75649
South Africa,South Africa,2020-06-28 23:00:00,138134,2456,68925
Bangladesh,Bangladesh,2020-06-28 23:00:00,137787,1738,55727
Qatar,Qatar,2020-06-28 23:00:00,94413,110,78702
Colombia,Colombia,2020-06-28 23:00:00,88591,2939,36273
Egypt,Egypt,2020-06-28 23:00:00,65188,2789,17539
Sweden,Sweden,2020-06-28 23:00:00,65137,5280,
Belarus,Belarus,2020-06-28 23:00:00,61475,383,45027
Belgium,Belgium,2020-06-28 23:00:00,61295,9750,16941
Argentina,Argentina,2020-06-28 23:00:00,57731,1207,19130
Ecuador,Ecuador,2020-06-28 23:00:00,54574,4720,5500
Indonesia,Indonesia,2020-06-28 23:00:00,54010,2754,22936
Netherlands,Netherlands,2020-06-28 23:00:00,50147,6105,
United Arab Emirates,United Arab Emirates,2020-06-28 23:00:00,47797,313,36411
Iraq,Iraq,2020-06-28 23:00:00,45402,1756,21122
Kuwait,Kuwait,2020-06-28 23:00:00,44942,348,35494
Singapore,Singapore,2020-06-28 23:00:00,43459,26,37508
Ukraine,Ukraine,2020-06-28 23:00:00,42982,1129,18934
Portugal,Portugal,2020-06-28 23:00:00,41189,1561,26864
Oman,Oman,2020-06-28 23:00:00,38150,163,21200
Philippines,Philippines,2020-06-28 23:00:00,35455,1244,9686
Poland,Poland,2020-06-28 23:00:00,33907,1438,20548
Switzerland,Switzerland,2020-06-28 23:00:00,31617,1682,29100
Dominican Republic,Dominican Republic,2020-06-28 23:00:00,31373,726,17142
Afghanistan,Afghanistan,2020-06-28 23:00:00,30967,737,12588
Bolivia,Bolivia,2020-06-28 23:00:00,30676,970,8158
Panama,Panama,2020-06-28 23:00:00,30658,592,15370
Romania,Romania,2020-06-28 23:00:00,26313,1612,18814
Bahrain,Bahrain,2020-06-28 23:00:00,25705,83,20517
Ireland,Ireland,2020-06-28 23:00:00,25439,1735,23349
Nigeria,Nigeria,2020-06-28 23:00:00,24077,558,8625
Armenia,Armenia,2020-06-28 23:00:00,24645,426,13116
Israel,Israel,2020-06-28 23:00:00,23755,318,17074
Kazakhstan,Kazakhstan,2020-06-28 23:00:00,28063,173,12824
Japan,Japan,2020-06-28 23:00:00,18390,971,16505
Austria,Austria,2020-06-28 23:00:00,17654,702,16401
Honduras,Honduras,2020-06-28 23:00:00,17007,479,1767
Ghana,Ghana,2020-06-28 23:00:00,16742,112,12720
Azerbaijan,Azerbaijan,2020-06-28 23:00:00,16424,198,9026
Guatemala,Guatemala,2020-06-28 23:00:00,16397,706,3123
Moldova,Moldova,2020-06-28 23:00:00,16250,530,9081
Serbia,Serbia,2020-06-28 23:00:00,14046,270,12464
Algeria,Algeria,2020-06-28 23:00:00,13273,897,9371
Nepal,Nepal,2020-06-28 23:00:00,12772,28,3013
South Korea,South Korea,2020-06-28 23:00:00,12715,282,11364
Denmark,Denmark,2020-06-28 23:00:00,12675,604,11508
Cameroon,Cameroon,2020-06-28 23:00:00,12592,313,10100
Morocco,Morocco,2020-06-28 23:00:00,12052,221,8740
Czech Republic,Czech Republic,2020-06-28 23:00:00,11603,348,7705
Sudan,Sudan,2020-06-28 23:00:00,9258,572,4014
Cote d'Ivoire,Cote d'Ivoire,2020-06-28 23:00:00,9101,66,3808
Norway,Norway,2020-06-28 23:00:00,8853,249,8138
Malaysia,Malaysia,2020-06-28 23:00:00,8634,121,8318
Uzbekistan,Uzbekistan,2020-06-28 23:00:00,7948,22,5329
Australia,Australia,2020-06-28 23:00:00,7684,104,6993
Finland,Finland,2020-06-28 23:00:00,7198,328,6600
Democratic Republic of the Congo,Democratic Republic of the Congo,2020-06-28 23:00:00,6827,157,985
Senegal,Senegal,2020-06-28 23:00:00,6586,102,4291
North Macedonia,North Macedonia,2020-06-28 23:00:00,6080,286,2315
Kenya,Kenya,2020-06-28 23:00:00,6070,143,1971
El Salvador,El Salvador,2020-06-28 23:00:00,5934,152,3557
Tajikistan,Tajikistan,2020-06-28 23:00:00,5849,52,4448
Haiti,Haiti,2020-06-28 23:00:00,5777,100,706
Ethiopia,Ethiopia,2020-06-28 23:00:00,5689,98,2132
Guinea,Guinea,2020-06-28 23:00:00,5291,30,4215
Gabon,Gabon,2020-06-28 23:00:00,5209,40,2327
Venezuela,Venezuela,2020-06-28 23:00:00,5130,42,1649
Kyrgyzstan,Kyrgyzstan,2020-06-28 23:00:00,4748,47,2242
Djibouti,Djibouti,2020-06-28 23:00:00,4643,52,4348
Bulgaria,Bulgaria,2020-06-28 23:00:00,4625,216,2475
Luxembourg,Luxembourg,2020-06-28 23:00:00,4242,110,3978
Mauritania,Mauritania,2020-06-28 23:00:00,4149,126,1419
Hungary,Hungary,2020-06-28 23:00:00,4142,581,2685
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-06-28 23:00:00,4107,179,2338
Central African Republic,Central African Republic,2020-06-28 23:00:00,3429,45,699
Thailand,Thailand,2020-06-28 23:00:00,3162,58,3053
Costa Rica,Costa Rica,2020-06-28 23:00:00,3130,15,1366
Somalia,Somalia,2020-06-28 23:00:00,2894,90,887
Croatia,Croatia,2020-06-28 23:00:00,2691,107,2152
Albania,Albania,2020-06-28 23:00:00,2402,55,1384
Cuba,Cuba,2020-06-28 23:00:00,2332,86,2201
Maldives,Maldives,2020-06-28 23:00:00,2323,8,1911
Nicaragua,Nicaragua,2020-06-28 23:00:00,2170,74,1238
Kosovo,Kosovo,2020-06-28 23:00:00,2547,37,1047
Mali,Mali,2020-06-28 23:00:00,2147,114,1432
Paraguay,Paraguay,2020-06-28 23:00:00,2127,15,1065
Madagascar,Madagascar,2020-06-28 23:00:00,2078,18,944
Sri Lanka,Sri Lanka,2020-06-28 23:00:00,2037,11,1661
Equatorial Guinea,Equatorial Guinea,2020-06-28 23:00:00,2001,32,515
Palestine,Palestine,2020-06-28 23:00:00,2053,7,447
South Sudan,South Sudan,2020-06-28 23:00:00,1989,36,246
Estonia,Estonia,2020-06-28 23:00:00,1987,69,1818
Iceland,Iceland,2020-06-28 23:00:00,1838,10,1816
Lithuania,Lithuania,2020-06-28 23:00:00,1815,78,1503
Lebanon,Lebanon,2020-06-28 23:00:00,1740,34,1153
Slovakia,Slovakia,2020-06-28 23:00:00,1664,28,1461
Guinea-Bissau,Guinea-Bissau,2020-06-28 23:00:00,1614,22,317
Slovenia,Slovenia,2020-06-28 23:00:00,1581,111,1376
Zambia,Zambia,2020-06-28 23:00:00,1557,22,1311
Sierra Leone,Sierra Leone,2020-06-28 23:00:00,1427,60,943
Hong Kong,Hong Kong,2020-06-28 23:00:00,1200,7,1104
New Zealand,New Zealand,2020-06-28 23:00:00,1176,22,1134
Tunisia,Tunisia,2020-06-28 23:00:00,1169,50,1029
Cabo Verde,Cabo Verde,2020-06-28 23:00:00,1155,12,570
Benin,Benin,2020-06-28 23:00:00,1149,16,306
Malawi,Malawi,2020-06-28 23:00:00,1146,13,260
Jordan,Jordan,2020-06-28 23:00:00,1121,9,860
Yemen,Yemen,2020-06-28 23:00:00,1118,302,430
Latvia,Latvia,2020-06-28 23:00:00,1116,30,932
Republic of the Congo,Republic of the Congo,2020-06-28 23:00:00,1087,37,456
Niger,Niger,2020-06-28 23:00:00,1074,67,939
Cyprus,Cyprus,2020-06-28 23:00:00,994,19,824
Burkina Faso,Burkina Faso,2020-06-28 23:00:00,959,53,830
Georgia (country),Georgia,2020-06-28 23:00:00,924,14,785
Uruguay,Uruguay,2020-06-28 23:00:00,929,26,818
Rwanda,Rwanda,2020-06-28 23:00:00,900,2,443
Chad,Chad,2020-06-28 23:00:00,866,74,780
Mozambique,Mozambique,2020-06-28 23:00:00,859,5,228
Uganda,Uganda,2020-06-28 23:00:00,859,0,794
Andorra,Andorra,2020-06-28 23:00:00,855,52,799
eSwatini,eSwatini,2020-06-28 23:00:00,781,11,372
Liberia,Liberia,2020-06-28 23:00:00,768,34,298
Libya,Libya,2020-06-28 23:00:00,727,18,171
São Tomé and Príncipe,São Tomé and Príncipe,2020-06-28 23:00:00,713,13,219
Others,Japan (Diamond Princess),2020-06-28 23:00:00,712,14,653
San Marino,San Marino,2020-06-28 23:00:00,713,42,656
Jamaica,Jamaica,2020-06-28 23:00:00,690,10,552
Malta,Malta,2020-06-28 23:00:00,670,9,636
Togo,Togo,2020-06-28 23:00:00,642,14,401
Zimbabwe,Zimbabwe,2020-06-28 23:00:00,567,7,142
Suriname,Suriname,2020-06-28 23:00:00,490,11,199
Montenegro,Montenegro,2020-06-28 23:00:00,481,11,315
Taiwan,Taiwan,2020-06-28 23:00:00,447,7,435
Vietnam,Vietnam,2020-06-28 23:00:00,355,0,330
Mauritius,Mauritius,2020-06-28 23:00:00,341,10,326
Isle of Man,Isle of Man,2020-06-28 23:00:00,336,24,312
Jersey,Jersey,2020-06-28 23:00:00,319,31,
Myanmar,Myanmar,2020-06-28 23:00:00,299,6,218
Comoros,Comoros,2020-06-28 23:00:00,272,7,161
Angola,Angola,2020-06-28 23:00:00,267,11,81
Syria,Syria,2020-06-28 23:00:00,259,9,102
Guernsey,Guernsey,2020-06-28 23:00:00,252,13,238
Guyana,Guyana,2020-06-28 23:00:00,230,12,109
Mongolia,Mongolia,2020-06-28 23:00:00,219,0,170
Cayman Islands,Cayman Islands,2020-06-28 23:00:00,196,1,169
Eritrea,Eritrea,2020-06-28 23:00:00,191,0,53
Faroe Islands,Faroe Islands,2020-06-28 23:00:00,187,0,187
Namibia,Namibia,2020-06-28 23:00:00,183,0,24
Gibraltar,Gibraltar,2020-06-28 23:00:00,176,0,176
Burundi,Burundi,2020-06-28 23:00:00,170,1,115
Bermuda,Bermuda,2020-06-28 23:00:00,146,9,134
Brunei,Brunei,2020-06-28 23:00:00,141,3,138
Cambodia,Cambodia,2020-06-28 23:00:00,141,0,129
Trinidad and Tobago,Trinidad and Tobago,2020-06-28 23:00:00,124,8,109
Bahamas,Bahamas,2020-06-28 23:00:00,104,11,77
Monaco,Monaco,2020-06-28 23:00:00,102,4,95
Aruba,Aruba,2020-06-28 23:00:00,101,3,98
Barbados,Barbados,2020-06-28 23:00:00,97,7,85
Botswana,Botswana,2020-06-28 23:00:00,125,1,25
Liechtenstein,Liechtenstein,2020-06-28 23:00:00,83,1,69
Sint Maarten,Sint Maarten,2020-06-28 23:00:00,77,15,62
Bhutan,Bhutan,2020-06-28 23:00:00,76,0,38
Antigua and Barbuda,Antigua and Barbuda,2020-06-28 23:00:00,65,3,22
French Polynesia,French Polynesia,2020-06-28 23:00:00,62,0,60
Macau,Macau,2020-06-28 23:00:00,46,0,45
Gambia,Gambia,2020-06-28 23:00:00,45,2,26
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2020-06-28 23:00:00,29,0,27
Belize,Belize,2020-06-28 23:00:00,24,2,17
Curacao,Curacao,2020-06-28 23:00:00,23,1,19
Timor-Leste,Timor-Leste,2020-06-28 23:00:00,24,0,24
Lesotho,Lesotho,2020-06-28 23:00:00,24,0,4
Grenada,Grenada,2020-06-28 23:00:00,23,0,23
New Caledonia,New Caledonia,2020-06-28 23:00:00,21,0,21
Laos,Laos,2020-06-28 23:00:00,19,0,19
Saint Lucia,Saint Lucia,2020-06-28 23:00:00,19,0,18
Dominica,Dominica,2020-06-28 23:00:00,18,0,18
Fiji,Fiji,2020-06-28 23:00:00,18,0,18
