name,Region,Last Update,Confirmed,Deaths,Recovered
Afghanistan,Afghanistan,2020-05-23 23:00:00,9866,211,
Albania,Albania,2020-05-23 23:00:00,981,31,
Algeria,Algeria,2020-05-23 23:00:00,7918,582,
Andorra,Andorra,2020-05-23 23:00:00,762,51,
Angola,Angola,2020-05-23 23:00:00,60,3,
Anguilla,Anguilla,2020-05-23 23:00:00,3,0,
Antigua and Barbuda,Antigua and Barbuda,2020-05-23 23:00:00,25,3,
Armenia,Armenia,2020-05-23 23:00:00,6302,77,
Aruba,Aruba,2020-05-23 23:00:00,101,3,
Australia,Australia,2020-05-23 23:00:00,7095,101,
Azerbaijan,Azerbaijan,2020-05-23 23:00:00,3855,46,
Bahamas,Bahamas,2020-05-23 23:00:00,97,11,
Bahrain,Bahrain,2020-05-23 23:00:00,8414,12,
Bangladesh,Bangladesh,2020-05-23 23:00:00,32078,452,
Barbados,Barbados,2020-05-23 23:00:00,90,7,
Belarus,Belarus,2020-05-23 23:00:00,34303,190,
Belize,Belize,2020-05-23 23:00:00,18,2,
Benin,Benin,2020-05-23 23:00:00,135,3,
Bermuda,Bermuda,2020-05-23 23:00:00,125,9,
Bhutan,Bhutan,2020-05-23 23:00:00,21,0,
Bolivia,Bolivia,2020-05-23 23:00:00,5187,215,
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-05-23 23:00:00,2371,140,
Botswana,Botswana,2020-05-23 23:00:00,29,1,
British Virgin Islands,British Virgin Islands,2020-05-23 23:00:00,8,1,
Brunei,Brunei,2020-05-23 23:00:00,141,1,
Bulgaria,Bulgaria,2020-05-23 23:00:00,2408,126,
Burkina Faso,Burkina Faso,2020-05-23 23:00:00,814,52,
Burundi,Burundi,2020-05-23 23:00:00,42,1,
Cabo Verde,Cabo Verde,2020-05-23 23:00:00,362,3,
Cambodia,Cambodia,2020-05-23 23:00:00,124,0,
Cameroon,Cameroon,2020-05-23 23:00:00,4400,159,
Cayman Islands,Cayman Islands,2020-05-23 23:00:00,121,1,
Central African Republic,Central African Republic,2020-05-23 23:00:00,479,0,
Chad,Chad,2020-05-23 23:00:00,611,59,
Comoros,Comoros,2020-05-23 23:00:00,34,1,
Republic of the Congo,Republic of the Congo,2020-05-23 23:00:00,469,16,
Costa Rica,Costa Rica,2020-05-23 23:00:00,903,10,
Cote d'Ivoire,Cote d'Ivoire,2020-05-23 23:00:00,2341,29,
Croatia,Croatia,2020-05-23 23:00:00,2243,99,
Cuba,Cuba,2020-05-23 23:00:00,1916,81,
Curacao,Curacao,2020-05-23 23:00:00,16,1,
Cyprus,Cyprus,2020-05-23 23:00:00,927,17,
Czech Republic,Czech Republic,2020-05-23 23:00:00,8813,312,
Democratic Republic of the Congo,Democratic Republic of the Congo,2020-05-23 23:00:00,1944,62,
Denmark,Denmark,2020-05-23 23:00:00,11230,561,
Djibouti,Djibouti,2020-05-23 23:00:00,2270,10,
Dominica,Dominica,2020-05-23 23:00:00,16,0,
Dominican Republic,Dominican Republic,2020-05-23 23:00:00,13989,456,
Ecuador,Ecuador,2020-05-23 23:00:00,35828,3056,
Egypt,Egypt,2020-05-23 23:00:00,15786,707,
El Salvador,El Salvador,2020-05-23 23:00:00,1725,33,
Equatorial Guinea,Equatorial Guinea,2020-05-23 23:00:00,960,11,
Eritrea,Eritrea,2020-05-23 23:00:00,39,0,
Estonia,Estonia,2020-05-23 23:00:00,1807,64,
eSwatini,eSwatini,2020-05-23 23:00:00,225,2,
Ethiopia,Ethiopia,2020-05-23 23:00:00,433,5,
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-05-23 23:00:00,13,0,
Faroe Islands,Faroe Islands,2020-05-23 23:00:00,187,0,
Fiji,Fiji,2020-05-23 23:00:00,18,0,
Finland,Finland,2020-05-23 23:00:00,6537,306,
France,France,2020-05-23 23:00:00,141949,28238,
French Guiana,French Guiana,2020-05-23 23:00:00,249,1,
French Polynesia,French Polynesia,2020-05-23 23:00:00,60,0,
Gabon,Gabon,2020-05-23 23:00:00,1728,12,
Gambia,Gambia,2020-05-23 23:00:00,25,1,
Georgia (country),Georgia,2020-05-23 23:00:00,723,12,
Ghana,Ghana,2020-05-23 23:00:00,6486,31,
Gibraltar,Gibraltar,2020-05-23 23:00:00,151,0,
Greenland,Greenland,2020-05-23 23:00:00,11,0,
Grenada,Grenada,2020-05-23 23:00:00,22,0,
Guadeloupe,Guadeloupe,2020-05-23 23:00:00,155,13,
Guatemala,Guatemala,2020-05-23 23:00:00,2512,48,
Guernsey,Guernsey,2020-05-23 23:00:00,252,13,
Guinea,Guinea,2020-05-23 23:00:00,3114,19,
Guinea-Bissau,Guinea-Bissau,2020-05-23 23:00:00,1114,6,
Guyana,Guyana,2020-05-23 23:00:00,127,10,
Haiti,Haiti,2020-05-23 23:00:00,734,25,
