name,Region,Last Update,Confirmed,Deaths,Recovered
Afghanistan,Afghanistan,2020-05-25 23:00:00,11094,219,
Albania,Albania,2020-05-25 23:00:00,1004,32,
Algeria,Algeria,2020-05-25 23:00:00,8306,600,
Andorra,Andorra,2020-05-25 23:00:00,763,51,
Angola,Angola,2020-05-25 23:00:00,69,4,
Anguilla,Anguilla,2020-05-25 23:00:00,3,0,
Antigua and Barbuda,Antigua and Barbuda,2020-05-25 23:00:00,25,3,
Armenia,Armenia,2020-05-25 23:00:00,7113,87,
Aruba,Aruba,2020-05-25 23:00:00,101,3,
Australia,Australia,2020-05-25 23:00:00,7109,102,
Azerbaijan,Azerbaijan,2020-05-25 23:00:00,4122,49,
Bahamas,Bahamas,2020-05-25 23:00:00,100,11,
Bahrain,Bahrain,2020-05-25 23:00:00,9138,13,
Bangladesh,Bangladesh,2020-05-25 23:00:00,35585,501,
Barbados,Barbados,2020-05-25 23:00:00,92,7,
Belarus,Belarus,2020-05-25 23:00:00,36198,199,
Belize,Belize,2020-05-25 23:00:00,18,2,
Benin,Benin,2020-05-25 23:00:00,191,3,
Bermuda,Bermuda,2020-05-25 23:00:00,133,9,
Bhutan,Bhutan,2020-05-25 23:00:00,27,0,
Bolivia,Bolivia,2020-05-25 23:00:00,5915,240,
Bosnia and Herzegovina,Bosnia and Herzegovina,2020-05-25 23:00:00,2391,141,
Botswana,Botswana,2020-05-25 23:00:00,35,1,
British Virgin Islands,British Virgin Islands,2020-05-25 23:00:00,8,1,
Brunei,Brunei,2020-05-25 23:00:00,141,1,
Bulgaria,Bulgaria,2020-05-25 23:00:00,2433,130,
Burkina Faso,Burkina Faso,2020-05-25 23:00:00,832,52,
Burundi,Burundi,2020-05-25 23:00:00,42,1,
Cabo Verde,Cabo Verde,2020-05-25 23:00:00,380,3,
Cambodia,Cambodia,2020-05-25 23:00:00,124,0,
Cameroon,Cameroon,2020-05-25 23:00:00,4400,159,
Cayman Islands,Cayman Islands,2020-05-25 23:00:00,129,1,
Central African Republic,Central African Republic,2020-05-25 23:00:00,604,1,
Chad,Chad,2020-05-25 23:00:00,675,60,
Comoros,Comoros,2020-05-25 23:00:00,43,1,
Republic of the Congo,Republic of the Congo,2020-05-25 23:00:00,487,16,
Costa Rica,Costa Rica,2020-05-25 23:00:00,918,10,
Cote d'Ivoire,Cote d'Ivoire,2020-05-25 23:00:00,2376,30,
Croatia,Croatia,2020-05-25 23:00:00,2244,99,
Cuba,Cuba,2020-05-25 23:00:00,1941,82,
Curacao,Curacao,2020-05-25 23:00:00,17,1,
Cyprus,Cyprus,2020-05-25 23:00:00,935,17,
Czech Republic,Czech Republic,2020-05-25 23:00:00,8957,315,
Democratic Republic of the Congo,Democratic Republic of the Congo,2020-05-25 23:00:00,2140,62,
Denmark,Denmark,2020-05-25 23:00:00,11360,562,
Djibouti,Djibouti,2020-05-25 23:00:00,2270,10,
Dominica,Dominica,2020-05-25 23:00:00,16,0,
Dominican Republic,Dominican Republic,2020-05-25 23:00:00,14801,458,
Ecuador,Ecuador,2020-05-25 23:00:00,36756,3108,
Egypt,Egypt,2020-05-25 23:00:00,17265,764,
El Salvador,El Salvador,2020-05-25 23:00:00,1915,35,
Equatorial Guinea,Equatorial Guinea,2020-05-25 23:00:00,1043,12,
Eritrea,Eritrea,2020-05-25 23:00:00,39,0,
Estonia,Estonia,2020-05-25 23:00:00,1823,64,
eSwatini,eSwatini,2020-05-25 23:00:00,250,2,
Ethiopia,Ethiopia,2020-05-25 23:00:00,582,5,
Falkland Islands (Islas Malvinas),Falkland Islands (Islas Malvinas),2020-05-25 23:00:00,13,0,
