region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,82.78,232,211,280,81.15,86.03,232 [211 - 280],82.78% [81.15% - 86.03%],235,97,509,03-03-2021,projected
2,AL- DOTHAN,80.83,14,13,20,80.53,83.77,14 [13 - 20],80.83% [80.53% - 83.77%],11,7,50,03-03-2021,projected
5,AL- HUNTSVILLE,82.39,42,38,53,81.06,85.53,42 [38 - 53],82.39% [81.06% - 85.53%],45,20,104,03-03-2021,projected
6,AL- MOBILE,82.52,70,64,84,81.47,85.18,70 [64 - 84],82.52% [81.47% - 85.18%],72,42,148,03-03-2021,projected
7,AL- MONTGOMERY,81.55,15,13,18,80.65,82.13,15 [13 - 18],81.55% [80.65% - 82.13%],24,10,33,03-03-2021,projected
9,AL- TUSCALOOSA,82.71,23,21,28,81.3,85.11,23 [21 - 28],82.71% [81.3% - 85.11%],27,13,51,03-03-2021,projected
11,AZ- MESA,82.02,31,29,37,81.21,83.79,31 [29 - 37],82.02% [81.21% - 83.79%],40,24,75,03-03-2021,projected
12,AZ- PHOENIX,81.31,86,79,101,80.81,82.64,86 [79 - 101],81.31% [80.81% - 82.64%],99,61,200,03-03-2021,projected
14,AZ- SUN CITY,80.62,7,6,7,80.37,81.11,7 [6 - 7],80.62% [80.37% - 81.11%],5,3,9,03-03-2021,projected
15,AZ- TUCSON,81.43,31,28,36,80.75,82.54,31 [28 - 36],81.43% [80.75% - 82.54%],36,19,64,03-03-2021,projected
16,AR- FORT SMITH,80.78,5,4,8,80.0,81.41,5 [4 - 8],80.78% [80.0% - 81.41%],10,0,18,03-03-2021,projected
18,AR- JONESBORO,80.55,7,6,11,80.0,83.21,7 [6 - 11],80.55% [80.0% - 83.21%],5,0,29,03-03-2021,projected
19,AR- LITTLE ROCK,82.37,134,120,192,80.83,87.93,134 [120 - 192],82.37% [80.83% - 87.93%],137,48,458,03-03-2021,projected
21,AR- SPRINGDALE,83.97,42,38,57,81.89,91.45,42 [38 - 57],83.97% [81.89% - 91.45%],42,20,121,03-03-2021,projected
22,AR- TEXARKANA,82.14,21,19,29,80.82,86.94,21 [19 - 29],82.14% [80.82% - 86.94%],21,8,68,03-03-2021,projected
23,CA- ORANGE CO.,80.31,17,16,20,80.18,80.56,17 [16 - 20],80.31% [80.18% - 80.56%],24,14,43,03-03-2021,projected
25,CA- BAKERSFIELD,80.41,9,8,11,80.22,80.61,9 [8 - 11],80.41% [80.22% - 80.61%],15,8,22,03-03-2021,projected
31,CA- CHICO,80.0,0,0,1,80.0,80.78,0 [0 - 1],80.0% [80.0% - 80.78%],0,0,5,03-03-2021,projected
33,CA- CONTRA COSTA CO.,81.05,17,16,21,80.6,82.1,17 [16 - 21],81.05% [80.6% - 82.1%],21,12,42,03-03-2021,projected
43,CA- FRESNO,80.92,18,16,20,80.53,81.58,18 [16 - 20],80.92% [80.53% - 81.58%],21,12,36,03-03-2021,projected
56,CA- LOS ANGELES,80.46,82,76,91,80.27,80.71,82 [76 - 91],80.46% [80.27% - 80.71%],113,67,176,03-03-2021,projected
58,CA- MODESTO,81.4,20,18,23,80.64,82.5,20 [18 - 23],81.4% [80.64% - 82.5%],24,11,43,03-03-2021,projected
62,CA- NAPA,81.2,7,6,8,80.0,82.23,7 [6 - 8],81.2% [80.0% - 82.23%],7,0,13,03-03-2021,projected
65,CA- ALAMEDA CO.,80.18,7,6,7,80.12,80.33,7 [6 - 7],80.18% [80.12% - 80.33%],6,4,11,03-03-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,0,80.09,80.19,0 [0 - 0],80.09% [80.09% - 80.19%],1,1,2,03-03-2021,projected
73,CA- REDDING,82.31,22,19,26,80.92,83.79,22 [19 - 26],82.31% [80.92% - 83.79%],25,10,41,03-03-2021,projected
77,CA- SACRAMENTO,80.92,37,33,42,80.52,81.69,37 [33 - 42],80.92% [80.52% - 81.69%],44,25,81,03-03-2021,projected
78,CA- SALINAS,80.63,1,0,2,80.0,80.63,1 [0 - 2],80.63% [80.0% - 80.63%],5,0,5,03-03-2021,projected
79,CA- SAN BERNARDINO,80.35,15,13,17,80.19,80.54,15 [13 - 17],80.35% [80.19% - 80.54%],20,11,31,03-03-2021,projected
80,CA- SAN DIEGO,80.75,40,37,45,80.43,81.22,40 [37 - 45],80.75% [80.43% - 81.22%],53,30,86,03-03-2021,projected
81,CA- SAN FRANCISCO,80.35,14,13,16,80.16,80.63,14 [13 - 16],80.35% [80.16% - 80.63%],18,8,32,03-03-2021,projected
82,CA- SAN JOSE,81.19,30,28,35,80.69,82.28,30 [28 - 35],81.19% [80.69% - 82.28%],36,21,69,03-03-2021,projected
83,CA- SAN LUIS OBISPO,81.1,7,6,7,80.22,81.1,7 [6 - 7],81.1% [80.22% - 81.1%],5,1,5,03-03-2021,projected
