region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.18,33,29,39,80.45,82.37,33 [29 - 39],81.18% [80.45% - 82.37%],100,38,200,02-16-2021
2,AL- DOTHAN,80.6,0,0,1,80.0,81.13,0 [0 - 1],80.6% [80.0% - 81.13%],8,0,15,02-16-2021
5,AL- HUNTSVILLE,82.02,14,12,15,80.96,83.19,14 [12 - 15],82.02% [80.96% - 83.19%],38,18,60,02-16-2021
6,AL- MOBILE,81.65,7,6,10,80.74,82.73,7 [6 - 10],81.65% [80.74% - 82.73%],47,21,78,02-16-2021
7,AL- MONTGOMERY,81.29,7,6,9,80.65,83.75,7 [6 - 9],81.29% [80.65% - 83.75%],20,10,58,02-16-2021
9,AL- TUSCALOOSA,81.7,7,6,8,81.1,83.31,7 [6 - 8],81.7% [81.1% - 83.31%],17,11,33,02-16-2021
11,AZ- MESA,82.27,11,10,13,80.96,83.54,11 [10 - 13],82.27% [80.96% - 83.54%],45,19,70,02-16-2021
12,AZ- PHOENIX,81.21,23,20,27,80.5,82.1,23 [20 - 27],81.21% [80.5% - 82.1%],92,38,159,02-16-2021
14,AZ- SUN CITY,80.99,0,0,1,80.49,81.6,0 [0 - 1],80.99% [80.49% - 81.6%],8,4,13,02-16-2021
15,AZ- TUCSON,80.67,7,6,7,80.28,81.15,7 [6 - 7],80.67% [80.28% - 81.15%],17,7,29,02-16-2021
16,AR- FORT SMITH,80.86,0,0,2,80.0,82.26,0 [0 - 2],80.86% [80.0% - 82.26%],11,0,29,02-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.33,0 [0 - 0],80.0% [80.0% - 80.33%],0,0,3,02-16-2021
19,AR- LITTLE ROCK,80.97,19,17,22,80.33,82.1,19 [17 - 22],80.97% [80.33% - 82.1%],56,19,121,02-16-2021
21,AR- SPRINGDALE,81.8,7,6,7,80.66,82.55,7 [6 - 7],81.8% [80.66% - 82.55%],19,7,27,02-16-2021
22,AR- TEXARKANA,83.67,9,8,12,81.22,86.02,9 [8 - 12],83.67% [81.22% - 86.02%],36,12,59,02-16-2021
23,CA- ORANGE CO.,81.02,22,20,24,80.56,81.56,22 [20 - 24],81.02% [80.56% - 81.56%],78,43,119,02-16-2021
25,CA- BAKERSFIELD,81.88,17,15,20,80.91,82.93,17 [15 - 20],81.88% [80.91% - 82.93%],68,33,106,02-16-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.78,0 [0 - 0],80.0% [80.0% - 80.78%],0,0,5,02-16-2021
33,CA- CONTRA COSTA CO.,81.0,6,5,7,80.5,81.65,6 [5 - 7],81.0% [80.5% - 81.65%],20,10,33,02-16-2021
43,CA- FRESNO,80.53,3,2,4,80.13,81.01,3 [2 - 4],80.53% [80.13% - 81.01%],12,3,23,02-16-2021
56,CA- LOS ANGELES,80.4,23,20,27,80.17,80.69,23 [20 - 27],80.4% [80.17% - 80.69%],99,41,170,02-16-2021
58,CA- MODESTO,81.92,9,8,11,80.76,83.2,9 [8 - 11],81.92% [80.76% - 83.2%],33,13,55,02-16-2021
62,CA- NAPA,81.2,0,0,1,80.0,82.92,0 [0 - 1],81.2% [80.0% - 82.92%],7,0,17,02-16-2021
65,CA- ALAMEDA CO.,80.71,7,6,8,80.33,81.15,7 [6 - 8],80.71% [80.33% - 81.15%],24,11,39,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,80.28,0,0,0,80.09,80.38,0 [0 - 0],80.28% [80.09% - 80.38%],3,1,4,02-16-2021
73,CA- REDDING,80.83,7,6,7,80.0,81.94,7 [6 - 7],80.83% [80.0% - 81.94%],9,0,21,02-16-2021
77,CA- SACRAMENTO,80.9,12,11,14,80.44,81.63,12 [11 - 14],80.9% [80.44% - 81.63%],43,21,78,02-16-2021
78,CA- SALINAS,81.64,7,6,7,81.01,82.65,7 [6 - 7],81.64% [81.01% - 82.65%],13,8,21,02-16-2021
79,CA- SAN BERNARDINO,80.45,7,6,8,80.19,80.74,7 [6 - 8],80.45% [80.19% - 80.74%],26,11,43,02-16-2021
80,CA- SAN DIEGO,81.11,22,19,25,80.5,81.78,22 [19 - 25],81.11% [80.5% - 81.78%],78,35,125,02-16-2021
81,CA- SAN FRANCISCO,80.77,7,7,9,80.34,81.16,7 [7 - 9],80.77% [80.34% - 81.16%],39,17,59,02-16-2021
82,CA- SAN JOSE,80.69,7,6,8,80.33,81.06,7 [6 - 8],80.69% [80.33% - 81.06%],21,10,32,02-16-2021
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.66,0 [0 - 0],80.0% [80.0% - 80.66%],0,0,3,02-16-2021
85,CA- SAN MATEO CO.,80.45,7,6,7,80.22,80.74,7 [6 - 7],80.45% [80.22% - 80.74%],12,6,20,02-16-2021
86,CA- SANTA BARBARA,81.14,7,6,7,80.52,81.97,7 [6 - 7],81.14% [80.52% - 81.97%],11,5,19,02-16-2021
87,CA- SANTA CRUZ,80.28,0,0,0,80.0,81.95,0 [0 - 0],80.28% [80.0% - 81.95%],1,0,7,02-16-2021
89,CA- SANTA ROSA,80.11,0,0,0,80.0,80.38,0 [0 - 0],80.11% [80.0% - 80.38%],2,0,7,02-16-2021
91,CA- STOCKTON,80.66,1,0,2,80.09,81.03,1 [0 - 2],80.66% [80.09% - 81.03%],7,1,11,02-16-2021
96,CA- VENTURA,81.21,7,6,7,80.57,82.03,7 [6 - 7],81.21% [80.57% - 82.03%],19,9,32,02-16-2021
101,CO- BOULDER,88.42,14,13,17,84.63,95.79,14 [13 - 17],88.42% [84.63% - 95.79%],40,22,75,02-16-2021
102,CO- COLORADO SPRINGS,88.31,32,29,38,84.25,97.49,32 [29 - 38],88.31% [84.25% - 97.49%],86,44,181,02-16-2021
103,CO- DENVER,84.44,72,65,82,82.24,87.58,72 [65 - 82],84.44% [82.24% - 87.58%],212,107,362,02-16-2021
104,CO- FORT COLLINS,82.19,7,6,7,81.1,83.6,7 [6 - 7],82.19% [81.1% - 83.6%],14,7,23,02-16-2021
105,CO- GRAND JUNCTION,82.78,7,7,9,81.01,87.07,7 [7 - 9],82.78% [81.01% - 87.07%],22,8,56,02-16-2021
106,CO- GREELEY,82.32,7,6,7,81.16,83.86,7 [6 - 7],82.32% [81.16% - 83.86%],18,9,30,02-16-2021
107,CO- PUEBLO,107.69,87,77,112,88.15,172.23,87 [77 - 112],107.69% [88.15% - 172.23%],221,65,736,02-16-2021
109,CT- BRIDGEPORT,81.89,7,6,8,80.88,82.95,7 [6 - 8],81.89% [80.88% - 82.95%],32,15,50,02-16-2021
110,CT- HARTFORD,81.63,10,9,13,80.58,82.55,10 [9 - 13],81.63% [80.58% - 82.55%],53,19,83,02-16-2021
111,CT- NEW HAVEN,81.9,24,21,27,80.88,82.93,24 [21 - 27],81.9% [80.88% - 82.93%],73,34,113,02-16-2021
112,DE- WILMINGTON,83.54,21,19,23,81.93,85.91,21 [19 - 23],83.54% [81.93% - 85.91%],66,36,110,02-16-2021
113,DC- WASHINGTON,82.9,55,49,61,81.38,84.65,55 [49 - 61],82.9% [81.38% - 84.65%],159,76,255,02-16-2021
115,FL- BRADENTON,87.62,19,17,22,84.37,93.82,19 [17 - 22],87.62% [84.37% - 93.82%],54,31,98,02-16-2021
116,FL- CLEARWATER,82.38,14,13,16,81.22,83.85,14 [13 - 16],82.38% [81.22% - 83.85%],39,20,63,02-16-2021
