Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Maharashtra,India,1018,150,,,,,,,2020-04-08 00:00:00,140004402,,,,
Tamil Nadu,India,690,69,,,,,,,2020-04-08 00:00:00,140001938,,,,
Delhi,India,576,51,,,,,,,2020-04-08 00:00:00,140001944,,,,
Telangana,India,404,40,,,,,,,2020-04-08 00:00:00,140004405,,,,
Rajasthan,India,343,42,,,,,,,2020-04-08 00:00:00,140001929,,,,
Kerala,India,336,9,,,,,,,2020-04-08 00:00:00,140001930,,,,
Uttar Pradesh,India,332,27,,,,,,,2020-04-08 00:00:00,140001926,,,,
Andhra Pradesh,India,314,11,,,,,,,2020-04-08 00:00:00,140004401,,,,
Madhya Pradesh,India,290,34,,,,,,,2020-04-08 00:00:00,140001931,,,,
Karnataka,India,175,12,,,,,,,2020-04-08 00:00:00,140004403,,,,
Gujarat,India,175,29,,,,,,,2020-04-08 00:00:00,140001927,,,,
Haryana,India,143,33,,,,,,,2020-04-08 00:00:00,140001933,,,,
Punjab,India,99,20,,,,,,,2020-04-08 00:00:00,140001934,,,,
West Bengal,India,91,11,,,,,,,2020-04-08 00:00:00,140001940,,,,
Odisha,India,42,2,,,,,,,2020-04-08 00:00:00,140001936,,,,
Bihar,India,38,6,,,,,,,2020-04-08 00:00:00,140001937,,,,
Uttarakhand,India,31,0,,,,,,,2020-04-08 00:00:00,140001932,,,,
Assam,India,28,2,,,,,,,2020-04-08 00:00:00,140001939,,,,
Chandigarh,India,18,0,,,,,,,2020-04-08 00:00:00,140001945,,,,
Himachal Pradesh,India,27,9,,,,,,,2020-04-08 00:00:00,140001941,,,,
Andaman and Nicobar Islands,India,10,0,,,,,,,2020-04-08 00:00:00,140001955,,,,
Chhattisgarh,India,10,0,,,,,,,2020-04-08 00:00:00,140004404,,,,
Goa,India,7,0,,,,,,,2020-04-08 00:00:00,140001956,,,,
Puducherry,India,5,0,,,,,,,2020-04-08 00:00:00,140001953,,,,
Jharkhand,India,4,0,,,,,,,2020-04-08 00:00:00,140001943,,,,
Manipur,India,2,0,,,,,,,2020-04-08 00:00:00,140001942,,,,
Mizoram,India,1,0,,,,,,,2020-04-08 00:00:00,140001928,,,,
Arunachal Pradesh,India,1,0,,,,,,,2020-04-08 00:00:00,140002691,,,,
Dadra and Nagar Haveli,India,1,0,,,,,,,2020-04-08 00:00:00,140001947,,,,
Tripura,India,1,0,,,,,,,2020-04-08 00:00:00,140001949,,,,
Daman & Diu,India,0,0,,,,,,,2020-04-08 00:00:00,140001948,,,,
Lakshadweep,India,0,0,,,,,,,2020-04-08 00:00:00,140001954,,,,
Meghalaya,India,0,0,,,,,,,2020-04-08 00:00:00,140001952,,,,
Nagaland,India,0,0,,,,,,,2020-04-08 00:00:00,140001950,,,,
Sikkim,India,0,0,,,,,,,2020-04-08 00:00:00,140001951,,,,
British Columbia,Canada,1291,25,,,,,,,2020-04-08 00:00:00,140002874,,,,
Alberta,Canada,1373,25,,,,,,,2020-04-08 00:00:00,140002879,,,,
Saskatchewan,Canada,260,7,,,,,,,2020-04-08 00:00:00,140002878,,,,
Manitoba,Canada,217,13,,,,,,,2020-04-08 00:00:00,140002877,,,,
Ontario,Canada,4726,379,,,,,,,2020-04-08 00:00:00,140002875,,,,
Quebec,Canada,9340,760,,,,,,,2020-04-08 00:00:00,140002869,,,,
Newfoundland,Canada,228,2,,,,,,,2020-04-08 00:00:00,140002930,,,,
New Brunswick,Canada,105,2,,,,,,,2020-04-08 00:00:00,140002928,,,,
Nova Scotia,Canada,310,17,,,,,,,2020-04-08 00:00:00,140002929,,,,
Prince Edward Island,Canada,22,0,,,,,,,2020-04-08 00:00:00,140002931,,,,
Yukon,Canada,7,0,,,,,,,2020-04-08 00:00:00,140002880,,,,
Northwest Territories,Canada,5,0,,,,,,,2020-04-08 00:00:00,140002881,,,,
Nunavut,Canada,0,0,,,,,,,2020-04-08 00:00:00,140003914,,,,
Repatriated travellers,Canada,13,0,,,,,,,2020-04-08 00:00:00,,,,,
