Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Maharashtra,India,275640,7975,10928,233,155201,4843,109511,2899,2020-07-16 03:00:00,140004402,152613,3606,112099,4136
Tamil Nadu,India,151820,4496,2167,68,102310,5000,47343,-572,2020-07-16 03:00:00,140001938,102310,5000,47343,-572
Delhi,India,116993,1647,3487,41,95699,2463,17807,-857,2020-07-16 03:00:00,140001944,95699,2463,17807,-857
Gujarat,India,44648,925,2080,10,31346,791,11222,124,2020-07-16 03:00:00,140001927,31346,791,11222,124
Karnataka,India,47253,3176,933,87,18467,1076,27853,2013,2020-07-16 03:00:00,140004403,18467,1076,27853,2013
Uttar Pradesh,India,41383,1659,1012,29,25743,762,14628,868,2020-07-16 03:00:00,140001926,25743,762,14628,868
Telangana,India,39342,1597,386,11,25999,1159,12957,427,2020-07-16 03:00:00,140004405,25999,1159,12957,427
Andhra Pradesh,India,35451,2432,452,44,18378,911,16621,1477,2020-07-16 03:00:00,140004401,18378,911,16621,1477
West Bengal,India,34427,1589,1000,20,20680,749,12747,820,2020-07-16 03:00:00,140001940,20680,749,12747,820
Rajasthan,India,26437,866,530,6,19502,333,6405,527,2020-07-16 03:00:00,140001929,19502,333,6405,527
Haryana,India,23306,678,319,7,17667,577,5320,94,2020-07-16 03:00:00,140001933,17667,577,5320,94
Bihar,India,20173,1320,157,14,13533,514,6483,792,2020-07-16 03:00:00,140001937,13533,514,6483,792
Madhya Pradesh,India,19643,638,682,9,13908,333,5053,296,2020-07-16 03:00:00,140001931,13908,333,5053,296
Assam,India,19755,1088,53,2,12889,715,6813,371,2020-07-16 03:00:00,140001939,12889,715,6813,371
Odisha,India,14898,618,101,5,10476,612,4321,1,2020-07-16 03:00:00,140001936,10476,612,4321,1
Punjab,India,8799,288,221,8,5867,204,2711,76,2020-07-16 03:00:00,140001934,5867,204,2711,76
Kerala,India,9554,623,36,1,4634,196,4884,426,2020-07-16 03:00:00,140001930,4634,196,4884,426
Chhattisgarh,India,4556,177,20,0,3324,49,1212,128,2020-07-16 03:00:00,140004404,3324,49,1212,128
Jharkhand,India,4562,337,38,2,2485,57,2039,278,2020-07-16 03:00:00,140001943,2485,57,2039,278
Uttarakhand,India,3785,99,50,0,2948,81,787,18,2020-07-16 03:00:00,140001932,2948,81,787,18
Goa,India,2951,198,18,0,1674,67,1259,131,2020-07-16 03:00:00,140001956,1674,67,1259,131
State Unassigned,India,1524,-655,0,0,1524,-655,0,0,2020-07-16 03:00:00,,0,0,1524,-655
Tripura,India,2281,98,3,1,1604,66,674,31,2020-07-16 03:00:00,140001949,1604,66,674,31
Manipur,India,1700,28,0,0,1103,30,597,-2,2020-07-16 03:00:00,140001942,1080,60,620,-32
Puducherry,India,1596,65,21,3,889,60,686,2,2020-07-16 03:00:00,140001953,889,60,686,2
Himachal Pradesh,India,1341,32,10,0,966,28,365,4,2020-07-16 03:00:00,140001941,966,28,365,4
Nagaland,India,902,6,0,0,436,37,466,-31,2020-07-16 03:00:00,140001950,348,2,554,4
Chandigarh,India,619,19,11,1,459,13,149,5,2020-07-16 03:00:00,140001945,459,13,149,5
Dadra and Nagar Haveli,India,558,17,2,1,371,29,185,-13,2020-07-16 03:00:00,140001947,371,29,185,-13
Arunachal Pradesh,India,491,29,3,0,171,5,317,24,2020-07-16 03:00:00,140002691,153,0,335,29
Meghalaya,India,337,19,2,0,50,2,285,17,2020-07-16 03:00:00,140001952,46,0,289,19
Mizoram,India,238,0,0,0,159,0,79,0,2020-07-16 03:00:00,140001928,159,0,79,0
Andaman and Nicobar Islands,India,176,5,0,0,130,1,46,4,2020-07-16 03:00:00,140001955,130,1,46,4
Sikkim,India,222,11,0,0,87,1,135,10,2020-07-16 03:00:00,140001951,87,1,135,10
Lakshadweep,India,0,0,0,0,0,0,0,0,2020-07-16 03:00:00,140001954,0,0,0,0
British Columbia,Canada,3149,21,189,0,2753,23,207,-2,2020-07-16 03:00:00,140002874,2753,23,207,-2
Alberta,Canada,8994,82,163,0,8127,79,704,3,2020-07-16 03:00:00,140002879,8127,79,704,3
Saskatchewan,Canada,881,5,15,0,791,6,75,-1,2020-07-16 03:00:00,140002878,791,6,75,-1
Manitoba,Canada,330,0,7,0,318,0,5,0,2020-07-16 03:00:00,140002877,318,0,5,0
Ontario,Canada,37052,102,2732,9,32920,135,1400,-42,2020-07-16 03:00:00,140002875,32920,135,1400,-42
Quebec,Canada,56859,129,5636,3,49476,28,1747,98,2020-07-16 03:00:00,140002869,26097,72,25126,54
Newfoundland,Canada,262,0,3,0,258,0,1,0,2020-07-16 03:00:00,140002930,258,0,1,0
New Brunswick,Canada,168,1,2,0,163,0,3,1,2020-07-16 03:00:00,140002928,163,0,3,1
Nova Scotia,Canada,1067,1,63,0,1002,0,2,1,2020-07-16 03:00:00,140002929,1002,0,2,1
Prince Edward Island,Canada,36,0,0,0,27,0,9,0,2020-07-16 03:00:00,140002931,27,0,9,0
Yukon,Canada,11,0,0,0,11,0,0,0,2020-07-16 03:00:00,140002880,11,0,0,0
Northwest Territories,Canada,5,0,0,0,5,0,0,0,2020-07-16 03:00:00,140002881,5,0,0,0
Nunavut,Canada,2,2,0,0,0,0,2,2,2020-07-16 03:00:00,140003914,0,0,2,2
Repatriated travellers,Canada,13,0,,,13,0,,,2020-07-16 03:00:00,,13,0,,
Macedonia East and Thrace,Greece,462,0,,,,,,,2020-07-16 03:00:00,140000003,,,,
Macedonia Central,Greece,330,0,,,,,,,2020-07-16 03:00:00,140000005,,,,
Epirus,Greece,36,0,,,,,,,2020-07-16 03:00:00,140000010,,,,
Thessaly,Greece,200,0,,,,,,,2020-07-16 03:00:00,140000001,,,,
Ionian Islands,Greece,40,0,,,,,,,2020-07-16 03:00:00,140000008,,,,
Greece West,Greece,90,0,,,,,,,2020-07-16 03:00:00,140000013,,,,
Greece Central,Greece,97,0,,,,,,,2020-07-16 03:00:00,140000011,,,,
Attica,Greece,1784,0,,,,,,,2020-07-16 03:00:00,140000004,,,,
Peloponnese,Greece,204,0,,,,,,,2020-07-16 03:00:00,140000006,,,,
Aegean North,Greece,24,0,,,,,,,2020-07-16 03:00:00,140000002,,,,
Aegean South,Greece,35,0,,,,,,,2020-07-16 03:00:00,140000000,,,,
Crete,Greece,30,0,,,,,,,2020-07-16 03:00:00,140000012,,,,
Macedonia West,Greece,205,0,,,,,,,2020-07-16 03:00:00,140000009,,,,
Without permanent residency in Greece,Greece,341,0,,,,,,,2020-07-16 03:00:00,,,,,
Mount Athos,Greece,4,0,,,,,,,2020-07-16 03:00:00,140000007,,,,
Under Investigation,Greece,1,0,,,,,,,2020-07-16 03:00:00,,,,,
Bogota,Colombia,53131,1850,1214,45,26019,606,25898,1199,2020-07-16 03:00:00,140004233,19075,654,32842,1151
Atlantico,Colombia,35649,1064,1943,40,18815,518,14891,506,2020-07-16 03:00:00,140004209,16317,1030,17389,-6
Valle del Cauca,Colombia,15132,436,585,16,8568,302,5979,118,2020-07-16 03:00:00,140004235,7233,335,7314,85
Bolivar,Colombia,12596,250,456,3,7865,166,4275,81,2020-07-16 03:00:00,140004226,7300,232,4840,15
Antioquia,Colombia,10576,994,118,15,3861,176,6597,803,2020-07-16 03:00:00,140004230,3089,145,7369,834
Narino,Colombia,4660,80,146,3,3018,116,1496,-39,2020-07-16 03:00:00,140004237,2778,49,1736,28
