Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Maharashtra,India,142899,3889,6739,208,78703,2810,57457,871,2020-06-25 03:00:00,140004402,73792,4161,62368,-480
Tamil Nadu,India,67468,2865,866,33,37763,2424,28839,408,2020-06-25 03:00:00,140001938,37763,2424,28839,408
Delhi,India,70390,3788,2365,64,41437,2124,26588,1600,2020-06-25 03:00:00,140001944,41437,2124,26588,1600
Gujarat,India,29001,572,1736,25,21096,575,6169,-28,2020-06-25 03:00:00,140001927,21096,575,6169,-28
Uttar Pradesh,India,19557,664,596,8,12586,470,6375,186,2020-06-25 03:00:00,140001926,12586,470,6375,186
Rajasthan,India,16009,382,375,10,12611,398,3023,-26,2020-06-25 03:00:00,140001929,12611,398,3023,-26
West Bengal,India,15173,445,591,11,9702,484,4880,-50,2020-06-25 03:00:00,140001940,9702,484,4880,-50
Madhya Pradesh,India,12448,187,534,9,9473,138,2441,40,2020-06-25 03:00:00,140001931,9473,138,2441,40
Haryana,India,12010,490,188,10,6925,427,4897,53,2020-06-25 03:00:00,140001933,6925,427,4897,53
State Unassigned,India,8141,126,0,0,7473,418,668,-292,2020-06-25 03:00:00,,0,0,8141,126
Karnataka,India,10118,397,164,14,6153,149,3801,234,2020-06-25 03:00:00,140004403,6153,149,3801,234
Andhra Pradesh,India,10331,497,129,10,4779,187,5423,300,2020-06-25 03:00:00,140004401,4779,187,5423,300
Bihar,India,8273,223,55,1,6106,79,2112,143,2020-06-25 03:00:00,140001937,6106,79,2112,143
Telangana,India,10444,891,225,5,4361,137,5858,749,2020-06-25 03:00:00,140004405,4361,137,5858,749
Assam,India,6283,227,9,0,3959,196,2315,31,2020-06-25 03:00:00,140001939,3959,196,2315,31
Odisha,India,5752,282,24,0,4123,135,1605,147,2020-06-25 03:00:00,140001936,4123,135,1605,147
Punjab,India,4627,230,113,8,3099,52,1415,170,2020-06-25 03:00:00,140001934,3099,52,1415,170
Kerala,India,3604,152,23,0,1895,59,1686,93,2020-06-25 03:00:00,140001930,1888,81,1693,71
Uttarakhand,India,2623,88,35,5,1721,119,867,-36,2020-06-25 03:00:00,140001932,1721,119,867,-36
Chhattisgarh,India,2419,34,12,0,1601,74,806,-40,2020-06-25 03:00:00,140004404,1601,74,806,-40
Jharkhand,India,2219,26,12,1,1575,55,632,-30,2020-06-25 03:00:00,140001943,1575,55,632,-30
Tripura,India,1263,0,1,0,904,97,358,-97,2020-06-25 03:00:00,140001949,904,97,358,-97
Goa,India,951,42,2,0,321,23,628,19,2020-06-25 03:00:00,140001956,289,84,660,-42
Himachal Pradesh,India,806,31,7,0,466,34,333,-3,2020-06-25 03:00:00,140001941,466,34,333,-3
Manipur,India,970,49,0,0,328,70,642,-21,2020-06-25 03:00:00,140001942,328,70,642,-21
Chandigarh,India,420,2,6,0,322,0,92,2,2020-06-25 03:00:00,140001945,322,0,92,2
Puducherry,India,461,59,9,0,176,11,276,48,2020-06-25 03:00:00,140001953,176,11,276,48
Nagaland,India,347,17,0,0,148,7,199,10,2020-06-25 03:00:00,140001950,148,7,199,10
Mizoram,India,145,0,0,0,75,4,70,-4,2020-06-25 03:00:00,140001928,24,5,121,-5
Arunachal Pradesh,India,160,2,1,1,48,2,111,-1,2020-06-25 03:00:00,140002691,38,0,121,1
