Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Maharashtra,India,375799,9431,13656,267,220875,7011,141268,2153,2020-07-27 03:00:00,140004402,213238,6044,148905,3120
Tamil Nadu,India,213723,6986,3494,85,156526,5471,53703,1430,2020-07-27 03:00:00,140001938,156526,5471,53703,1430
Delhi,India,130606,1075,3827,21,114875,1807,11904,-753,2020-07-27 03:00:00,140001944,114875,1807,11904,-753
Karnataka,India,96141,5199,1880,82,35838,2088,58423,3029,2020-07-27 03:00:00,140004403,35838,2088,58423,3029
Andhra Pradesh,India,96298,7627,1041,56,46301,3046,48956,4525,2020-07-27 03:00:00,140004401,46301,3046,48956,4525
Uttar Pradesh,India,66988,3246,1426,39,41641,1738,23921,1469,2020-07-27 03:00:00,140001926,41641,1738,23921,1469
Gujarat,India,55822,1110,2322,21,40467,753,13033,336,2020-07-27 03:00:00,140001927,40467,753,13033,336
West Bengal,India,58718,2341,1372,40,37751,2097,19595,204,2020-07-27 03:00:00,140001940,37751,2097,19595,204
Telangana,India,54059,1593,463,8,41332,998,12264,587,2020-07-27 03:00:00,140004405,41332,998,12264,587
Rajasthan,India,36430,1132,624,11,25954,648,9852,473,2020-07-27 03:00:00,140001929,25954,648,9852,473
Bihar,India,38919,2605,249,17,26308,1788,12362,800,2020-07-27 03:00:00,140001937,26308,1788,12362,800
Haryana,India,31332,794,392,3,24384,730,6556,61,2020-07-27 03:00:00,140001933,24384,730,6556,61
Assam,India,32229,1142,79,2,24041,985,8109,155,2020-07-27 03:00:00,140001939,24041,985,8109,155
Madhya Pradesh,India,27800,874,811,12,19132,644,7857,218,2020-07-27 03:00:00,140001931,19132,644,7857,218
Odisha,India,25389,1376,174,11,16793,864,8422,501,2020-07-27 03:00:00,140001936,16793,864,8422,501
Kerala,India,19026,927,62,2,9300,689,9664,236,2020-07-27 03:00:00,140001930,9300,689,9664,236
Punjab,India,13218,534,306,15,8810,513,4102,6,2020-07-27 03:00:00,140001934,8810,513,4102,6
Jharkhand,India,8349,508,83,0,3704,183,4562,325,2020-07-27 03:00:00,140001943,3704,183,4562,325
Chhattisgarh,India,7613,431,43,4,4944,261,2626,166,2020-07-27 03:00:00,140004404,4944,261,2626,166
Uttarakhand,India,6104,143,63,0,3566,71,2475,72,2020-07-27 03:00:00,140001932,3566,71,2475,72
Goa,India,4861,175,35,2,3277,230,1549,-57,2020-07-27 03:00:00,140001956,3277,230,1549,-57
Tripura,India,3919,37,13,2,2362,152,1544,-117,2020-07-27 03:00:00,140001949,2362,152,1544,-117
Puducherry,India,2787,133,40,2,1645,84,1102,47,2020-07-27 03:00:00,140001953,1645,84,1102,47
Manipur,India,2235,59,0,0,1521,1,714,58,2020-07-27 03:00:00,140001942,1521,1,714,58
Himachal Pradesh,India,2176,127,13,1,1198,25,965,101,2020-07-27 03:00:00,140001941,1198,25,965,101
Nagaland,India,1339,50,4,4,689,21,646,25,2020-07-27 03:00:00,140001950,549,8,786,38
Arunachal Pradesh,India,1158,32,3,0,505,77,650,-45,2020-07-27 03:00:00,140002691,505,77,650,-45
Chandigarh,India,887,35,13,0,572,17,302,18,2020-07-27 03:00:00,140001945,572,17,302,18
Dadra and Nagar Haveli,India,950,49,2,0,565,21,383,28,2020-07-27 03:00:00,140001947,565,21,383,28
Meghalaya,India,702,56,5,0,243,27,454,29,2020-07-27 03:00:00,140001952,135,41,562,15
Sikkim,India,558,46,1,1,147,3,410,42,2020-07-27 03:00:00,140001951,147,5,410,40
Mizoram,India,361,0,0,0,214,4,147,-4,2020-07-27 03:00:00,140001928,183,0,178,0
Andaman and Nicobar Islands,India,324,34,0,0,182,6,142,28,2020-07-27 03:00:00,140001955,182,6,142,28
State Unassigned,India,0,0,0,0,0,0,0,0,2020-07-27 03:00:00,,0,0,0,0
Lakshadweep,India,0,0,0,0,0,0,0,0,2020-07-27 03:00:00,140001954,0,0,0,0
British Columbia,Canada,3419,0,191,0,2934,0,294,0,2020-07-27 03:00:00,140002874,2934,0,294,0
Alberta,Canada,10086,0,178,0,8567,0,1341,0,2020-07-27 03:00:00,140002879,8567,0,1341,0
Saskatchewan,Canada,1178,42,16,0,873,11,289,31,2020-07-27 03:00:00,140002878,873,11,289,31
Manitoba,Canada,394,6,7,0,319,0,68,6,2020-07-27 03:00:00,140002877,319,0,68,6
Ontario,Canada,38680,137,2763,4,34359,119,1558,14,2020-07-27 03:00:00,140002875,34359,119,1558,14
Quebec,Canada,58583,169,5667,1,50812,109,2104,59,2020-07-27 03:00:00,140002869,50812,109,2104,59
Newfoundland,Canada,266,1,3,0,259,0,4,1,2020-07-27 03:00:00,140002930,259,0,4,1
New Brunswick,Canada,170,0,2,0,165,0,3,0,2020-07-27 03:00:00,140002928,165,0,3,0
Nova Scotia,Canada,1067,0,63,0,1004,1,0,-1,2020-07-27 03:00:00,140002929,1004,1,0,-1
Prince Edward Island,Canada,36,0,0,0,34,0,2,0,2020-07-27 03:00:00,140002931,34,0,2,0
Yukon,Canada,14,0,0,0,11,0,3,0,2020-07-27 03:00:00,140002880,11,0,3,0
Northwest Territories,Canada,5,0,0,0,5,0,0,0,2020-07-27 03:00:00,140002881,5,0,0,0
Nunavut,Canada,0,0,0,0,0,0,0,0,2020-07-27 03:00:00,140003914,0,0,0,0
Repatriated travellers,Canada,13,0,,,13,0,,,2020-07-27 03:00:00,,13,0,,
Macedonia East and Thrace,Greece,476,1,,,,,,,2020-07-27 03:00:00,140000003,,,,
Macedonia Central,Greece,402,4,,,,,,,2020-07-27 03:00:00,140000005,,,,
Epirus,Greece,37,0,,,,,,,2020-07-27 03:00:00,140000010,,,,
Thessaly,Greece,209,0,,,,,,,2020-07-27 03:00:00,140000001,,,,
Ionian Islands,Greece,57,3,,,,,,,2020-07-27 03:00:00,140000008,,,,
Greece West,Greece,95,3,,,,,,,2020-07-27 03:00:00,140000013,,,,
Greece Central,Greece,103,4,,,,,,,2020-07-27 03:00:00,140000011,,,,
Attica,Greece,1893,7,,,,,,,2020-07-27 03:00:00,140000004,,,,
Peloponnese,Greece,206,0,,,,,,,2020-07-27 03:00:00,140000006,,,,
Aegean North,Greece,27,0,,,,,,,2020-07-27 03:00:00,140000002,,,,
Aegean South,Greece,49,1,,,,,,,2020-07-27 03:00:00,140000000,,,,
Crete,Greece,48,1,,,,,,,2020-07-27 03:00:00,140000012,,,,
Macedonia West,Greece,209,1,,,,,,,2020-07-27 03:00:00,140000009,,,,
Without permanent residency in Greece,Greece,375,3,,,,,,,2020-07-27 03:00:00,,,,,
Mount Athos,Greece,4,0,,,,,,,2020-07-27 03:00:00,140000007,,,,
Under Investigation,Greece,1,0,,,,,,,2020-07-27 03:00:00,,,,,
Bogota,Colombia,81180,3291,2115,115,40948,2144,38117,1032,2020-07-27 03:00:00,140004233,33753,1531,45312,1645
Atlantico,Colombia,47573,568,2360,28,31473,1881,13740,-1341,2020-07-27 03:00:00,140004209,31473,1881,13740,-1341
Antioquia,Colombia,23035,1113,321,20,7398,255,15316,838,2020-07-27 03:00:00,140004230,6428,417,16286,676
Valle del Cauca,Colombia,20875,459,812,23,12276,240,7787,196,2020-07-27 03:00:00,140004235,11243,384,8820,52
Bolivar,Colombia,16286,168,533,5,11351,404,4402,-241,2020-07-27 03:00:00,140004226,11351,404,4402,-241
Cundinamarca,Colombia,6928,103,161,0,3545,88,3222,15,2020-07-27 03:00:00,140004214,3419,146,3348,-43
Narino,Colombia,6610,149,197,7,3942,34,2471,108,2020-07-27 03:00:00,140004237,3626,68,2787,74
Sucre,Colombia,5119,145,327,25,1972,215,2820,-95,2020-07-27 03:00:00,140004227,1972,239,2820,-119
Magdalena,Colombia,4927,98,311,10,2428,187,2188,-99,2020-07-27 03:00:00,140004225,2428,187,2188,-99
Cordoba,Colombia,3593,135,438,34,1044,137,2111,-36,2020-07-27 03:00:00,140004228,1044,149,2111,-48
Choco,Colombia,2802,15,89,3,1902,52,811,-40,2020-07-27 03:00:00,140004231,1800,51,913,-39
Santander,Colombia,2564,161,64,5,1056,19,1444,137,2020-07-27 03:00:00,140004211,901,40,1599,116
Amazonas,Colombia,2497,18,101,0,2301,5,95,13,2020-07-27 03:00:00,140004218,2301,5,95,13
Cesar,Colombia,2447,80,49,3,1297,38,1101,39,2020-07-27 03:00:00,140004208,1297,38,1101,39
Meta,Colombia,2256,108,27,1,1468,38,761,69,2020-07-27 03:00:00,140004234,1468,38,761,69
Tolima,Colombia,2049,64,38,0,1250,14,761,50,2020-07-27 03:00:00,140004215,1224,30,787,34
La Guajira,Colombia,1757,61,103,5,721,63,933,-7,2020-07-27 03:00:00,140004205,721,63,933,-7
Norde de Santander,Colombia,1515,127,59,5,438,31,1018,91,2020-07-27 03:00:00,140004210,377,22,1079,100
Cauca,Colombia,1501,85,44,1,602,17,855,67,2020-07-27 03:00:00,140004236,571,32,886,52
Risaralda,Colombia,1298,64,25,1,645,5,628,58,2020-07-27 03:00:00,140004232,621,15,652,48
Boyaca,Colombia,759,25,25,1,428,5,306,19,2020-07-27 03:00:00,140004216,394,8,340,16
Huila,Colombia,673,27,18,0,379,2,276,25,2020-07-27 03:00:00,140004217,367,2,288,25
Caldas,Colombia,651,68,9,2,274,-2,368,68,2020-07-27 03:00:00,140004206,265,7,377,59
Caqueta,Colombia,542,53,8,0,76,10,458,43,2020-07-27 03:00:00,140004220,69,14,465,39
Putumayo,Colombia,532,37,22,0,52,30,458,7,2020-07-27 03:00:00,140004224,24,2,486,35
Quindio,Colombia,245,10,6,0,189,4,50,6,2020-07-27 03:00:00,140004207,189,4,50,6
Casanare,Colombia,213,11,4,0,100,3,109,8,2020-07-27 03:00:00,140004213,98,2,111,9
Arauca,Colombia,181,7,1,0,123,0,57,7,2020-07-27 03:00:00,140004212,121,15,59,-8
Guaviare,Colombia,77,4,0,0,43,0,34,4,2020-07-27 03:00:00,140004222,43,0,34,4
Vaupes,Colombia,61,0,1,0,41,12,19,-12,2020-07-27 03:00:00,140004219,41,12,19,-12
San Andres y Providencia,Colombia,33,0,0,0,27,0,6,0,2020-07-27 03:00:00,140004229,27,0,6,0
Guainia,Colombia,14,0,1,0,13,0,0,0,2020-07-27 03:00:00,140004223,13,0,0,0
Vichada,Colombia,2,0,0,0,1,0,1,0,2020-07-27 03:00:00,140004221,1,0,1,0
Buenos Aires,Argentina,91959,3250,1496,66,45161,1888,45302,1296,2020-07-27 03:00:00,140003351,44472,1829,45991,1355
Buenos Aires - Capital Federal,Argentina,56691,4902,1054,15,35416,-104,20221,4991,2020-07-27 03:00:00,140003352,18904,421,36733,4466
Chaco,Argentina,3260,42,136,0,2426,20,698,22,2020-07-27 03:00:00,140003354,2426,20,698,22
Cordoba,Argentina,1767,150,44,1,825,39,898,110,2020-07-27 03:00:00,140003356,493,9,1230,140
Jujuy,Argentina,1628,176,46,2,355,45,1227,129,2020-07-27 03:00:00,140003360,245,25,1337,149
Rio Negro,Argentina,1572,46,64,0,1191,35,317,11,2020-07-27 03:00:00,140003366,1191,35,317,11
Neuquen,Argentina,1068,51,23,0,653,35,392,16,2020-07-27 03:00:00,140003365,653,35,392,16
Santa Fe,Argentina,937,70,12,1,569,48,356,21,2020-07-27 03:00:00,140003371,569,48,356,21
Mendoza,Argentina,880,81,25,5,237,5,618,71,2020-07-27 03:00:00,140003363,166,0,689,76
Entre Rios,Argentina,751,38,6,0,426,47,319,-9,2020-07-27 03:00:00,140003358,409,45,336,-7
Santa Cruz,Argentina,370,63,1,0,58,1,311,62,2020-07-27 03:00:00,140003370,57,0,312,63
Tierra del Fuego,Argentina,336,48,1,0,147,0,188,48,2020-07-27 03:00:00,140003373,147,0,188,48
Chubut,Argentina,262,3,2,0,215,13,45,-10,2020-07-27 03:00:00,140003355,215,13,45,-10
La Rioja,Argentina,251,15,19,1,116,4,116,10,2020-07-27 03:00:00,140003362,107,7,125,7
Salta,Argentina,217,26,1,0,84,8,132,18,2020-07-27 03:00:00,140003367,51,4,165,22
Corrientes,Argentina,136,2,1,1,126,0,9,1,2020-07-27 03:00:00,140003357,126,0,9,1
Tucuman,Argentina,116,17,5,0,80,1,31,16,2020-07-27 03:00:00,140003374,73,0,38,17
Formosa,Argentina,82,0,0,0,75,0,7,0,2020-07-27 03:00:00,140003359,72,4,10,-4
Catamarca,Argentina,60,0,0,0,33,1,27,-1,2020-07-27 03:00:00,140003353,33,1,27,-1
Misiones,Argentina,47,3,3,0,38,0,6,3,2020-07-27 03:00:00,140003364,38,0,6,3
La Pampa,Argentina,46,22,0,0,8,0,38,22,2020-07-27 03:00:00,140003361,8,0,38,22
Santiago del Estero,Argentina,38,0,0,0,31,0,7,0,2020-07-27 03:00:00,140003372,27,0,11,0
San Juan,Argentina,20,1,0,0,10,0,10,1,2020-07-27 03:00:00,140003368,10,0,10,1
San Luis,Argentina,19,0,0,0,13,0,6,0,2020-07-27 03:00:00,140003369,13,0,6,0
Vienna,Austria,4840,139,204,1,4090,89,546,49,2020-07-27 03:00:00,140003807,4090,89,546,49
Tyrol,Austria,3662,19,108,0,3500,14,54,5,2020-07-27 03:00:00,140003806,3500,14,54,5
Upper Austria,Austria,3499,106,61,0,2978,114,460,-8,2020-07-27 03:00:00,140003801,2978,114,460,-8
Lower Austria,Austria,3288,54,105,0,2938,11,245,43,2020-07-27 03:00:00,140003799,2936,12,247,42
Styria,Austria,2049,24,154,0,1786,19,109,5,2020-07-27 03:00:00,140003802,1786,19,109,5
