Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Baden-Wurttemberg,Germany,283,0,,,,,,,2020-03-12 03:00:00,140003865,,,,
Bavaria,Germany,317,0,,,,,,,2020-03-12 03:00:00,140003864,,,,
Berlin,Germany,58,0,,,,,,,2020-03-12 03:00:00,140003662,,,,
Brandenburg,Germany,16,0,,,,,,,2020-03-12 03:00:00,140003858,,,,
Bremen,Germany,22,0,,,,,,,2020-03-12 03:00:00,140003869,,,,
Hamburg,Germany,35,0,,,,,,,2020-03-12 03:00:00,140003859,,,,
Hesse,Germany,34,0,,,,,,,2020-03-12 03:00:00,140003866,,,,
Mecklenburg-Western Pomerania,Germany,14,0,,,,,,,2020-03-12 03:00:00,140003872,,,,
Lower Saxony,Germany,67,0,,,,,,,2020-03-12 03:00:00,140003870,,,,
North Rhine-Westphalia,Germany,689,0,,,,,,,2020-03-12 03:00:00,140003860,,,,
Rhineland-Palatinate,Germany,27,0,,,,,,,2020-03-12 03:00:00,140003868,,,,
Saarland,Germany,7,0,,,,,,,2020-03-12 03:00:00,140003861,,,,
Saxony,Germany,10,0,,,,,,,2020-03-12 03:00:00,140003863,,,,
Saxony-Anhalt,Germany,5,0,,,,,,,2020-03-12 03:00:00,140003862,,,,
Schleswig-Holstein,Germany,14,0,,,,,,,2020-03-12 03:00:00,140003871,,,,
Thuringia,Germany,4,0,,,,,,,2020-03-12 03:00:00,140003867,,,,
Ontario,Canada,42,5,,,,,,,2020-03-12 01:00:00,140002875,,,,
British Columbia,Canada,46,7,,,,,,,2020-03-12 01:00:00,140002874,,,,
Alberta,Canada,19,5,,,,,,,2020-03-12 01:00:00,140002879,,,,
Quebec,Canada,9,2,,,,,,,2020-03-12 01:00:00,140002869,,,,
Region Metropolitana,Chile,14,4,,,,,,,2020-03-11 16:00:00,140003345,,,,
Maule,Chile,7,2,,,,,,,2020-03-11 16:00:00,140003344,,,,
Biobío,Chile,1,0,,,,,,,2020-03-11 16:00:00,140003340,,,,
Los Lagos,Chile,1,0,,,,,,,2020-03-11 16:00:00,140003342,,,,
