Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Maharashtra,India,139010,3214,6531,248,75893,1925,56586,1041,2020-06-24 03:00:00,140004402,69631,1925,62848,1041
Tamil Nadu,India,64603,2516,833,39,35339,1227,28431,1250,2020-06-24 03:00:00,140001938,35339,1227,28431,1250
Delhi,India,66602,3947,2301,68,39313,2711,24988,1168,2020-06-24 03:00:00,140001944,39313,2711,24988,1168
Gujarat,India,28429,549,1711,26,20521,604,6197,-81,2020-06-24 03:00:00,140001927,20521,604,6197,-81
Uttar Pradesh,India,18893,571,588,19,12116,515,6189,37,2020-06-24 03:00:00,140001926,12116,515,6189,37
Rajasthan,India,15627,395,365,9,12213,303,3049,83,2020-06-24 03:00:00,140001929,12213,303,3049,83
West Bengal,India,14728,370,580,11,9218,531,4930,-172,2020-06-24 03:00:00,140001940,9218,531,4930,-172
Madhya Pradesh,India,12261,183,525,4,9335,120,2401,59,2020-06-24 03:00:00,140001931,9335,120,2401,59
Haryana,India,11520,495,178,9,6498,582,4844,-96,2020-06-24 03:00:00,140001933,6498,582,4844,-96
State Unassigned,India,8015,183,0,0,7055,708,960,-525,2020-06-24 03:00:00,,0,0,8015,183
Karnataka,India,9721,322,150,8,6004,274,3567,40,2020-06-24 03:00:00,140004403,6004,274,3567,40
Andhra Pradesh,India,9834,462,119,8,4592,157,5123,297,2020-06-24 03:00:00,140004401,4592,157,5123,297
Bihar,India,8050,157,54,2,6027,260,1969,-105,2020-06-24 03:00:00,140001937,6027,260,1969,-105
Telangana,India,9553,879,220,3,4224,219,5109,657,2020-06-24 03:00:00,140004405,4224,219,5109,657
Assam,India,6056,203,9,0,3763,197,2284,6,2020-06-24 03:00:00,140001939,3763,197,2284,6
Odisha,India,5470,167,24,3,3988,125,1458,39,2020-06-24 03:00:00,140001936,3988,125,1458,39
Punjab,India,4397,162,105,4,3047,222,1245,-64,2020-06-24 03:00:00,140001934,3047,222,1245,-64
Kerala,India,3452,141,23,1,1836,82,1593,58,2020-06-24 03:00:00,140001930,1807,60,1622,80
Uttarakhand,India,2535,133,30,2,1602,81,903,50,2020-06-24 03:00:00,140001932,1602,81,903,50
Chhattisgarh,India,2385,83,12,0,1527,40,846,43,2020-06-24 03:00:00,140004404,1527,40,846,43
Jharkhand,India,2193,53,11,0,1520,51,662,2,2020-06-24 03:00:00,140001943,1520,51,662,2
Tripura,India,1263,23,1,0,807,25,455,-2,2020-06-24 03:00:00,140001949,807,25,455,-2
Goa,India,909,45,2,1,298,22,609,22,2020-06-24 03:00:00,140001956,205,53,702,-9
Himachal Pradesh,India,775,48,7,0,432,3,336,45,2020-06-24 03:00:00,140001941,432,3,336,45
Manipur,India,921,23,0,0,258,8,663,15,2020-06-24 03:00:00,140001942,258,8,663,15
Chandigarh,India,418,7,6,0,322,0,90,7,2020-06-24 03:00:00,140001945,322,0,90,7
Puducherry,India,402,19,9,1,165,16,228,2,2020-06-24 03:00:00,140001953,165,16,228,2
Nagaland,India,330,50,0,0,141,0,189,50,2020-06-24 03:00:00,140001950,141,0,189,50
Mizoram,India,145,3,0,0,71,37,74,-34,2020-06-24 03:00:00,140001928,19,7,126,-4
Arunachal Pradesh,India,158,10,0,0,46,0,112,10,2020-06-24 03:00:00,140002691,38,16,120,-6
Sikkim,India,78,0,0,0,29,0,49,0,2020-06-24 03:00:00,140001951,29,0,49,0
Dadra and Nagar Haveli,India,121,19,0,0,27,0,94,19,2020-06-24 03:00:00,140001947,27,0,94,19
Andaman and Nicobar Islands,India,54,4,0,0,40,0,14,4,2020-06-24 03:00:00,140001955,40,0,14,4
Meghalaya,India,46,1,1,0,41,4,4,-3,2020-06-24 03:00:00,140001952,41,4,4,-3
Lakshadweep,India,0,0,0,0,0,0,0,0,2020-06-24 03:00:00,140001954,0,0,0,0
British Columbia,Canada,2835,13,170,1,2491,20,174,-8,2020-06-24 03:00:00,140002874,2491,20,174,-8
Alberta,Canada,7781,45,153,0,7096,55,532,-10,2020-06-24 03:00:00,140002879,7096,55,532,-10
Saskatchewan,Canada,753,2,13,0,642,-1,98,3,2020-06-24 03:00:00,140002878,642,-1,98,3
Manitoba,Canada,314,0,7,0,293,0,14,0,2020-06-24 03:00:00,140002877,293,0,14,0
Ontario,Canada,33853,216,2619,10,29107,174,2127,32,2020-06-24 03:00:00,140002875,29107,174,2127,32
Quebec,Canada,54884,49,5424,7,46420,228,3040,-186,2020-06-24 03:00:00,140002869,23620,114,25840,-72
Newfoundland,Canada,261,0,3,0,258,0,0,0,2020-06-24 03:00:00,140002930,258,0,0,0
New Brunswick,Canada,165,1,2,0,143,4,20,-3,2020-06-24 03:00:00,140002928,143,8,20,-7
Nova Scotia,Canada,1061,0,63,0,998,0,0,0,2020-06-24 03:00:00,140002929,998,0,0,0
Prince Edward Island,Canada,27,0,0,0,27,0,0,0,2020-06-24 03:00:00,140002931,27,0,0,0
Yukon,Canada,11,0,0,0,11,0,0,0,2020-06-24 03:00:00,140002880,11,0,0,0
Northwest Territories,Canada,5,0,0,0,5,0,0,0,2020-06-24 03:00:00,140002881,5,0,0,0
Nunavut,Canada,0,0,0,0,0,0,0,0,2020-06-24 03:00:00,140003914,0,0,0,0
Repatriated travellers,Canada,13,0,,,13,0,,,2020-06-24 03:00:00,,13,0,,
Macedonia East and Thrace,Greece,326,8,,,,,,,2020-06-24 03:00:00,140000003,,,,
Macedonia Central,Greece,208,2,,,,,,,2020-06-24 03:00:00,140000005,,,,
Epirus,Greece,25,7,,,,,,,2020-06-24 03:00:00,140000010,,,,
Thessaly,Greece,186,0,,,,,,,2020-06-24 03:00:00,140000001,,,,
Ionian Islands,Greece,14,0,,,,,,,2020-06-24 03:00:00,140000008,,,,
Greece West,Greece,85,0,,,,,,,2020-06-24 03:00:00,140000013,,,,
Greece Central,Greece,85,0,,,,,,,2020-06-24 03:00:00,140000011,,,,
Attica,Greece,1689,2,,,,,,,2020-06-24 03:00:00,140000004,,,,
Peloponnese,Greece,199,0,,,,,,,2020-06-24 03:00:00,140000006,,,,
Aegean North,Greece,15,0,,,,,,,2020-06-24 03:00:00,140000002,,,,
Aegean South,Greece,14,0,,,,,,,2020-06-24 03:00:00,140000000,,,,
Crete,Greece,21,0,,,,,,,2020-06-24 03:00:00,140000012,,,,
Macedonia West,Greece,165,0,,,,,,,2020-06-24 03:00:00,140000009,,,,
Without permanent residency in Greece,Greece,258,1,,,,,,,2020-06-24 03:00:00,,,,,
Mount Athos,Greece,4,0,,,,,,,2020-06-24 03:00:00,140000007,,,,
Under Investigation,Greece,8,0,,,,,,,2020-06-24 03:00:00,,,,,
Bogota,Colombia,21541,832,490,8,11618,418,9433,406,2020-06-24 03:00:00,140004233,9671,571,11380,253
Atlantico,Colombia,16229,750,682,39,5273,203,10274,508,2020-06-24 03:00:00,140004209,4337,293,11210,418
Valle del Cauca,Colombia,7660,135,330,8,3903,225,3427,-98,2020-06-24 03:00:00,140004235,3156,152,4174,-25
Bolivar,Colombia,7067,314,269,7,3524,83,3274,224,2020-06-24 03:00:00,140004226,2970,156,3828,151
Antioquia,Colombia,3009,88,14,0,1415,56,1580,32,2020-06-24 03:00:00,140004230,1128,80,1867,8
Narino,Colombia,2682,57,89,2,1417,60,1176,-5,2020-06-24 03:00:00,140004237,1201,67,1392,-12
Amazonas,Colombia,2204,0,84,0,1811,35,309,-35,2020-06-24 03:00:00,140004218,1747,108,373,-108
Cundinamarca,Colombia,2036,40,47,1,1135,98,854,-59,2020-06-24 03:00:00,140004214,938,75,1051,-36
Magdalena,Colombia,1298,21,86,2,635,25,577,-6,2020-06-24 03:00:00,140004225,582,14,630,5
Meta,Colombia,1105,5,13,0,972,2,120,3,2020-06-24 03:00:00,140004234,956,3,136,2
Choco,Colombia,1010,28,31,0,370,53,609,-25,2020-06-24 03:00:00,140004231,251,17,728,11
Cesar,Colombia,730,28,21,0,360,18,349,10,2020-06-24 03:00:00,140004208,188,36,521,-8
Tolima,Colombia,675,77,16,0,261,7,398,70,2020-06-24 03:00:00,140004215,258,4,401,73
Sucre,Colombia,588,52,20,1,87,3,481,48,2020-06-24 03:00:00,140004227,47,2,521,49
Santander,Colombia,490,28,11,1,134,5,345,22,2020-06-24 03:00:00,140004211,106,7,373,20
Cordoba,Colombia,458,17,24,1,174,4,260,12,2020-06-24 03:00:00,140004228,115,7,319,9
Risaralda,Colombia,424,3,11,0,259,0,154,3,2020-06-24 03:00:00,140004232,252,1,161,2
Huila,Colombia,310,3,9,0,243,4,58,-1,2020-06-24 03:00:00,140004217,239,2,62,1
Boyaca,Colombia,307,6,11,0,198,2,98,4,2020-06-24 03:00:00,140004216,196,3,100,3
Cauca,Colombia,258,6,10,0,131,3,117,3,2020-06-24 03:00:00,140004236,107,4,141,2
Norde de Santander,Colombia,248,4,15,1,124,5,109,-2,2020-06-24 03:00:00,140004210,118,1,115,2
Caldas,Colombia,231,13,7,0,158,1,66,12,2020-06-24 03:00:00,140004206,140,0,84,13
La Guajira,Colombia,223,9,10,2,87,0,126,7,2020-06-24 03:00:00,140004205,57,0,156,7
Quindio,Colombia,150,3,4,0,110,0,36,3,2020-06-24 03:00:00,140004207,109,4,37,-1
Arauca,Colombia,70,9,0,0,2,0,68,9,2020-06-24 03:00:00,140004212,2,0,68,9
Casanare,Colombia,57,2,0,0,35,1,22,1,2020-06-24 03:00:00,140004213,35,1,22,1
Caqueta,Colombia,30,0,1,0,23,0,6,0,2020-06-24 03:00:00,140004220,22,0,7,0
Vaupes,Colombia,28,1,0,0,11,0,17,1,2020-06-24 03:00:00,140004219,11,0,17,1
San Andres y Providencia,Colombia,23,0,0,0,17,0,6,0,2020-06-24 03:00:00,140004229,17,0,6,0
Putumayo,Colombia,17,0,4,0,9,0,4,0,2020-06-24 03:00:00,140004224,9,0,4,0
Guainia,Colombia,14,0,1,0,3,0,10,0,2020-06-24 03:00:00,140004223,2,0,11,0
Guaviare,Colombia,10,0,0,0,0,0,10,0,2020-06-24 03:00:00,140004222,0,0,10,0
Vichada,Colombia,1,0,0,0,1,0,0,0,2020-06-24 03:00:00,140004221,1,0,0,0
Buenos Aires - Capital Federal,Argentina,22126,1043,420,22,10692,609,11014,412,2020-06-24 03:00:00,140003352,,,,
Buenos Aires,Argentina,20366,1037,455,7,7606,309,12305,721,2020-06-24 03:00:00,140003351,,,,
Chaco,Argentina,1609,22,86,1,954,32,569,-11,2020-06-24 03:00:00,140003354,,,,
Rio Negro,Argentina,720,28,40,4,421,15,259,9,2020-06-24 03:00:00,140003366,,,,
Cordoba,Argentina,602,34,37,1,424,1,141,32,2020-06-24 03:00:00,140003356,,,,
Santa Fe,Argentina,370,33,4,0,271,3,95,30,2020-06-24 03:00:00,140003371,,,,
Neuquen,Argentina,347,23,9,0,140,5,198,18,2020-06-24 03:00:00,140003365,,,,
Entre Rios,Argentina,178,18,,,,,,,2020-06-24 03:00:00,140003358,,,,
Mendoza,Argentina,137,12,9,0,85,1,43,11,2020-06-24 03:00:00,140003363,,,,
Tierra del Fuego,Argentina,136,0,,,,,,,2020-06-24 03:00:00,140003373,,,,
Corrientes,Argentina,115,2,,,,,,,2020-06-24 03:00:00,140003357,,,,
Chubut,Argentina,99,3,1,0,20,5,78,-2,2020-06-24 03:00:00,140003355,,,,
La Rioja,Argentina,72,7,8,0,55,0,9,7,2020-06-24 03:00:00,140003362,,,,
Tucuman,Argentina,59,0,5,0,43,0,11,0,2020-06-24 03:00:00,140003374,,,,
Santa Cruz,Argentina,51,0,,,,,,,2020-06-24 03:00:00,140003370,,,,
Jujuy,Argentina,50,8,1,0,7,3,42,5,2020-06-24 03:00:00,140003360,,,,
Formosa,Argentina,47,0,,,,,,,2020-06-24 03:00:00,140003359,,,,
Misiones,Argentina,38,0,3,0,30,0,5,0,2020-06-24 03:00:00,140003364,,,,
Santiago del Estero,Argentina,22,0,,,,,,,2020-06-24 03:00:00,140003372,,,,
Salta,Argentina,21,1,,,,,,,2020-06-24 03:00:00,140003367,,,,
San Luis,Argentina,10,0,,,,,,,2020-06-24 03:00:00,140003369,,,,
San Juan,Argentina,8,0,,,,,,,2020-06-24 03:00:00,140003368,,,,
La Pampa,Argentina,7,1,,,,,,,2020-06-24 03:00:00,140003361,,,,
Catamarca,Argentina,0,0,0,0,0,0,0,0,2020-06-24 03:00:00,140003353,0,0,0,0
Tyrol,Austria,3555,0,108,0,3443,0,4,0,2020-06-24 03:00:00,140003806,3443,0,4,0
Lower Austria,Austria,2940,0,100,0,2765,0,75,0,2020-06-24 03:00:00,140003799,2765,0,75,0
Upper Austria,Austria,2338,0,61,0,2249,0,28,0,2020-06-24 03:00:00,140003801,2249,0,28,0
Vienna,Austria,2204,0,96,0,2108,0,0,0,2020-06-24 03:00:00,140003807,1635,0,473,0
Styria,Austria,1849,0,151,0,1682,-1,16,1,2020-06-24 03:00:00,140003802,1672,0,26,0
Salzburg,Austria,1252,0,38,0,1202,0,12,0,2020-06-24 03:00:00,140003805,1202,0,12,0
Vorarlberg,Austria,911,0,19,0,889,0,3,0,2020-06-24 03:00:00,140003800,889,0,3,0
