Name,Region,Confirmed,newConfirmed,Deaths,newDeaths,Est.Recovered,newEst.Recovered,Est.Active,newEst.Active,Last Update,FIPS/ID,Recovered,newRecovered,Active,newActive
Maharashtra,India,113445,2701,5537,1409,59001,784,48907,508,2020-06-17 03:00:00,140004402,57851,1802,50057,-510
Tamil Nadu,India,48019,1515,528,49,26782,1438,20709,28,2020-06-17 03:00:00,140001938,26782,1438,20709,28
Delhi,India,44688,1859,1837,437,17822,694,25029,728,2020-06-17 03:00:00,140001944,16500,73,26351,1349
Gujarat,India,24628,524,1534,28,17090,418,6004,78,2020-06-17 03:00:00,140001927,17090,418,6004,78
Uttar Pradesh,India,14598,507,435,18,8904,294,5259,195,2020-06-17 03:00:00,140001926,8904,294,5259,195
Rajasthan,India,13216,235,308,7,9962,177,2946,51,2020-06-17 03:00:00,140001929,9962,177,2946,51
Madhya Pradesh,India,11083,148,476,11,8152,249,2455,-112,2020-06-17 03:00:00,140001931,8152,249,2455,-112
West Bengal,India,11909,415,495,10,6028,534,5386,-129,2020-06-17 03:00:00,140001940,6028,534,5386,-129
State Unassigned,India,7684,712,0,0,5195,5195,2489,-4483,2020-06-17 03:00:00,,0,0,7684,712
Karnataka,India,7530,317,95,6,4456,316,2979,-5,2020-06-17 03:00:00,140004403,4456,316,2979,-5
Haryana,India,8272,550,118,18,3748,183,4406,349,2020-06-17 03:00:00,140001933,3748,183,4406,349
Bihar,India,6810,148,39,1,4571,345,2200,-198,2020-06-17 03:00:00,140001937,4571,345,2200,-198
Andhra Pradesh,India,6720,264,88,2,3513,128,3119,134,2020-06-17 03:00:00,140004401,3513,128,3119,134
Telangana,India,5406,213,191,4,3027,261,2188,-52,2020-06-17 03:00:00,140004405,3027,261,2188,-52
Odisha,India,4163,108,14,0,2974,120,1175,-12,2020-06-17 03:00:00,140001936,2974,120,1175,-12
Assam,India,4511,201,8,0,2412,206,2091,-5,2020-06-17 03:00:00,140001939,2412,206,2091,-5
Punjab,India,3371,104,72,1,2461,18,838,85,2020-06-17 03:00:00,140001934,2461,18,838,85
