region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.41,40,36,49,80.13,80.96,40 [36 - 49],80.41% [80.13% - 80.96%],35,11,81,02-16-2021
2,AL- DOTHAN,80.23,0,0,1,80.0,80.38,0 [0 - 1],80.23% [80.0% - 80.38%],3,0,5,02-16-2021
5,AL- HUNTSVILLE,80.64,14,12,15,80.21,81.01,14 [12 - 15],80.64% [80.21% - 81.01%],12,4,19,02-16-2021
6,AL- MOBILE,80.56,14,13,18,80.25,81.16,14 [13 - 18],80.56% [80.25% - 81.16%],16,7,33,02-16-2021
7,AL- MONTGOMERY,80.45,7,6,9,80.06,81.23,7 [6 - 9],80.45% [80.06% - 81.23%],7,1,19,02-16-2021
9,AL- TUSCALOOSA,80.5,7,6,8,80.4,81.2,7 [6 - 8],80.5% [80.4% - 81.2%],5,4,12,02-16-2021
11,AZ- MESA,80.61,13,11,15,80.25,81.06,13 [11 - 15],80.61% [80.25% - 81.06%],12,5,21,02-16-2021
12,AZ- PHOENIX,80.3,24,21,28,80.13,80.62,24 [21 - 28],80.3% [80.13% - 80.62%],23,10,47,02-16-2021
14,AZ- SUN CITY,80.25,0,0,1,80.12,80.49,0 [0 - 1],80.25% [80.12% - 80.49%],2,1,4,02-16-2021
15,AZ- TUCSON,80.16,7,6,7,80.04,80.28,7 [6 - 7],80.16% [80.04% - 80.28%],4,1,7,02-16-2021
16,AR- FORT SMITH,80.0,0,0,2,80.0,80.78,0 [0 - 2],80.0% [80.0% - 80.78%],0,0,10,02-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
19,AR- LITTLE ROCK,80.28,20,18,25,80.05,80.76,20 [18 - 25],80.28% [80.05% - 80.76%],16,3,44,02-16-2021
21,AR- SPRINGDALE,80.66,7,6,7,80.0,80.76,7 [6 - 7],80.66% [80.0% - 80.76%],7,0,8,02-16-2021
22,AR- TEXARKANA,81.43,20,18,22,80.41,82.35,20 [18 - 22],81.43% [80.41% - 82.35%],14,4,23,02-16-2021
23,CA- ORANGE CO.,80.27,23,21,26,80.14,80.48,23 [21 - 26],80.27% [80.14% - 80.48%],21,11,37,02-16-2021
25,CA- BAKERSFIELD,80.58,21,19,25,80.28,81.02,21 [19 - 25],80.58% [80.28% - 81.02%],21,10,37,02-16-2021
31,CA- CHICO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
33,CA- CONTRA COSTA CO.,80.25,6,5,7,80.1,80.5,6 [5 - 7],80.25% [80.1% - 80.5%],5,2,10,02-16-2021
43,CA- FRESNO,80.13,3,2,4,80.0,80.26,3 [2 - 4],80.13% [80.0% - 80.26%],3,0,6,02-16-2021
56,CA- LOS ANGELES,80.1,23,20,27,80.04,80.17,23 [20 - 27],80.1% [80.04% - 80.17%],24,9,43,02-16-2021
58,CA- MODESTO,80.52,12,11,14,80.23,81.11,12 [11 - 14],80.52% [80.23% - 81.11%],9,4,19,02-16-2021
62,CA- NAPA,80.17,0,0,1,80.0,81.03,0 [0 - 1],80.17% [80.0% - 81.03%],1,0,6,02-16-2021
65,CA- ALAMEDA CO.,80.18,7,6,8,80.09,80.33,7 [6 - 8],80.18% [80.09% - 80.33%],6,3,11,02-16-2021
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,0,80.0,80.09,0 [0 - 0],80.09% [80.0% - 80.09%],1,0,1,02-16-2021
73,CA- REDDING,80.55,7,7,9,80.28,81.29,7 [7 - 9],80.55% [80.28% - 81.29%],6,3,14,02-16-2021
77,CA- SACRAMENTO,80.25,14,13,16,80.13,80.52,14 [13 - 16],80.25% [80.13% - 80.52%],12,6,25,02-16-2021
78,CA- SALINAS,80.38,7,6,7,80.38,80.88,7 [6 - 7],80.38% [80.38% - 80.88%],3,3,7,02-16-2021
79,CA- SAN BERNARDINO,80.1,7,6,8,80.05,80.19,7 [6 - 8],80.1% [80.05% - 80.19%],6,3,11,02-16-2021
80,CA- SAN DIEGO,80.28,22,19,25,80.13,80.5,22 [19 - 25],80.28% [80.13% - 80.5%],20,9,35,02-16-2021
81,CA- SAN FRANCISCO,80.24,7,7,10,80.08,80.39,7 [7 - 10],80.24% [80.08% - 80.39%],12,4,20,02-16-2021
82,CA- SAN JOSE,80.2,7,6,8,80.1,80.3,7 [6 - 8],80.2% [80.1% - 80.3%],6,3,9,02-16-2021
83,CA- SAN LUIS OBISPO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
85,CA- SAN MATEO CO.,80.15,7,6,7,80.04,80.22,7 [6 - 7],80.15% [80.04% - 80.22%],4,1,6,02-16-2021
86,CA- SANTA BARBARA,80.31,7,6,7,80.0,80.62,7 [6 - 7],80.31% [80.0% - 80.62%],3,0,6,02-16-2021
87,CA- SANTA CRUZ,80.0,0,0,0,80.0,80.28,0 [0 - 0],80.0% [80.0% - 80.28%],0,0,1,02-16-2021
89,CA- SANTA ROSA,80.0,0,0,0,80.0,80.11,0 [0 - 0],80.0% [80.0% - 80.11%],0,0,2,02-16-2021
91,CA- STOCKTON,80.28,1,0,2,80.0,80.28,1 [0 - 2],80.28% [80.0% - 80.28%],3,0,3,02-16-2021
96,CA- VENTURA,80.32,7,6,7,80.19,80.57,7 [6 - 7],80.32% [80.19% - 80.57%],5,3,9,02-16-2021
101,CO- BOULDER,83.79,22,20,26,81.89,87.37,22 [20 - 26],83.79% [81.89% - 87.37%],18,9,35,02-16-2021
102,CO- COLORADO SPRINGS,83.67,49,44,59,81.55,88.6,49 [44 - 59],83.67% [81.55% - 88.6%],38,16,89,02-16-2021
103,CO- DENVER,81.61,96,88,111,80.75,83.18,96 [88 - 111],81.61% [80.75% - 83.18%],77,36,152,02-16-2021
104,CO- FORT COLLINS,80.63,7,6,8,80.31,81.25,7 [6 - 8],80.63% [80.31% - 81.25%],4,2,8,02-16-2021
105,CO- GRAND JUNCTION,81.26,14,13,18,80.38,83.54,14 [13 - 18],81.26% [80.38% - 83.54%],10,3,28,02-16-2021
106,CO- GREELEY,80.77,7,7,8,80.39,81.29,7 [7 - 8],80.77% [80.39% - 81.29%],6,3,10,02-16-2021
107,CO- PUEBLO,95.79,170,152,210,84.51,122.11,170 [152 - 210],95.79% [84.51% - 122.11%],126,36,336,02-16-2021
109,CT- BRIDGEPORT,80.59,9,7,11,80.29,81.06,9 [7 - 11],80.59% [80.29% - 81.06%],10,5,18,02-16-2021
110,CT- HARTFORD,80.49,17,15,19,80.12,80.83,17 [15 - 19],80.49% [80.12% - 80.83%],16,4,27,02-16-2021
111,CT- NEW HAVEN,80.6,27,24,30,80.21,81.01,27 [24 - 30],80.6% [80.21% - 81.01%],23,8,39,02-16-2021
112,DE- WILMINGTON,81.18,24,21,28,80.64,82.09,24 [21 - 28],81.18% [80.64% - 82.09%],22,12,39,02-16-2021
113,DC- WASHINGTON,80.93,57,51,65,80.33,81.53,57 [51 - 65],80.93% [80.33% - 81.53%],51,18,84,02-16-2021
115,FL- BRADENTON,82.82,27,24,31,81.55,85.5,27 [24 - 31],82.82% [81.55% - 85.5%],20,11,39,02-16-2021
116,FL- CLEARWATER,80.73,14,13,16,80.31,81.28,14 [13 - 16],80.73% [80.31% - 81.28%],12,5,21,02-16-2021
118,FL- FORT LAUDERDALE,81.84,197,179,223,80.84,83.31,197 [179 - 223],81.84% [80.84% - 83.31%],160,73,288,02-16-2021
119,FL- FORT MYERS,80.65,29,26,36,80.31,81.49,29 [26 - 36],80.65% [80.31% - 81.49%],25,12,57,02-16-2021
120,FL- GAINESVILLE,80.43,9,7,12,80.0,81.03,9 [7 - 12],80.43% [80.0% - 81.03%],8,0,19,02-16-2021
122,FL- HUDSON,81.12,20,18,22,80.56,82.16,20 [18 - 22],81.12% [80.56% - 82.16%],14,7,27,02-16-2021
123,FL- JACKSONVILLE,80.83,49,44,57,80.35,81.63,49 [44 - 57],80.83% [80.35% - 81.63%],41,17,80,02-16-2021
124,FL- LAKELAND,82.34,29,26,34,81.12,84.21,29 [26 - 34],82.34% [81.12% - 84.21%],25,12,45,02-16-2021
127,FL- MIAMI,82.07,267,243,301,80.93,83.68,267 [243 - 301],82.07% [80.93% - 83.68%],223,100,397,02-16-2021
129,FL- OCALA,81.68,28,24,32,80.8,82.92,28 [24 - 32],81.68% [80.8% - 82.92%],23,11,40,02-16-2021
130,FL- ORLANDO,81.25,151,138,172,80.57,82.22,151 [138 - 172],81.25% [80.57% - 82.22%],129,59,230,02-16-2021
131,FL- ORMOND BEACH,80.6,10,9,12,80.3,81.03,10 [9 - 12],80.6% [80.3% - 81.03%],10,5,17,02-16-2021
133,FL- PANAMA CITY,80.0,0,0,1,80.0,80.6,0 [0 - 1],80.0% [80.0% - 80.6%],0,0,4,02-16-2021
