region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,80.51,40,36,49,80.17,81.16,40 [36 - 49],80.51% [80.17% - 81.16%],43,14,98,02-16-2021
2,AL- DOTHAN,80.3,0,0,1,80.0,80.45,0 [0 - 1],80.3% [80.0% - 80.45%],4,0,6,02-16-2021
5,AL- HUNTSVILLE,80.8,14,12,15,80.27,81.22,14 [12 - 15],80.8% [80.27% - 81.22%],15,5,23,02-16-2021
6,AL- MOBILE,80.7,14,13,18,80.32,81.4,14 [13 - 18],80.7% [80.32% - 81.4%],20,9,40,02-16-2021
7,AL- MONTGOMERY,80.58,7,6,9,80.06,81.55,7 [6 - 9],80.58% [80.06% - 81.55%],9,1,24,02-16-2021
9,AL- TUSCALOOSA,80.6,7,6,8,80.5,81.4,7 [6 - 8],80.6% [80.5% - 81.4%],6,5,14,02-16-2021
11,AZ- MESA,80.76,13,11,15,80.3,81.26,13 [11 - 15],80.76% [80.3% - 81.26%],15,6,25,02-16-2021
12,AZ- PHOENIX,80.38,24,21,28,80.16,80.75,24 [21 - 28],80.38% [80.16% - 80.75%],29,12,57,02-16-2021
14,AZ- SUN CITY,80.37,0,0,1,80.12,80.62,0 [0 - 1],80.37% [80.12% - 80.62%],3,1,5,02-16-2021
15,AZ- TUCSON,80.2,7,6,7,80.04,80.36,7 [6 - 7],80.2% [80.04% - 80.36%],5,1,9,02-16-2021
16,AR- FORT SMITH,80.08,0,0,2,80.0,80.94,0 [0 - 2],80.08% [80.0% - 80.94%],1,0,12,02-16-2021
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],0,0,0,02-16-2021
19,AR- LITTLE ROCK,80.35,20,18,25,80.07,80.92,20 [18 - 25],80.35% [80.07% - 80.92%],20,4,53,02-16-2021
21,AR- SPRINGDALE,80.76,7,6,7,80.0,80.95,7 [6 - 7],80.76% [80.0% - 80.95%],8,0,10,02-16-2021
22,AR- TEXARKANA,81.73,20,18,22,80.41,82.86,20 [18 - 22],81.73% [80.41% - 82.86%],17,4,28,02-16-2021
23,CA- ORANGE CO.,80.34,23,21,26,80.18,80.6,23 [21 - 26],80.34% [80.18% - 80.6%],26,14,46,02-16-2021
